Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Fabio Pereyra,ar ARG,DF,33.0,26.0,6,0,0,11,12,2,1,24,22,0.0,1.0,1,147.0,120.0,61.0,66.3,Matches
Brian Blasi,ar ARG,DF,26.0,22.4,5,0,0,27,4,1,35,29,22,0.0,0.0,0,137.0,31.0,30.0,50.8,Matches
Mauro Pittón,ar ARG,MF,28.0,23.3,4,0,0,19,23,1,23,45,46,0.0,0.0,0,180.0,43.0,29.0,59.7,Matches
Gustavo Canto,ar ARG,DF,28.0,23.2,7,0,0,23,19,4,25,47,35,0.0,0.0,0,129.0,74.0,41.0,64.3,Matches
Brian Farioli,ar ARG,"MF,FW",24.0,20.0,2,0,0,20,36,4,109,5,14,0.0,0.0,0,111.0,8.0,37.0,17.8,Matches
Ciro Rius,ar ARG,"MF,FW",34.0,19.0,5,1,1,12,9,6,56,19,30,0.0,0.0,0,100.0,7.0,17.0,29.2,Matches
Leandro Maciel,ar ARG,MF,27.0,18.2,1,0,0,25,9,1,11,19,21,0.0,0.0,0,135.0,19.0,31.0,38.0,Matches
Lucas Gamba,ar ARG,FW,35.0,20.3,1,0,0,18,15,12,46,1,10,0.0,0.0,0,59.0,25.0,62.0,28.7,Matches
Lucas Besozzi,ar ARG,"MF,FW",20.0,17.7,1,0,0,10,36,3,110,9,15,0.0,0.0,0,111.0,10.0,28.0,26.3,Matches
Marcos Ignacio Ledesma,ar ARG,GK,26.0,18.0,0,0,0,0,3,0,0,1,0,0.0,0.0,0,8.0,2.0,1.0,66.7,Matches
Gonzalo Goñi,ar ARG,DF,24.0,13.8,0,0,0,9,1,0,0,7,15,0.0,1.0,0,81.0,29.0,37.0,43.9,Matches
Marcelo Benitez,ar ARG,DF,32.0,14.8,4,0,0,11,6,1,58,26,13,0.0,0.0,0,86.0,21.0,22.0,48.8,Matches
Facundo Castelli,ar ARG,FW,27.0,9.6,3,0,0,17,22,9,6,1,10,,,0,,,,,Matches
Matías Mansilla,ar ARG,GK,26.0,9.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,3.0,2.0,0.0,100.0,Matches
Enzo Kalinski,ar ARG,MF,35.0,7.3,3,0,0,13,4,2,0,13,13,0.0,1.0,0,79.0,16.0,12.0,57.1,Matches
Cristian Torres,ar ARG,"FW,MF",23.0,8.1,1,0,0,9,4,4,12,1,9,0.0,0.0,0,33.0,20.0,37.0,35.1,Matches
Jesús Soraire,ar ARG,MF,34.0,7.0,2,0,0,13,7,2,7,5,11,0.0,0.0,0,50.0,16.0,9.0,64.0,Matches
Julián Navas,ar ARG,DF,29.0,4.3,3,0,0,10,3,0,8,7,5,0.0,0.0,0,19.0,8.0,3.0,72.7,Matches
José Gómez,ar ARG,DF,22.0,3.5,0,0,0,2,5,1,3,3,8,0.0,0.0,0,25.0,2.0,3.0,40.0,Matches
Federico Jourdan,ar ARG,"MF,DF",32.0,4.1,2,0,0,2,6,5,21,1,5,0.0,0.0,0,37.0,6.0,6.0,50.0,Matches
Luis Miguel Rodríguez,ar ARG,"MF,FW",38.0,2.5,0,0,0,1,3,0,16,1,0,0.0,0.0,0,12.0,4.0,3.0,57.1,Matches
Ramón Cansinos,,MF,,1.3,1,0,0,6,4,0,5,0,3,,,0,,,,,Matches
Sebastián Valdez,ar ARG,DF,27.0,0.7,0,0,0,1,1,0,0,0,1,0.0,0.0,0,6.0,0.0,0.0,,Matches
Leandro Ciccoloni,ar ARG,MF,27.0,0.7,0,0,0,1,5,0,7,1,1,,,0,,,,,Matches
Diego Vásquez,ar ARG,"MF,FW",22.0,1.2,0,0,0,2,2,0,4,1,5,0.0,0.0,0,7.0,3.0,3.0,50.0,Matches
Nicolás Leguizamón,ar ARG,FW,28.0,0.6,0,0,0,2,3,1,1,0,0,0.0,0.0,0,5.0,1.0,6.0,14.3,Matches
Squad Total,,,28.8,27.0,51,1,1,264,243,59,564,266,314,0.0,3.0,1,1560.0,467.0,478.0,49.4,
Opponent Total,,,27.1,27.0,51,3,0,263,255,36,600,258,307,3.0,2.0,0,1564.0,526.0,489.0,51.8,
