Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Fabio Pereyra,ar ARG,DF,33.0,26.0,956.0,888.0,63.0,60.0,0.0,15.0,1,3.0,0.0,0.0,0.0,0.0,662.0,5.0,6.0,Matches
Brian Blasi,ar ARG,DF,26.0,22.4,823.0,632.0,187.0,8.0,0.0,20.0,35,179.0,0.0,0.0,0.0,0.0,488.0,4.0,36.0,Matches
Mauro Pittón,ar ARG,MF,28.0,23.3,958.0,917.0,34.0,19.0,2.0,2.0,23,1.0,13.0,1.0,11.0,0.0,729.0,7.0,18.0,Matches
Gustavo Canto,ar ARG,DF,28.0,23.2,977.0,821.0,150.0,18.0,0.0,2.0,25,132.0,0.0,0.0,0.0,0.0,647.0,6.0,35.0,Matches
Brian Farioli,ar ARG,"MF,FW",24.0,20.0,828.0,706.0,117.0,28.0,1.0,21.0,109,20.0,61.0,24.0,28.0,0.0,578.0,5.0,33.0,Matches
Ciro Rius,ar ARG,"MF,FW",34.0,19.0,535.0,479.0,55.0,0.0,0.0,0.0,56,54.0,1.0,0.0,1.0,0.0,368.0,1.0,27.0,Matches
Leandro Maciel,ar ARG,MF,27.0,18.2,617.0,606.0,7.0,5.0,1.0,6.0,11,1.0,0.0,0.0,0.0,0.0,457.0,4.0,14.0,Matches
Lucas Gamba,ar ARG,FW,35.0,20.3,574.0,530.0,37.0,0.0,1.0,4.0,46,7.0,1.0,0.0,1.0,0.0,380.0,7.0,35.0,Matches
Lucas Besozzi,ar ARG,"MF,FW",20.0,17.7,610.0,557.0,50.0,7.0,1.0,3.0,110,21.0,15.0,3.0,9.0,0.0,393.0,3.0,41.0,Matches
Marcos Ignacio Ledesma,ar ARG,GK,26.0,18.0,501.0,250.0,251.0,56.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,1.0,Matches
Gonzalo Goñi,ar ARG,DF,24.0,13.8,369.0,358.0,11.0,8.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,261.0,0.0,10.0,Matches
Marcelo Benitez,ar ARG,DF,32.0,14.8,825.0,621.0,201.0,31.0,0.0,9.0,58,153.0,17.0,3.0,14.0,0.0,599.0,3.0,13.0,Matches
Facundo Castelli,ar ARG,FW,27.0,9.6,,,,,,,6,,,,,,,,,Matches
Matías Mansilla,ar ARG,GK,26.0,9.0,260.0,133.0,125.0,18.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,120.0,2.0,0.0,Matches
Enzo Kalinski,ar ARG,MF,35.0,7.3,297.0,286.0,7.0,5.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,219.0,4.0,6.0,Matches
Cristian Torres,ar ARG,"FW,MF",23.0,8.1,175.0,168.0,6.0,0.0,0.0,3.0,12,1.0,1.0,0.0,1.0,0.0,117.0,1.0,6.0,Matches
Jesús Soraire,ar ARG,MF,34.0,7.0,303.0,299.0,3.0,0.0,0.0,7.0,7,1.0,2.0,0.0,0.0,0.0,223.0,1.0,13.0,Matches
Julián Navas,ar ARG,DF,29.0,4.3,183.0,147.0,33.0,2.0,1.0,1.0,8,31.0,0.0,0.0,0.0,0.0,133.0,3.0,7.0,Matches
José Gómez,ar ARG,DF,22.0,3.5,134.0,99.0,35.0,3.0,0.0,1.0,3,32.0,0.0,0.0,0.0,0.0,96.0,0.0,5.0,Matches
Federico Jourdan,ar ARG,"MF,DF",32.0,4.1,126.0,115.0,11.0,1.0,0.0,0.0,21,10.0,0.0,0.0,0.0,0.0,74.0,0.0,13.0,Matches
Luis Miguel Rodríguez,ar ARG,"MF,FW",38.0,2.5,101.0,81.0,20.0,5.0,0.0,1.0,16,1.0,12.0,1.0,10.0,1.0,62.0,0.0,4.0,Matches
Ramón Cansinos,,MF,,1.3,,,,,,,5,,,,,,,,,Matches
Sebastián Valdez,ar ARG,DF,27.0,0.7,43.0,41.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,Matches
Leandro Ciccoloni,ar ARG,MF,27.0,0.7,,,,,,,7,,,,,,,,,Matches
Diego Vásquez,ar ARG,"MF,FW",22.0,1.2,73.0,72.0,1.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1.0,Matches
Nicolás Leguizamón,ar ARG,FW,28.0,0.6,11.0,10.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Matches
Squad Total,,,28.8,27.0,10279.0,8816.0,1407.0,278.0,8.0,98.0,564,652.0,123.0,32.0,75.0,1.0,6938.0,56.0,324.0,
Opponent Total,,,27.1,27.0,13128.0,11732.0,1362.0,293.0,30.0,90.0,600,663.0,129.0,42.0,70.0,6.0,9888.0,34.0,254.0,
