Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Fabio Pereyra,ar ARG,DF,33.0,26.0,40.0,22,31.0,9.0,0.0,26.0,43.0,60.5,17.0,40.0,33.0,7.0,24,64.0,166.0,0.0,Matches
Brian Blasi,ar ARG,DF,26.0,22.4,37.0,22,25.0,11.0,1.0,21.0,44.0,47.7,23.0,24.0,9.0,15.0,29,66.0,63.0,0.0,Matches
Mauro Pittón,ar ARG,MF,28.0,23.3,78.0,46,29.0,41.0,8.0,43.0,105.0,41.0,62.0,36.0,17.0,19.0,45,123.0,45.0,0.0,Matches
Gustavo Canto,ar ARG,DF,28.0,23.2,57.0,35,41.0,14.0,2.0,27.0,50.0,54.0,23.0,46.0,16.0,30.0,47,104.0,113.0,0.0,Matches
Brian Farioli,ar ARG,"MF,FW",24.0,20.0,21.0,14,5.0,16.0,0.0,5.0,28.0,17.9,23.0,12.0,0.0,12.0,5,26.0,6.0,0.0,Matches
Ciro Rius,ar ARG,"MF,FW",34.0,19.0,38.0,30,24.0,11.0,3.0,21.0,50.0,42.0,29.0,20.0,2.0,18.0,19,57.0,38.0,0.0,Matches
Leandro Maciel,ar ARG,MF,27.0,18.2,40.0,21,13.0,22.0,5.0,14.0,43.0,32.6,29.0,24.0,4.0,20.0,19,59.0,29.0,0.0,Matches
Lucas Gamba,ar ARG,FW,35.0,20.3,16.0,10,3.0,12.0,1.0,5.0,16.0,31.3,11.0,12.0,1.0,11.0,1,17.0,0.0,0.0,Matches
Lucas Besozzi,ar ARG,"MF,FW",20.0,17.7,24.0,15,8.0,14.0,2.0,7.0,18.0,38.9,11.0,19.0,0.0,19.0,9,33.0,3.0,0.0,Matches
Marcos Ignacio Ledesma,ar ARG,GK,26.0,18.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,7.0,2.0,Matches
Gonzalo Goñi,ar ARG,DF,24.0,13.8,24.0,15,13.0,11.0,0.0,11.0,17.0,64.7,6.0,17.0,10.0,7.0,7,31.0,59.0,0.0,Matches
Marcelo Benitez,ar ARG,DF,32.0,14.8,26.0,13,13.0,11.0,2.0,11.0,30.0,36.7,19.0,11.0,1.0,10.0,26,52.0,45.0,1.0,Matches
Facundo Castelli,ar ARG,FW,27.0,9.6,,10,,,,,,,,,,,1,,,,Matches
Matías Mansilla,ar ARG,GK,26.0,9.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,3.0,0.0,Matches
Enzo Kalinski,ar ARG,MF,35.0,7.3,22.0,13,9.0,10.0,3.0,12.0,18.0,66.7,6.0,5.0,2.0,3.0,13,35.0,25.0,1.0,Matches
Cristian Torres,ar ARG,"FW,MF",23.0,8.1,14.0,9,6.0,7.0,1.0,7.0,21.0,33.3,14.0,8.0,0.0,8.0,1,15.0,7.0,0.0,Matches
Jesús Soraire,ar ARG,MF,34.0,7.0,18.0,11,7.0,10.0,1.0,9.0,25.0,36.0,16.0,9.0,1.0,8.0,5,23.0,9.0,0.0,Matches
Julián Navas,ar ARG,DF,29.0,4.3,9.0,5,4.0,5.0,0.0,4.0,12.0,33.3,8.0,9.0,2.0,7.0,7,16.0,13.0,0.0,Matches
José Gómez,ar ARG,DF,22.0,3.5,10.0,8,4.0,5.0,1.0,7.0,11.0,63.6,4.0,6.0,2.0,4.0,3,13.0,10.0,0.0,Matches
Federico Jourdan,ar ARG,"MF,DF",32.0,4.1,8.0,5,3.0,3.0,2.0,6.0,7.0,85.7,1.0,3.0,1.0,2.0,1,9.0,3.0,0.0,Matches
Luis Miguel Rodríguez,ar ARG,"MF,FW",38.0,2.5,1.0,0,0.0,0.0,1.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,1,2.0,0.0,0.0,Matches
Ramón Cansinos,,MF,,1.3,,3,,,,,,,,,,,0,,,,Matches
Sebastián Valdez,ar ARG,DF,27.0,0.7,2.0,1,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,Matches
Leandro Ciccoloni,ar ARG,MF,27.0,0.7,,1,,,,,,,,,,,1,,,,Matches
Diego Vásquez,ar ARG,"MF,FW",22.0,1.2,6.0,5,6.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1,7.0,2.0,0.0,Matches
Nicolás Leguizamón,ar ARG,FW,28.0,0.6,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Matches
Squad Total,,,28.8,27.0,491.0,314,245.0,213.0,33.0,239.0,549.0,43.5,310.0,304.0,101.0,203.0,266,757.0,648.0,4.0,
Opponent Total,,,27.1,27.0,459.0,307,227.0,186.0,46.0,192.0,414.0,46.4,222.0,329.0,66.0,263.0,258,717.0,527.0,1.0,
