Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Fredrik Aursnes,no NOR,"DF,MF",28-020,14.8,1165,41,263,512,398,37,1165,31,21,67.7,9,29.0,639,3291,1793,50,30,11,14,4,792,151,Matches
Rafa Silva,pt POR,MF,30-227,14.7,772,2,41,285,464,108,772,57,31,54.4,25,43.9,526,4119,2219,77,60,33,40,28,638,146,Matches
António Silva,pt POR,DF,20-061,14.0,975,104,424,520,44,12,975,8,5,62.5,2,25.0,592,3597,2341,16,13,0,7,2,647,2,Matches
Nicolás Otamendi,ar ARG,DF,35-321,13.9,1024,111,435,534,63,27,1024,10,4,40.0,4,40.0,596,3994,2619,29,16,0,7,2,692,14,Matches
João Mário,pt POR,"FW,MF",30-345,11.9,821,8,83,317,427,50,820,30,15,50.0,13,43.3,548,2962,1271,36,25,13,23,18,644,110,Matches
João Neves,pt POR,MF,19-094,11.5,1087,39,220,643,239,14,1087,32,20,62.5,8,25.0,610,3083,1450,19,19,3,17,13,757,26,Matches
Anatolii Trubin,ua UKR,GK,22-151,11.0,323,294,321,2,0,0,323,0,0,,0,,156,694,416,0,0,0,0,0,132,0,Matches
Ángel Di María,ar ARG,FW,35-319,10.4,739,5,45,272,438,68,738,58,26,44.8,28,48.3,485,2989,1418,49,35,21,24,15,557,132,Matches
Orkun Kökçü,tr TUR,MF,23-001,9.3,808,13,106,493,212,13,808,14,6,42.9,7,50.0,464,2316,1216,21,17,1,8,8,619,17,Matches
Morato,br BRA,DF,22-183,7.5,469,40,180,202,89,9,469,5,4,80.0,1,20.0,232,1047,547,13,12,1,8,3,274,22,Matches
Florentino Luís,pt POR,MF,24-133,6.6,625,23,136,377,119,8,625,7,4,57.1,2,28.6,314,1004,416,2,5,0,13,2,432,11,Matches
Alexander Bah,dk DEN,DF,26-021,6.2,506,10,115,233,162,8,506,15,3,20.0,9,60.0,253,1092,576,11,15,0,10,2,312,39,Matches
Petar Musa,hr CRO,FW,25-301,5.5,183,9,31,57,98,35,183,10,7,70.0,3,30.0,95,449,201,6,3,3,11,11,115,26,Matches
Arthur,br BRA,FW,25-249,5.1,144,3,13,43,93,33,144,11,5,45.5,5,45.5,94,477,231,7,8,3,13,9,114,23,Matches
David Neres,br BRA,FW,26-302,4.6,349,3,21,118,215,46,349,27,16,59.3,10,37.0,222,1897,1052,41,23,12,12,12,287,57,Matches
Casper Tengstedt,dk DEN,FW,23-212,4.1,126,2,9,44,75,23,126,10,5,50.0,4,40.0,78,539,242,13,1,6,9,6,92,32,Matches
Samuel Soares,pt POR,GK,21-198,3.0,86,81,86,0,0,0,86,0,0,,0,,50,286,148,0,0,0,0,0,34,0,Matches
David Jurásek,cz CZE,DF,23-145,2.9,236,15,68,99,74,4,236,11,4,36.4,6,54.5,119,635,302,8,5,2,8,2,136,29,Matches
Chiquinho,pt POR,MF,28-164,2.1,224,4,37,133,57,4,224,4,2,50.0,2,50.0,130,757,507,6,3,0,5,2,153,9,Matches
Gonçalo Guedes,pt POR,"FW,MF",27-031,1.3,99,0,3,35,62,12,99,8,5,62.5,1,12.5,67,349,175,9,2,4,6,2,80,23,Matches
Tomás Araújo,pt POR,"DF,MF",21-228,1.0,78,2,37,37,4,1,78,0,0,,0,,44,253,168,1,0,0,3,2,47,2,Matches
Odisseas Vlachodimos,gr GRE,GK,29-248,1.0,22,18,21,1,0,0,22,0,0,,0,,8,78,24,0,0,0,0,0,9,0,Matches
Juan Bernat,es ESP,DF,30-304,0.9,50,4,14,24,12,1,50,0,0,,0,,28,113,59,1,1,0,0,0,36,2,Matches
Tiago Gouveia,pt POR,FW,22-195,0.8,35,0,3,12,20,2,35,3,1,33.3,2,66.7,23,150,68,2,1,2,1,2,29,7,Matches
João Victor,br BRA,DF,25-166,0.3,33,2,6,11,17,0,33,0,0,,0,,20,93,17,0,0,0,2,1,24,6,Matches
Gustavo Marques,br BRA,DF,22-082,0.0,3,0,0,3,0,0,3,0,0,,0,,2,6,3,0,0,0,0,0,2,0,Matches
Mihailo Ristić,rs SRB,DF,28-060,0.0,14,0,1,1,12,0,14,0,0,,0,,10,123,10,1,1,0,0,0,10,4,Matches
Squad Total,,,26.7,15.0,10996,833,2719,5008,3394,515,10994,351,184,52.4,141,40.2,6405,36393,19489,418,295,115,241,146,7664,890,
Opponent Total,,,26.5,15.0,7834,1187,3207,3099,1615,238,7830,313,135,43.1,160,51.1,4053,21221,10712,227,176,52,248,156,4420,426,
