Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Fredrik Aursnes,no NOR,"DF,MF",28-020,14.8,32,16,17,12,3,21,34,61.8,13,18,2,16,11,43,24,0,Matches
Rafa Silva,pt POR,MF,30-227,14.7,14,10,6,5,3,9,22,40.9,13,4,0,4,6,20,3,0,Matches
António Silva,pt POR,DF,20-061,14.0,39,27,22,12,5,19,22,86.4,3,31,16,15,9,48,49,0,Matches
Nicolás Otamendi,ar ARG,DF,35-321,13.9,25,17,19,6,0,17,32,53.1,15,12,6,6,16,41,45,0,Matches
João Mário,pt POR,"FW,MF",30-345,11.9,15,8,3,9,3,3,12,25.0,9,14,0,14,7,22,5,0,Matches
João Neves,pt POR,MF,19-094,11.5,37,32,15,13,9,14,26,53.8,12,25,5,20,15,52,17,0,Matches
Anatolii Trubin,ua UKR,GK,22-151,11.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0,Matches
Ángel Di María,ar ARG,FW,35-319,10.4,5,2,3,2,0,2,11,18.2,9,9,0,9,4,9,1,1,Matches
Orkun Kökçü,tr TUR,MF,23-001,9.3,19,13,7,11,1,12,23,52.2,11,11,2,9,6,25,4,0,Matches
Morato,br BRA,DF,22-183,7.5,26,15,18,6,2,16,27,59.3,11,10,2,8,6,32,18,0,Matches
Florentino Luís,pt POR,MF,24-133,6.6,37,24,14,20,3,17,38,44.7,21,10,0,10,20,57,6,0,Matches
Alexander Bah,dk DEN,DF,26-021,6.2,20,15,11,3,6,10,13,76.9,3,7,1,6,9,29,9,0,Matches
Petar Musa,hr CRO,FW,25-301,5.5,11,7,4,3,4,3,4,75.0,1,8,2,6,1,12,6,0,Matches
Arthur,br BRA,FW,25-249,5.1,6,4,1,3,2,2,4,50.0,2,2,0,2,0,6,3,0,Matches
David Neres,br BRA,FW,26-302,4.6,6,2,0,5,1,1,3,33.3,2,5,1,4,1,7,2,0,Matches
Casper Tengstedt,dk DEN,FW,23-212,4.1,5,2,0,4,1,3,5,60.0,2,2,0,2,0,5,2,0,Matches
Samuel Soares,pt POR,GK,21-198,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
David Jurásek,cz CZE,DF,23-145,2.9,9,4,7,2,0,6,8,75.0,2,1,0,1,1,10,9,1,Matches
Chiquinho,pt POR,MF,28-164,2.1,5,4,1,4,0,1,3,33.3,2,1,0,1,2,7,3,0,Matches
Gonçalo Guedes,pt POR,"FW,MF",27-031,1.3,1,0,0,1,0,1,3,33.3,2,0,0,0,1,2,0,0,Matches
Tomás Araújo,pt POR,"DF,MF",21-228,1.0,1,0,0,1,0,1,1,100.0,0,2,1,1,1,2,5,0,Matches
Odisseas Vlachodimos,gr GRE,GK,29-248,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Juan Bernat,es ESP,DF,30-304,0.9,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,3,0,Matches
Tiago Gouveia,pt POR,FW,22-195,0.8,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
João Victor,br BRA,DF,25-166,0.3,0,0,0,0,0,0,0,,0,2,1,1,1,1,0,0,Matches
Gustavo Marques,br BRA,DF,22-082,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Mihailo Ristić,rs SRB,DF,28-060,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
Squad Total,,,26.7,15.0,316,204,150,123,43,160,295,54.2,135,176,39,137,117,433,219,2,
Opponent Total,,,26.5,15.0,287,188,160,100,27,141,325,43.4,184,233,79,154,166,453,378,6,
