Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fredrik Aursnes,no NOR,"DF,MF",28-020,14.8,827,1023,80.8,13231,4654,417,461,90.5,342,407,84.0,48,94,51.1,4,4.0,3.5,0.0,23,64,29,5,99,Matches
Rafa Silva,pt POR,MF,30-227,14.7,482,590,81.7,6608,1697,290,326,89.0,148,169,87.6,20,31,64.5,6,5.9,4.6,0.1,36,41,38,1,102,Matches
António Silva,pt POR,DF,20-061,14.0,771,832,92.7,14163,5150,274,290,94.5,419,433,96.8,66,89,74.2,0,0.0,0.7,0.0,1,66,3,0,67,Matches
Nicolás Otamendi,ar ARG,DF,35-321,13.9,796,890,89.4,15643,6100,271,291,93.1,423,449,94.2,90,122,73.8,0,1.2,0.8,-1.2,9,77,1,0,74,Matches
João Mário,pt POR,"FW,MF",30-345,11.9,582,699,83.3,7914,1927,357,391,91.3,179,215,83.3,18,42,42.9,0,1.1,2.2,-1.1,18,52,21,1,77,Matches
João Neves,pt POR,MF,19-094,11.5,820,938,87.4,14301,4057,412,449,91.8,300,336,89.3,93,124,75.0,1,0.9,1.4,0.1,9,73,11,6,71,Matches
Anatolii Trubin,ua UKR,GK,22-151,11.0,245,301,81.4,5579,4156,76,76,100.0,123,127,96.9,46,96,47.9,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Ángel Di María,ar ARG,FW,35-319,10.4,431,606,71.1,7482,2638,222,262,84.7,140,191,73.3,55,106,51.9,1,3.1,4.6,-2.1,33,47,43,12,77,Matches
Orkun Kökçü,tr TUR,MF,23-001,9.3,600,718,83.6,11317,3806,258,288,89.6,238,270,88.1,88,125,70.4,2,2.6,1.5,-0.6,22,102,17,2,114,Matches
Morato,br BRA,DF,22-183,7.5,316,390,81.0,5576,2057,149,164,90.9,136,158,86.1,26,48,54.2,1,0.6,0.3,0.4,6,23,3,1,32,Matches
Florentino Luís,pt POR,MF,24-133,6.6,481,545,88.3,7587,2577,259,280,92.5,178,196,90.8,35,39,89.7,0,0.2,0.5,-0.2,4,56,8,0,51,Matches
Alexander Bah,dk DEN,DF,26-021,6.2,336,433,77.6,5573,1742,173,202,85.6,126,156,80.8,28,49,57.1,0,0.3,0.3,-0.3,5,22,7,0,35,Matches
Petar Musa,hr CRO,FW,25-301,5.5,80,110,72.7,1009,275,59,70,84.3,12,21,57.1,4,10,40.0,2,1.1,0.5,0.9,5,1,4,0,11,Matches
Arthur,br BRA,FW,25-249,5.1,66,85,77.6,780,96,44,53,83.0,16,21,76.2,0,0,,0,0.1,0.6,-0.1,4,2,3,0,7,Matches
David Neres,br BRA,FW,26-302,4.6,217,283,76.7,3000,531,134,151,88.7,73,89,82.0,5,18,27.8,3,2.4,2.7,0.6,14,15,7,3,24,Matches
Casper Tengstedt,dk DEN,FW,23-212,4.1,53,77,68.8,634,118,39,47,83.0,12,19,63.2,0,3,0.0,0,0.9,1.1,-0.9,7,2,3,1,6,Matches
Samuel Soares,pt POR,GK,21-198,3.0,69,81,85.2,1604,1172,17,17,100.0,37,37,100.0,15,27,55.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
David Jurásek,cz CZE,DF,23-145,2.9,149,188,79.3,2313,772,70,74,94.6,72,86,83.7,5,18,27.8,0,0.7,1.5,-0.7,7,3,8,4,9,Matches
Chiquinho,pt POR,MF,28-164,2.1,162,196,82.7,2696,977,76,86,88.4,68,77,88.3,13,23,56.5,0,0.5,0.4,-0.5,6,19,3,0,24,Matches
Gonçalo Guedes,pt POR,"FW,MF",27-031,1.3,57,77,74.0,780,162,37,48,77.1,17,21,81.0,2,3,66.7,0,0.0,0.2,0.0,0,1,1,0,5,Matches
Tomás Araújo,pt POR,"DF,MF",21-228,1.0,59,66,89.4,1021,542,26,31,83.9,27,29,93.1,4,4,100.0,0,0.0,0.0,0.0,0,4,0,0,2,Matches
Odisseas Vlachodimos,gr GRE,GK,29-248,1.0,16,20,80.0,421,357,2,2,100.0,10,10,100.0,4,8,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Juan Bernat,es ESP,DF,30-304,0.9,42,44,95.5,602,135,24,25,96.0,18,19,94.7,0,0,,0,0.0,0.0,0.0,0,1,1,0,5,Matches
Tiago Gouveia,pt POR,FW,22-195,0.8,24,27,88.9,317,60,16,16,100.0,8,10,80.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,2,Matches
João Victor,br BRA,DF,25-166,0.3,24,28,85.7,387,100,12,14,85.7,9,11,81.8,2,2,100.0,0,0.0,0.0,0.0,0,3,0,0,1,Matches
Gustavo Marques,br BRA,DF,22-082,0.0,3,3,100.0,50,44,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Mihailo Ristić,rs SRB,DF,28-060,0.0,10,13,76.9,160,78,7,8,87.5,2,3,66.7,1,2,50.0,0,0.1,0.2,-0.1,3,0,2,1,2,Matches
Squad Total,,,26.7,15.0,7718,9263,83.3,130748,45980,3722,4123,90.3,3135,3562,88.0,668,1083,61.7,20,25.7,27.6,-5.7,212,679,214,37,897,
Opponent Total,,,26.5,15.0,4452,5882,75.7,84279,36185,1902,2264,84.0,1916,2280,84.0,541,1022,52.9,5,9.3,10.2,-4.3,120,318,90,34,430,
