Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Fredrik Aursnes,no NOR,"DF,MF",28-020,15,1333.0,89.0,98.7,14.8,15,89.0,14,0,,0,2.4,26.0,10.0,16.0,1.08,-9.51,32.7,14.4,18.3,1.23,-1.1,Matches
Rafa Silva,pt POR,MF,30-227,15,1321.0,88.0,97.9,14.7,15,88.0,9,0,,0,2.4,27.0,7.0,20.0,1.36,7.57,32.8,12.7,20.1,1.37,5.66,Matches
António Silva,pt POR,DF,20-061,14,1259.0,90.0,93.3,14.0,14,90.0,13,0,,1,2.36,25.0,9.0,16.0,1.14,-0.83,31.3,13.2,18.1,1.29,0.68,Matches
Nicolás Otamendi,ar ARG,DF,35-321,14,1252.0,89.0,92.7,13.9,14,89.0,13,0,,0,2.36,25.0,10.0,15.0,1.08,-1.68,31.5,13.8,17.7,1.27,0.38,Matches
João Mário,pt POR,"FW,MF",30-345,14,1075.0,77.0,79.6,11.9,13,82.0,4,1,5.0,1,2.57,19.0,5.0,14.0,1.17,-0.14,25.2,9.9,15.3,1.28,0.17,Matches
João Neves,pt POR,MF,19-094,15,1039.0,69.0,77.0,11.5,12,80.0,8,3,28.0,0,2.4,21.0,7.0,14.0,1.21,0.06,23.9,11.6,12.4,1.07,-0.76,Matches
Anatolii Trubin,ua UKR,GK,22-151,11,990.0,90.0,73.3,11.0,11,90.0,11,0,,3,2.45,17.0,5.0,12.0,1.09,-0.41,22.6,9.6,13.0,1.18,-0.24,Matches
Ángel Di María,ar ARG,FW,35-319,12,939.0,78.0,69.6,10.4,11,83.0,6,1,27.0,0,2.25,18.0,6.0,12.0,1.15,-0.16,24.4,8.4,15.9,1.52,0.91,Matches
Orkun Kökçü,tr TUR,MF,23-001,11,834.0,76.0,61.8,9.3,10,79.0,3,1,45.0,0,2.36,18.0,4.0,14.0,1.51,0.81,22.4,7.5,14.9,1.61,0.95,Matches
Morato,br BRA,DF,22-183,9,672.0,75.0,49.8,7.5,7,90.0,6,2,23.0,6,2.22,13.0,6.0,7.0,0.94,-0.52,16.5,7.4,9.0,1.21,-0.07,Matches
