Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Fredrik Aursnes,no NOR,"DF,MF",28-020,15,15,1333.0,14.8,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,4.0,5.6,50.0,99.0,151.0,0.14,0.27,0.41,0.14,0.41,0.11,0.27,0.38,0.11,0.38,Matches
Rafa Silva,pt POR,MF,30-227,15,15,1321.0,14.7,5.0,6.0,11.0,5.0,0.0,0.0,2.0,0.0,8.1,8.1,5.9,14.0,77.0,102.0,146.0,0.34,0.41,0.75,0.34,0.75,0.55,0.41,0.96,0.55,0.96,Matches
António Silva,pt POR,DF,20-061,14,14,1259.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,0.0,1.1,16.0,67.0,2.0,0.07,0.0,0.07,0.07,0.07,0.08,0.0,0.08,0.08,0.08,Matches
Nicolás Otamendi,ar ARG,DF,35-321,14,14,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,1.2,2.8,29.0,74.0,14.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.2,0.11,0.2,Matches
João Mário,pt POR,"FW,MF",30-345,14,13,1075.0,11.9,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,3.2,2.4,1.1,3.5,36.0,77.0,110.0,0.17,0.0,0.17,0.08,0.08,0.27,0.09,0.36,0.2,0.29,Matches
João Neves,pt POR,MF,19-094,15,12,1039.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.9,1.6,19.0,71.0,26.0,0.09,0.09,0.17,0.09,0.17,0.07,0.08,0.14,0.07,0.14,Matches
Anatolii Trubin,ua UKR,GK,22-151,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ángel Di María,ar ARG,FW,35-319,12,11,939.0,10.4,5.0,1.0,6.0,4.0,1.0,1.0,2.0,0.0,4.8,4.0,3.1,7.1,49.0,77.0,132.0,0.48,0.1,0.58,0.38,0.48,0.46,0.3,0.76,0.38,0.68,Matches
Orkun Kökçü,tr TUR,MF,23-001,11,10,834.0,9.3,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,2.6,3.6,21.0,114.0,17.0,0.11,0.22,0.32,0.11,0.32,0.11,0.28,0.39,0.11,0.39,Matches
Morato,br BRA,DF,22-183,9,7,672.0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.6,1.0,13.0,32.0,22.0,0.0,0.13,0.13,0.0,0.13,0.05,0.09,0.13,0.05,0.13,Matches
