Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Lucas Perri,br BRA,GK,25.0,37.5,1072.0,715.0,352.0,107.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,704.0,5.0,0.0,Matches
Víctor Cuesta,ar ARG,DF,34.0,35.0,1733.0,1632.0,94.0,53.0,2.0,14.0,30,8.0,0.0,0.0,0.0,0.0,1438.0,7.0,5.0,Matches
Adryelson,br BRA,DF,24.0,33.3,1523.0,1457.0,65.0,51.0,0.0,11.0,0,3.0,0.0,0.0,0.0,0.0,1303.0,1.0,6.0,Matches
Marlon Freitas,br BRA,MF,27.0,32.3,1892.0,1772.0,116.0,108.0,5.0,33.0,11,5.0,1.0,0.0,0.0,0.0,1638.0,4.0,27.0,Matches
Carlos Eduardo,br BRA,MF,33.0,29.7,1142.0,1029.0,111.0,38.0,6.0,25.0,71,9.0,31.0,4.0,24.0,0.0,928.0,2.0,17.0,Matches
Tchê Tchê,br BRA,"MF,DF",30.0,29.5,1297.0,1209.0,88.0,33.0,4.0,9.0,57,31.0,22.0,3.0,18.0,0.0,1115.0,0.0,14.0,Matches
Tiquinho Soares,br BRA,FW,32.0,27.1,672.0,634.0,37.0,5.0,3.0,14.0,13,9.0,0.0,0.0,0.0,0.0,476.0,1.0,20.0,Matches
Júnior Santos,br BRA,FW,28.0,24.0,730.0,715.0,14.0,2.0,3.0,2.0,57,11.0,1.0,0.0,0.0,0.0,534.0,1.0,38.0,Matches
João Victor Santos Sá,br BRA,FW,28.0,23.6,726.0,707.0,19.0,1.0,0.0,5.0,40,12.0,4.0,0.0,0.0,0.0,581.0,0.0,23.0,Matches
Leonel Di Plácido,ar ARG,DF,29.0,26.2,1329.0,1071.0,256.0,16.0,0.0,5.0,86,239.0,1.0,0.0,0.0,0.0,1058.0,2.0,30.0,Matches
Fernando Marçal,br BRA,DF,33.0,18.1,1070.0,795.0,270.0,58.0,0.0,0.0,111,167.0,45.0,15.0,27.0,0.0,794.0,5.0,24.0,Matches
