Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Lucas Perri,br BRA,GK,25.0,37.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Víctor Cuesta,ar ARG,DF,34.0,35.0,1,22,5,22.7,0.63,0.14,0.05,0.2,13.8,3.0,0,0,2.4,2.2,0.1,-1.4,-1.2,Matches
Adryelson,br BRA,DF,24.0,33.3,1,12,5,41.7,0.36,0.15,0.08,0.2,9.9,0.0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Marlon Freitas,br BRA,MF,27.0,32.3,1,41,5,12.2,1.27,0.15,0.02,0.2,26.0,0.0,0,0,2.1,2.1,0.05,-1.1,-1.1,Matches
Carlos Eduardo,br BRA,MF,33.0,29.7,6,43,18,41.9,1.45,0.61,0.14,0.33,16.0,8.0,0,0,5.5,5.5,0.13,0.5,0.5,Matches
Tchê Tchê,br BRA,"MF,DF",30.0,29.5,2,45,12,26.7,1.52,0.41,0.04,0.17,25.0,1.0,0,0,1.9,1.9,0.04,0.1,0.1,Matches
Tiquinho Soares,br BRA,FW,32.0,27.1,17,76,24,31.6,2.81,0.89,0.16,0.5,17.5,1.0,5,7,13.1,7.6,0.1,3.9,4.4,Matches
Júnior Santos,br BRA,FW,28.0,24.0,7,69,21,30.4,2.87,0.87,0.1,0.33,18.2,1.0,0,0,6.6,6.6,0.1,0.4,0.4,Matches
João Victor Santos Sá,br BRA,FW,28.0,23.6,4,47,20,42.6,1.99,0.85,0.09,0.2,18.5,0.0,0,0,5.0,5.0,0.11,-1.0,-1.0,Matches
Leonel Di Plácido,ar ARG,DF,29.0,26.2,1,10,3,30.0,0.38,0.11,0.1,0.33,27.8,0.0,0,0,0.2,0.2,0.02,0.8,0.8,Matches
Fernando Marçal,br BRA,DF,33.0,18.1,0,8,1,12.5,0.44,0.06,0.0,0.0,23.3,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Hugo,br BRA,DF,21.0,15.5,0,8,2,25.0,0.52,0.13,0.0,0.0,27.4,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Luis Henrique,br BRA,"FW,MF",21.0,15.3,4,27,13,48.1,1.76,0.85,0.15,0.31,20.2,0.0,0,0,3.3,3.3,0.12,0.7,0.7,Matches
Danilo Barbosa,br BRA,"MF,DF",26.0,11.2,3,10,4,40.0,0.89,0.36,0.3,0.75,14.9,0.0,0,0,1.0,1.0,0.1,2.0,2.0,Matches
Gabriel,br BRA,MF,29.0,9.6,0,15,4,26.7,1.56,0.42,0.0,0.0,23.3,3.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Rafael,br BRA,DF,32.0,5.4,0,1,1,100.0,0.19,0.19,0.0,0.0,28.2,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Lucas Fernandes,br BRA,MF,25.0,5.3,0,17,5,29.4,3.23,0.95,0.0,0.0,18.9,1.0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
Philipe Sampaio,br BRA,DF,28.0,5.5,0,2,0,0.0,0.36,0.0,0.0,,10.0,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Gustavo Sauer,br BRA,"FW,MF",29.0,2.9,2,5,2,40.0,1.74,0.7,0.4,1.0,19.7,0.0,0,0,0.2,0.2,0.05,1.8,1.8,Matches
Diego Costa,es ESP,FW,34.0,5.7,3,16,7,43.8,2.79,1.22,0.19,0.43,12.8,1.0,0,0,1.9,1.9,0.12,1.1,1.1,Matches
Matias Segovia,py PAR,FW,20.0,7.2,0,11,4,36.4,1.52,0.55,0.0,0.0,22.5,1.0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Janderson,br BRA,"FW,MF",23.0,4.6,1,14,4,28.6,3.04,0.87,0.07,0.25,16.8,0.0,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
JP Galvão,br BRA,DF,21.0,2.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Bastos,ao ANG,DF,31.0,1.3,0,1,0,0.0,0.76,0.0,0.0,,8.9,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Carlos Alberto,br BRA,"FW,MF",20.0,3.3,2,7,3,42.9,2.13,0.91,0.29,0.67,12.5,0.0,0,0,1.1,1.1,0.16,0.9,0.9,Matches
Matheus Nascimento,br BRA,"FW,MF",18.0,1.1,1,3,2,66.7,2.76,1.84,0.33,0.5,9.4,0.0,0,0,0.8,0.8,0.28,0.2,0.2,Matches
Luis Segovia,ec ECU,DF,25.0,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Daniel Borges,br BRA,DF,29.0,0.5,0,1,1,100.0,2.0,2.0,0.0,0.0,26.5,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Gatito Fernández,py PAR,GK,34.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Diego Hernández,uy URU,FW,22.0,0.5,0,3,2,66.7,6.59,4.39,0.0,0.0,22.2,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Kayque,br BRA,MF,22.0,0.3,0,1,0,0.0,3.33,0.0,0.0,,25.3,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
