Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Lucas Perri,br BRA,GK,25.0,37.5,704.0,1072.0,65.7,22215.0,16835.0,119.0,120.0,99.2,254.0,259.0,98.1,325.0,682.0,47.7,0,0.1,0.0,-0.1,1.0,18.0,0.0,0.0,2.0,Matches
Víctor Cuesta,ar ARG,DF,34.0,35.0,1438.0,1733.0,83.0,26299.0,10773.0,540.0,586.0,92.2,764.0,859.0,88.9,112.0,249.0,45.0,1,0.8,1.2,0.2,12.0,136.0,14.0,8.0,120.0,Matches
Adryelson,br BRA,DF,24.0,33.3,1303.0,1523.0,85.6,25681.0,9401.0,416.0,468.0,88.9,728.0,819.0,88.9,148.0,211.0,70.1,1,0.3,0.5,0.7,2.0,33.0,1.0,0.0,56.0,Matches
Marlon Freitas,br BRA,MF,27.0,32.3,1638.0,1892.0,86.6,33331.0,8466.0,576.0,643.0,89.6,758.0,830.0,91.3,275.0,350.0,78.6,2,2.2,2.8,-0.2,27.0,211.0,26.0,4.0,204.0,Matches
Carlos Eduardo,br BRA,MF,33.0,29.7,928.0,1142.0,81.3,17526.0,4728.0,367.0,421.0,87.2,404.0,475.0,85.1,131.0,185.0,70.8,6,6.0,3.8,0.0,42.0,133.0,19.0,4.0,156.0,Matches
Tchê Tchê,br BRA,"MF,DF",30.0,29.5,1115.0,1297.0,86.0,19526.0,5070.0,495.0,528.0,93.8,487.0,547.0,89.0,108.0,168.0,64.3,5,3.5,4.1,1.5,36.0,160.0,19.0,5.0,168.0,Matches
Tiquinho Soares,br BRA,FW,32.0,27.1,476.0,672.0,70.8,7459.0,1347.0,267.0,355.0,75.2,139.0,184.0,75.5,43.0,61.0,70.5,4,2.7,2.3,1.3,32.0,42.0,12.0,3.0,52.0,Matches
Júnior Santos,br BRA,FW,28.0,24.0,534.0,730.0,73.2,7758.0,1651.0,325.0,387.0,84.0,164.0,224.0,73.2,29.0,53.0,54.7,1,2.3,2.3,-1.3,21.0,28.0,21.0,9.0,48.0,Matches
João Victor Santos Sá,br BRA,FW,28.0,23.6,581.0,726.0,80.0,8702.0,1818.0,329.0,379.0,86.8,203.0,245.0,82.9,32.0,47.0,68.1,4,1.9,2.2,2.1,37.0,34.0,23.0,8.0,42.0,Matches
Leonel Di Plácido,ar ARG,DF,29.0,26.2,1058.0,1329.0,79.6,17453.0,7189.0,537.0,590.0,91.0,418.0,521.0,80.2,83.0,150.0,55.3,4,2.5,2.3,1.5,38.0,89.0,30.0,20.0,106.0,Matches
