Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Tiago Volpi,br BRA,GK,33-011,17.0,645,574,630,12,4,4,641,1,0,0.0,1,100.0,335,1537,918,0,0,0,0,0,296,0,Matches
Andrés Mosquera Guardia,co COL,DF,33-313,15.6,1197,150,649,512,40,15,1197,4,2,50.0,1,25.0,653,2399,1051,6,11,0,3,1,856,4,Matches
Valber Huerta,cl CHI,DF,30-126,15.3,1283,168,643,596,45,12,1283,3,3,100.0,0,0.0,733,3397,2060,12,8,1,3,0,933,1,Matches
Maximiliano Araújo,uy URU,"DF,FW",23-318,13.9,830,19,178,352,321,67,830,68,30,44.1,32,47.1,492,3167,1905,55,48,18,27,26,578,119,Matches
Marcel Ruiz,mx MEX,MF,23-065,13.2,887,24,150,557,186,26,887,17,5,29.4,10,58.8,495,2156,1075,13,17,2,15,5,695,57,Matches
Brian García,mx MEX,DF,26-060,14.2,1143,52,356,509,287,36,1143,17,9,52.9,8,47.1,673,3977,1892,32,25,1,21,7,758,77,Matches
Juan Domínguez,mx MEX,"FW,MF",25-061,10.9,575,6,60,247,273,49,575,38,19,50.0,18,47.4,362,2068,939,24,23,14,28,26,434,98,Matches
Claudio Baeza,cl CHI,MF,30-007,10.7,804,21,204,553,51,2,804,10,6,60.0,3,30.0,486,1863,796,5,4,0,9,6,613,10,Matches
Jean Meneses,cl CHI,"FW,MF",30-289,10.5,672,5,54,313,313,43,672,34,23,67.6,9,26.5,419,2834,1499,61,35,20,30,24,499,94,Matches
Edgar López,mx MEX,"FW,MF",24-253,9.7,320,6,15,132,175,42,320,14,7,50.0,5,35.7,202,964,365,16,8,5,20,14,248,71,Matches
Robert Morales,py PAR,FW,24-288,8.4,244,2,15,104,128,34,244,16,9,56.3,3,18.8,143,790,264,10,11,4,18,16,181,46,Matches
Jesús Angulo,mx MEX,"MF,FW",26-313,8.3,592,2,42,320,234,18,592,18,8,44.4,10,55.6,373,2112,930,14,23,1,23,17,449,48,Matches
Jesús Venegas,mx MEX,MF,28-275,6.7,478,34,195,275,15,0,478,4,2,50.0,2,50.0,257,1008,461,4,6,0,5,1,321,4,Matches
Pedro Raul,br BRA,"FW,MF",27-055,5.9,216,7,13,98,109,29,216,14,10,71.4,3,21.4,125,580,184,6,4,3,29,8,163,36,Matches
Mauricio Isais,mx MEX,"DF,MF",22-265,5.5,419,19,137,201,92,4,419,30,14,46.7,15,50.0,208,1161,523,19,12,0,12,4,264,25,Matches
Tomás Belmonte,ar ARG,MF,25-217,5.5,418,19,98,261,63,15,418,7,3,42.9,4,57.1,218,871,407,5,1,2,5,6,283,14,Matches
Carlos Orrantía,mx MEX,"DF,MF",32-332,2.9,202,11,53,102,48,6,202,2,1,50.0,1,50.0,101,449,204,5,1,0,3,3,123,20,Matches
Abraham Villegas,,DF,21-013,2.8,195,9,64,94,37,5,195,2,0,0.0,2,100.0,100,496,234,5,2,2,2,1,117,13,Matches
Juan Gamboa,mx MEX,"MF,FW",22-318,1.7,68,0,8,30,30,10,68,2,0,0.0,2,100.0,38,309,149,6,1,2,4,2,44,12,Matches
Jesús Piñuelas,mx MEX,DF,25-278,1.7,119,10,60,57,4,1,119,0,0,,0,,81,389,211,0,1,0,0,0,94,0,Matches
Adrián Mora,mx MEX,DF,26-137,1.7,99,23,79,19,1,0,99,0,0,,0,,58,240,114,1,0,0,0,0,67,0,Matches
Everardo Del Villar,mx MEX,DF,18-282,1.2,90,1,33,47,12,1,90,0,0,,0,,46,176,102,1,0,0,1,0,51,3,Matches
Fernando Navarro Morán,mx MEX,MF,34-256,1.0,105,4,15,63,27,3,105,2,1,50.0,1,50.0,57,276,157,3,4,0,2,2,75,4,Matches
Isaías Violante,mx MEX,"MF,FW",20-071,1.1,67,2,9,27,31,3,67,6,2,33.3,4,66.7,42,306,165,5,5,1,2,0,49,10,Matches
Sait Tlaxcalteco,mx MEX,"MF,FW",20-356,0.2,14,0,1,10,3,0,14,1,1,100.0,0,0.0,7,57,17,0,0,0,0,0,8,0,Matches
Víctor Arteaga,mx MEX,MF,19-307,0.0,2,0,1,0,1,0,2,0,0,,0,,1,43,43,1,1,0,0,0,1,0,Matches
Squad Total,,,27.7,17.0,11684,1168,3762,5491,2530,425,11680,310,155,50.0,134,43.2,6705,33625,16665,309,251,76,262,169,8200,766,
Opponent Total,,,27.8,17.0,9078,962,2846,4101,2245,344,9077,310,160,51.6,133,42.9,4853,26403,13279,295,238,73,284,158,5566,589,
