Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Tiago Volpi,br BRA,GK,33-011,17,1530.0,90.0,100.0,17.0,17,90.0,17,0,,0,1.24,23.0,19.0,4.0,0.24,,26.2,22.3,3.9,0.23,,Matches
Andrés Mosquera Guardia,co COL,DF,33-313,16,1400.0,88.0,91.5,15.6,16,88.0,14,0,,1,1.13,18.0,16.0,2.0,0.13,-1.26,22.8,20.4,2.4,0.15,-0.88,Matches
Valber Huerta,cl CHI,DF,30-126,16,1380.0,86.0,90.2,15.3,16,86.0,15,0,,0,1.13,22.0,19.0,3.0,0.2,-0.4,25.3,20.4,4.9,0.32,0.91,Matches
Maximiliano Araújo,uy URU,"DF,FW",23-318,17,1249.0,73.0,81.6,13.9,16,75.0,9,1,45.0,0,1.24,19.0,12.0,7.0,0.5,1.47,22.0,17.4,4.5,0.33,0.54,Matches
Marcel Ruiz,mx MEX,MF,23-065,15,1192.0,79.0,77.9,13.2,15,79.0,6,0,,0,1.33,19.0,13.0,6.0,0.45,0.99,21.2,17.3,3.9,0.29,0.3,Matches
Brian García,mx MEX,DF,26-060,16,1276.0,80.0,83.4,14.2,14,85.0,9,2,45.0,1,1.25,22.0,15.0,7.0,0.49,1.56,23.8,17.5,6.3,0.44,1.3,Matches
Juan Domínguez,mx MEX,"FW,MF",25-061,12,985.0,82.0,64.4,10.9,11,85.0,6,1,45.0,1,1.25,15.0,11.0,4.0,0.37,0.37,19.4,15.3,4.1,0.37,0.41,Matches
Claudio Baeza,cl CHI,MF,30-007,15,963.0,64.0,62.9,10.7,11,79.0,2,4,25.0,0,1.2,10.0,11.0,-1.0,-0.09,-0.89,14.6,13.5,1.1,0.1,-0.35,Matches
Jean Meneses,cl CHI,"FW,MF",30-289,15,942.0,63.0,61.6,10.5,10,77.0,4,5,34.0,0,1.13,14.0,11.0,3.0,0.29,0.13,16.3,13.0,3.3,0.32,0.24,Matches
Edgar López,mx MEX,"FW,MF",24-253,16,873.0,55.0,57.1,9.7,9,77.0,4,7,26.0,1,1.13,13.0,11.0,2.0,0.21,-0.07,14.7,13.0,1.7,0.18,-0.12,Matches
Robert Morales,py PAR,FW,24-288,16,756.0,47.0,49.4,8.4,9,65.0,0,7,25.0,1,1.13,10.0,10.0,0.0,0.0,-0.47,14.0,11.9,2.0,0.24,0.03,Matches
Jesús Angulo,mx MEX,"MF,FW",26-313,15,743.0,50.0,48.6,8.3,7,71.0,1,8,31.0,0,1.13,16.0,13.0,3.0,0.36,0.25,16.7,10.6,6.1,0.74,0.99,Matches
Jesús Venegas,mx MEX,MF,28-275,11,605.0,55.0,39.5,6.7,7,81.0,4,4,10.0,5,1.64,13.0,8.0,5.0,0.74,0.84,10.6,5.9,4.7,0.7,0.78,Matches
Pedro Raul,br BRA,"FW,MF",27-055,14,533.0,38.0,34.8,5.9,6,69.0,1,8,15.0,0,1.21,10.0,4.0,6.0,1.01,1.19,10.1,7.8,2.3,0.39,0.25,Matches
Mauricio Isais,mx MEX,"DF,MF",22-265,9,498.0,55.0,32.5,5.5,5,81.0,4,4,23.0,2,1.44,5.0,7.0,-2.0,-0.36,-0.88,6.9,7.2,-0.2,-0.04,-0.4,Matches
Tomás Belmonte,ar ARG,MF,25-217,10,491.0,49.0,32.1,5.5,5,87.0,3,5,11.0,3,1.5,6.0,8.0,-2.0,-0.37,-0.89,6.8,8.3,-1.5,-0.27,-0.73,Matches
Carlos Orrantía,mx MEX,"DF,MF",32-332,9,264.0,29.0,17.3,2.9,3,67.0,1,6,11.0,7,1.33,0.0,3.0,-3.0,-1.02,-1.52,1.8,2.7,-0.9,-0.31,-0.65,Matches
Abraham Villegas,,DF,21-013,3,250.0,83.0,16.3,2.8,3,83.0,1,0,,4,1.0,2.0,4.0,-2.0,-0.72,-1.14,3.5,3.9,-0.5,-0.18,-0.48,Matches
Juan Gamboa,mx MEX,"MF,FW",22-318,3,153.0,51.0,10.0,1.7,2,75.0,0,1,4.0,3,1.67,2.0,1.0,1.0,0.59,0.39,3.0,2.6,0.5,0.28,0.05,Matches
Jesús Piñuelas,mx MEX,DF,25-278,4,152.0,38.0,9.9,1.7,2,68.0,1,2,9.0,12,1.25,4.0,2.0,2.0,1.18,1.05,1.8,2.8,-1.0,-0.59,-0.91,Matches
Adrián Mora,mx MEX,DF,26-137,2,150.0,75.0,9.8,1.7,1,90.0,1,1,60.0,11,2.0,1.0,0.0,1.0,0.6,0.4,0.9,1.9,-1.0,-0.59,-0.91,Matches
Everardo Del Villar,mx MEX,DF,18-282,2,106.0,53.0,6.9,1.2,1,90.0,1,1,16.0,2,1.5,1.0,2.0,-1.0,-0.85,-1.17,1.5,1.9,-0.4,-0.33,-0.6,Matches
Fernando Navarro Morán,mx MEX,MF,34-256,5,93.0,19.0,6.1,1.0,1,45.0,0,4,12.0,11,0.4,1.0,1.0,0.0,0.0,-0.25,0.8,2.0,-1.1,-1.1,-1.41,Matches
Isaías Violante,mx MEX,"MF,FW",20-071,5,99.0,20.0,6.5,1.1,0,,0,5,20.0,5,1.4,4.0,3.0,1.0,0.91,0.72,1.4,2.8,-1.4,-1.23,-1.56,Matches
Sait Tlaxcalteco,mx MEX,"MF,FW",20-356,1,16.0,16.0,1.0,0.2,0,,0,1,16.0,0,1.0,0.0,0.0,0.0,0.0,-0.24,0.5,0.3,0.2,1.03,0.81,Matches
Víctor Arteaga,mx MEX,MF,19-307,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,2,3.0,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,3.52,3.29,Matches
Arturo del Campo,mx MEX,FW,20-287,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Ronaldo Dimas,mx MEX,GK,21-277,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Juan López,mx MEX,MF,17-363,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Luis Manuel García,mx MEX,GK,30-364,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
Squad Total,,,27.7,17,1530.0,90.0,100.0,17.0,187,80.0,104,78,22.0,92,1.24,23.0,19.0,4.0,0.24,,26.2,22.3,3.9,0.23,,
Opponent Total,,,27.8,17,1530.0,90.0,100.0,17.0,187,80.0,109,76,22.0,93,1.41,19.0,23.0,-4.0,-0.24,,22.3,26.2,-3.9,-0.23,,
