Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Tiago Volpi,br BRA,GK,33-011,17.0,3,0,0,0,2,0,0,0,0,0,0,0,15,5,2,71.4,Matches
Andrés Mosquera Guardia,co COL,DF,33-313,15.6,2,0,0,20,11,2,0,15,14,0,0,0,76,25,20,55.6,Matches
Valber Huerta,cl CHI,DF,30-126,15.3,2,0,0,7,6,0,4,15,14,1,1,0,83,29,17,63.0,Matches
Maximiliano Araújo,uy URU,"DF,FW",23-318,13.9,4,1,0,24,31,2,31,10,13,1,0,0,69,10,9,52.6,Matches
Marcel Ruiz,mx MEX,MF,23-065,13.2,3,0,0,11,25,1,5,10,21,0,0,0,70,14,15,48.3,Matches
Brian García,mx MEX,DF,26-060,14.2,1,0,0,11,7,0,39,22,14,0,0,0,99,8,7,53.3,Matches
Juan Domínguez,mx MEX,"FW,MF",25-061,10.9,1,1,0,9,17,3,32,4,9,1,0,0,52,4,11,26.7,Matches
Claudio Baeza,cl CHI,MF,30-007,10.7,5,0,0,20,12,0,1,6,20,0,0,0,73,11,13,45.8,Matches
Jean Meneses,cl CHI,"FW,MF",30-289,10.5,2,2,1,11,13,6,44,6,11,0,0,0,51,7,10,41.2,Matches
Edgar López,mx MEX,"FW,MF",24-253,9.7,2,0,0,5,12,5,4,3,4,1,0,0,20,13,26,33.3,Matches
Robert Morales,py PAR,FW,24-288,8.4,3,0,0,15,12,3,2,2,4,0,0,0,19,11,17,39.3,Matches
Jesús Angulo,mx MEX,"MF,FW",26-313,8.3,1,0,0,2,12,0,21,2,6,0,0,0,42,2,4,33.3,Matches
Jesús Venegas,mx MEX,MF,28-275,6.7,3,0,0,8,2,0,0,13,10,0,0,0,43,10,7,58.8,Matches
Pedro Raul,br BRA,"FW,MF",27-055,5.9,1,0,0,11,8,5,2,0,1,0,0,0,20,21,14,60.0,Matches
Mauricio Isais,mx MEX,"DF,MF",22-265,5.5,1,0,0,6,3,1,12,5,7,0,0,0,21,10,8,55.6,Matches
Tomás Belmonte,ar ARG,MF,25-217,5.5,1,1,0,14,7,0,0,10,14,0,0,0,46,7,16,30.4,Matches
Carlos Orrantía,mx MEX,"DF,MF",32-332,2.9,0,0,0,2,2,0,10,5,5,0,0,0,16,2,3,40.0,Matches
Abraham Villegas,,DF,21-013,2.8,1,0,0,3,1,0,3,1,10,0,0,0,7,2,3,40.0,Matches
Juan Gamboa,mx MEX,"MF,FW",22-318,1.7,0,0,0,0,0,0,7,0,1,0,0,0,6,0,4,0.0,Matches
Jesús Piñuelas,mx MEX,DF,25-278,1.7,3,1,1,6,3,0,0,1,1,0,0,0,7,2,1,66.7,Matches
Adrián Mora,mx MEX,DF,26-137,1.7,1,0,0,1,0,0,0,3,0,0,0,0,5,1,1,50.0,Matches
Everardo Del Villar,mx MEX,DF,18-282,1.2,0,0,0,0,1,0,0,3,3,0,0,0,10,0,0,,Matches
Fernando Navarro Morán,mx MEX,MF,34-256,1.0,1,0,0,1,1,0,5,1,3,0,0,0,6,3,1,75.0,Matches
Isaías Violante,mx MEX,"MF,FW",20-071,1.1,1,0,0,1,1,0,3,0,1,0,0,0,3,0,1,0.0,Matches
Sait Tlaxcalteco,mx MEX,"MF,FW",20-356,0.2,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,,Matches
Víctor Arteaga,mx MEX,MF,19-307,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.7,17.0,42,6,2,188,189,28,226,137,188,4,1,0,861,197,210,48.4,
Opponent Total,,,27.8,17.0,42,2,1,196,177,36,295,159,195,1,4,0,947,210,197,51.6,
