Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Facundo Mallo,uy URU,DF,28.0,26.0,1,14,4,28.6,0.54,0.15,0.07,0.25,11.4,0.0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
Alan Rodríguez,py PAR,DF,22.0,25.0,1,21,3,14.3,0.84,0.12,0.05,0.33,29.9,7.0,0,0,0.6,0.6,0.03,0.4,0.4,Matches
Víctor Malcorra,ar ARG,"MF,FW",35.0,23.0,5,44,15,34.1,1.91,0.65,0.07,0.2,22.7,4.0,2,3,5.5,3.1,0.07,-0.5,-0.1,Matches
Damián Martínez,ar ARG,DF,33.0,22.4,2,18,10,55.6,0.8,0.45,0.11,0.2,,,0,0,,,,,,Matches
Carlos Quintana,ar ARG,DF,34.0,22.3,2,14,4,28.6,0.63,0.18,0.07,0.25,13.9,0.0,1,1,1.5,0.7,0.05,0.5,0.3,Matches
Jorge Broun,ar ARG,GK,36.0,23.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Kevin Ortíz,ar ARG,MF,22.0,21.1,0,15,6,40.0,0.71,0.28,0.0,0.0,30.4,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Jaminton Campaz,co COL,"FW,MF",22.0,20.3,3,53,17,32.1,2.62,0.84,0.06,0.18,23.9,1.0,0,0,2.9,2.9,0.05,0.1,0.1,Matches
Alejo Véliz,ar ARG,FW,19.0,19.8,11,60,27,45.0,3.03,1.36,0.17,0.37,13.5,0.0,1,1,9.1,8.3,0.14,1.9,1.7,Matches
Francis Mac Allister,ar ARG,MF,27.0,13.7,1,6,3,50.0,0.44,0.22,0.17,0.33,32.9,1.0,0,0,0.3,0.3,0.05,0.7,0.7,Matches
Laurtaro Giaccone,ar ARG,MF,21.0,12.5,4,27,10,37.0,2.17,0.8,0.15,0.4,,,0,0,,,,,,Matches
Juan Cruz Komar,ar ARG,DF,26.0,11.8,1,5,1,20.0,0.42,0.08,0.2,1.0,10.4,0.0,0,0,0.5,0.5,0.09,0.5,0.5,Matches
Walter Montoya,ar ARG,MF,29.0,10.3,0,7,0,0.0,0.68,0.0,0.0,,29.6,2.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Gino Infantino,ar ARG,"MF,FW",19.0,9.0,1,14,4,28.6,1.56,0.44,0.07,0.25,19.1,0.0,0,0,1.3,1.3,0.1,-0.3,-0.3,Matches
Jhonatan Candia,uy URU,FW,27.0,6.2,1,13,3,23.1,2.09,0.48,0.08,0.33,12.7,0.0,0,0,2.0,2.0,0.16,-1.0,-1.0,Matches
Agustín Toledo,ar ARG,MF,22.0,5.4,0,6,0,0.0,1.12,0.0,0.0,,28.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Gaspar Servio,ar ARG,GK,30.0,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Fabricio Oviedo,ar ARG,FW,18.0,2.1,1,1,1,100.0,0.47,0.47,1.0,1.0,2.5,0.0,0,0,0.9,0.9,0.87,0.1,0.1,Matches
Ismael Cortéz,ar ARG,MF,21.0,4.5,0,1,0,0.0,0.22,0.0,0.0,,,,0,0,,,,,,Matches
Lucas Rodríguez,ar ARG,DF,29.0,2.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Luciano Ferreyra,ar ARG,"MF,FW",20.0,1.6,1,3,2,66.7,1.85,1.23,0.33,0.5,17.1,0.0,0,0,0.5,0.5,0.16,0.5,0.5,Matches
Tomás O'Connor,ar ARG,"MF,FW",18.0,1.5,1,2,1,50.0,1.31,0.66,0.5,1.0,14.8,0.0,0,0,0.3,0.3,0.15,0.7,0.7,Matches
Facundo Aguero,ar ARG,DF,28.0,1.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Octavio Bianchi,ar ARG,"FW,MF",27.0,3.8,0,11,5,45.5,2.86,1.3,0.0,0.0,16.0,0.0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Luca Martínez,mx MEX,FW,22.0,1.7,0,3,2,66.7,1.76,1.18,0.0,0.0,,,0,0,,,,,,Matches
Francesco Lo Celso,ar ARG,"MF,FW",22.0,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,23.5,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Kevin Silva,ar ARG,DF,19.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.4,27.0,36,339,119,35.1,12.56,4.41,0.09,0.27,18.3,15.0,4,5,32.9,28.9,0.09,3.1,3.1,
Opponent Total,,,26.8,27.0,29,376,116,30.9,13.93,4.3,0.07,0.23,19.0,21.0,2,4,33.6,30.5,0.09,-4.6,-3.5,
