Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Facundo Mallo,uy URU,DF,28.0,26.0,1178.0,206.0,712.0,445.0,33.0,24.0,1178.0,4.0,3.0,75.0,1.0,25.0,534.0,2819.0,1782.0,9.0,4.0,1.0,8.0,5.0,547.0,2.0,Matches
Alan Rodríguez,py PAR,DF,22.0,25.0,1462.0,77.0,434.0,658.0,380.0,6.0,1462.0,32.0,7.0,21.9,24.0,75.0,622.0,2990.0,1741.0,47.0,33.0,2.0,16.0,11.0,728.0,121.0,Matches
Víctor Malcorra,ar ARG,"MF,FW",35.0,23.0,1026.0,2.0,94.0,425.0,525.0,51.0,1023.0,81.0,39.0,48.1,31.0,38.3,631.0,4185.0,1867.0,72.0,48.0,12.0,65.0,27.0,705.0,141.0,Matches
Damián Martínez,ar ARG,DF,33.0,22.4,,,,,,,,,,,,,,,,,,,,,,,Matches
Carlos Quintana,ar ARG,DF,34.0,22.3,1065.0,178.0,616.0,423.0,35.0,27.0,1064.0,10.0,5.0,50.0,5.0,50.0,419.0,1716.0,972.0,4.0,3.0,1.0,10.0,2.0,465.0,4.0,Matches
Jorge Broun,ar ARG,GK,36.0,23.0,677.0,585.0,674.0,3.0,0.0,0.0,677.0,1.0,1.0,100.0,0.0,0.0,303.0,1970.0,1338.0,0.0,0.0,0.0,1.0,0.0,165.0,0.0,Matches
Kevin Ortíz,ar ARG,MF,22.0,21.1,1012.0,62.0,285.0,638.0,99.0,2.0,1012.0,24.0,10.0,41.7,12.0,50.0,447.0,2134.0,941.0,13.0,17.0,1.0,32.0,21.0,444.0,12.0,Matches
Jaminton Campaz,co COL,"FW,MF",22.0,20.3,998.0,1.0,84.0,494.0,464.0,39.0,998.0,133.0,72.0,54.1,49.0,36.8,650.0,4537.0,2186.0,80.0,63.0,17.0,50.0,46.0,691.0,153.0,Matches
Alejo Véliz,ar ARG,FW,19.0,19.8,566.0,37.0,52.0,256.0,262.0,80.0,565.0,20.0,4.0,20.0,12.0,60.0,270.0,928.0,284.0,8.0,15.0,3.0,68.0,21.0,414.0,85.0,Matches
Francis Mac Allister,ar ARG,MF,27.0,13.7,804.0,33.0,165.0,501.0,145.0,8.0,804.0,15.0,6.0,40.0,9.0,60.0,348.0,1430.0,656.0,9.0,9.0,1.0,14.0,9.0,437.0,6.0,Matches
