Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Facundo Mallo,uy URU,DF,28.0,26,2340.0,90.0,96.3,26.0,26,90.0,26,0,,0,1.5,32.0,29.0,3.0,0.12,-3.88,30.7,33.2,-2.5,-0.09,-1.83,Matches
Alan Rodríguez,py PAR,DF,22.0,26,2246.0,86.0,92.4,25.0,26,86.0,21,0,,0,1.62,35.0,25.0,10.0,0.4,1.87,31.8,30.2,1.6,0.06,1.19,Matches
Víctor Malcorra,ar ARG,"MF,FW",35.0,25,2073.0,83.0,85.3,23.0,25,83.0,14,0,,0,1.64,29.0,23.0,6.0,0.26,0.01,28.1,28.3,-0.2,-0.01,0.12,Matches
Damián Martínez,ar ARG,DF,33.0,24,2016.0,84.0,83.0,22.4,24,84.0,15,0,,0,1.46,28.0,26.0,2.0,0.09,-1.0,,,,,,Matches
Carlos Quintana,ar ARG,DF,34.0,24,2004.0,84.0,82.5,22.3,24,84.0,18,0,,0,1.71,30.0,22.0,8.0,0.36,0.57,27.5,26.4,1.1,0.05,0.43,Matches
Jorge Broun,ar ARG,GK,36.0,23,2070.0,90.0,85.2,23.0,23,90.0,23,0,,4,1.52,31.0,23.0,8.0,0.35,0.6,29.5,28.3,1.2,0.05,0.52,Matches
Kevin Ortíz,ar ARG,MF,22.0,23,1895.0,82.0,78.0,21.1,23,82.0,18,0,,0,1.65,30.0,19.0,11.0,0.52,1.2,27.4,24.4,3.0,0.14,0.78,Matches
Jaminton Campaz,co COL,"FW,MF",22.0,23,1823.0,79.0,75.0,20.3,22,81.0,10,1,45.0,0,1.48,30.0,20.0,10.0,0.49,0.94,27.7,23.3,4.3,0.21,0.96,Matches
Alejo Véliz,ar ARG,FW,19.0,23,1781.0,77.0,73.3,19.8,22,80.0,7,1,29.0,0,1.52,26.0,17.0,9.0,0.45,0.73,24.1,20.8,3.4,0.17,0.74,Matches
Francis Mac Allister,ar ARG,MF,27.0,19,1236.0,65.0,50.9,13.7,16,73.0,2,3,23.0,0,1.53,18.0,18.0,0.0,0.0,-0.53,17.0,18.3,-1.4,-0.1,-0.15,Matches
Laurtaro Giaccone,ar ARG,MF,21.0,19,1121.0,59.0,46.1,12.5,12,77.0,3,7,27.0,4,1.47,20.0,10.0,10.0,0.8,1.01,,,,,,Matches
Juan Cruz Komar,ar ARG,DF,26.0,18,1065.0,59.0,43.8,11.8,11,87.0,10,7,15.0,9,1.67,16.0,12.0,4.0,0.34,0.14,11.9,13.3,-1.5,-0.12,-0.17,Matches
Walter Montoya,ar ARG,MF,29.0,13,926.0,71.0,38.1,10.3,10,82.0,7,3,37.0,2,1.77,17.0,7.0,10.0,0.97,1.15,11.6,10.4,1.3,0.12,0.24,Matches
