Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Facundo Mallo,uy URU,DF,28.0,26.0,878.0,836.0,37.0,36.0,1.0,18.0,1,1.0,0.0,0.0,0.0,0.0,660.0,5.0,4.0,Matches
Alan Rodríguez,py PAR,DF,22.0,25.0,1192.0,949.0,240.0,16.0,0.0,4.0,94,224.0,0.0,0.0,0.0,0.0,821.0,3.0,35.0,Matches
Víctor Malcorra,ar ARG,"MF,FW",35.0,23.0,808.0,696.0,106.0,36.0,5.0,9.0,124,10.0,60.0,9.0,39.0,0.0,522.0,6.0,33.0,Matches
Damián Martínez,ar ARG,DF,33.0,22.4,,,,,,,51,,,,,,,,,Matches
Carlos Quintana,ar ARG,DF,34.0,22.3,742.0,709.0,33.0,33.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,7.0,Matches
Jorge Broun,ar ARG,GK,36.0,23.0,637.0,331.0,305.0,87.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,457.0,1.0,0.0,Matches
Kevin Ortíz,ar ARG,MF,22.0,21.1,709.0,696.0,11.0,8.0,1.0,7.0,3,2.0,0.0,0.0,0.0,0.0,536.0,2.0,15.0,Matches
Jaminton Campaz,co COL,"FW,MF",22.0,20.3,700.0,652.0,42.0,10.0,2.0,0.0,87,22.0,10.0,1.0,9.0,0.0,471.0,6.0,23.0,Matches
Alejo Véliz,ar ARG,FW,19.0,19.8,315.0,275.0,39.0,0.0,1.0,0.0,3,1.0,0.0,0.0,0.0,0.0,203.0,1.0,9.0,Matches
Francis Mac Allister,ar ARG,MF,27.0,13.7,644.0,581.0,61.0,38.0,3.0,6.0,26,2.0,21.0,1.0,16.0,0.0,493.0,2.0,8.0,Matches
Laurtaro Giaccone,ar ARG,MF,21.0,12.5,,,,,,,20,,,,,,,,,Matches
Juan Cruz Komar,ar ARG,DF,26.0,11.8,348.0,328.0,19.0,17.0,0.0,6.0,0,2.0,0.0,0.0,0.0,0.0,246.0,1.0,7.0,Matches
Walter Montoya,ar ARG,MF,29.0,10.3,452.0,420.0,31.0,18.0,0.0,6.0,23,4.0,9.0,0.0,8.0,0.0,366.0,1.0,17.0,Matches
Gino Infantino,ar ARG,"MF,FW",19.0,9.0,271.0,267.0,4.0,1.0,2.0,1.0,3,3.0,0.0,0.0,0.0,0.0,214.0,0.0,7.0,Matches
Jhonatan Candia,uy URU,FW,27.0,6.2,151.0,140.0,11.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,107.0,0.0,7.0,Matches
Agustín Toledo,ar ARG,MF,22.0,5.4,250.0,245.0,5.0,5.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,181.0,0.0,7.0,Matches
Gaspar Servio,ar ARG,GK,30.0,4.0,101.0,53.0,47.0,15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,0.0,Matches
Fabricio Oviedo,ar ARG,FW,18.0,2.1,17.0,16.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,Matches
Ismael Cortéz,ar ARG,MF,21.0,4.5,,,,,,,6,,,,,,,,,Matches
Lucas Rodríguez,ar ARG,DF,29.0,2.3,119.0,95.0,24.0,2.0,0.0,0.0,7,22.0,0.0,0.0,0.0,0.0,75.0,0.0,5.0,Matches
Luciano Ferreyra,ar ARG,"MF,FW",20.0,1.6,55.0,49.0,6.0,2.0,1.0,1.0,5,1.0,3.0,1.0,0.0,0.0,44.0,0.0,0.0,Matches
Tomás O'Connor,ar ARG,"MF,FW",18.0,1.5,80.0,77.0,1.0,0.0,1.0,0.0,2,1.0,0.0,0.0,0.0,0.0,60.0,2.0,1.0,Matches
Facundo Aguero,ar ARG,DF,28.0,1.4,60.0,58.0,2.0,2.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,Matches
Octavio Bianchi,ar ARG,"FW,MF",27.0,3.8,93.0,87.0,5.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,51.0,1.0,4.0,Matches
Luca Martínez,mx MEX,FW,22.0,1.7,,,,,,,2,,,,,,,,,Matches
Francesco Lo Celso,ar ARG,"MF,FW",22.0,1.5,70.0,65.0,5.0,1.0,1.0,0.0,8,0.0,4.0,2.0,2.0,0.0,53.0,0.0,2.0,Matches
Kevin Silva,ar ARG,DF,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.4,27.0,9514.0,8230.0,1250.0,340.0,18.0,70.0,482,496.0,108.0,14.0,75.0,0.0,6823.0,34.0,219.0,
Opponent Total,,,26.8,27.0,11093.0,9626.0,1428.0,312.0,18.0,81.0,616,703.0,143.0,53.0,81.0,0.0,8158.0,39.0,294.0,
