Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Facundo Mallo,uy URU,DF,28.0,26.0,16.0,0.62,12.0,0.0,0.0,3.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Alan Rodríguez,py PAR,DF,22.0,25.0,66.0,2.64,53.0,5.0,1.0,3.0,0.0,4.0,9.0,0.36,5.0,2.0,0.0,1.0,0.0,1.0,Matches
Víctor Malcorra,ar ARG,"MF,FW",35.0,23.0,122.0,5.3,69.0,29.0,9.0,10.0,5.0,0.0,17.0,0.74,9.0,5.0,1.0,2.0,0.0,0.0,Matches
Damián Martínez,ar ARG,DF,33.0,22.4,,,,,,,,,,,,,,,,,Matches
Carlos Quintana,ar ARG,DF,34.0,22.3,13.0,0.58,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Jorge Broun,ar ARG,GK,36.0,23.0,7.0,0.3,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Ortíz,ar ARG,MF,22.0,21.1,24.0,1.14,15.0,0.0,0.0,2.0,1.0,6.0,2.0,0.09,1.0,0.0,0.0,0.0,0.0,1.0,Matches
Jaminton Campaz,co COL,"FW,MF",22.0,20.3,76.0,3.75,55.0,2.0,11.0,2.0,6.0,0.0,11.0,0.54,8.0,1.0,2.0,0.0,0.0,0.0,Matches
Alejo Véliz,ar ARG,FW,19.0,19.8,40.0,2.02,20.0,1.0,0.0,4.0,14.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Francis Mac Allister,ar ARG,MF,27.0,13.7,44.0,3.2,32.0,10.0,0.0,1.0,0.0,1.0,6.0,0.44,5.0,1.0,0.0,0.0,0.0,0.0,Matches
Laurtaro Giaccone,ar ARG,MF,21.0,12.5,,,,,,,,,,,,,,,,,Matches
Juan Cruz Komar,ar ARG,DF,26.0,11.8,3.0,0.25,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Walter Montoya,ar ARG,MF,29.0,10.3,28.0,2.72,18.0,7.0,0.0,0.0,2.0,1.0,3.0,0.29,2.0,0.0,0.0,0.0,1.0,0.0,Matches
Gino Infantino,ar ARG,"MF,FW",19.0,9.0,20.0,2.22,13.0,1.0,1.0,1.0,3.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Jhonatan Candia,uy URU,FW,27.0,6.2,16.0,2.58,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustín Toledo,ar ARG,MF,22.0,5.4,6.0,1.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gaspar Servio,ar ARG,GK,30.0,4.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabricio Oviedo,ar ARG,FW,18.0,2.1,1.0,0.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ismael Cortéz,ar ARG,MF,21.0,4.5,,,,,,,,,,,,,,,,,Matches
Lucas Rodríguez,ar ARG,DF,29.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luciano Ferreyra,ar ARG,"MF,FW",20.0,1.6,6.0,3.7,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.62,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomás O'Connor,ar ARG,"MF,FW",18.0,1.5,6.0,3.94,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Facundo Aguero,ar ARG,DF,28.0,1.4,1.0,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Octavio Bianchi,ar ARG,"FW,MF",27.0,3.8,14.0,3.63,10.0,0.0,2.0,0.0,2.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Luca Martínez,mx MEX,FW,22.0,1.7,,,,,,,,,,,,,,,,,Matches
Francesco Lo Celso,ar ARG,"MF,FW",22.0,1.5,5.0,3.36,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Silva,ar ARG,DF,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,27.4,27.0,550.0,20.37,372.0,65.0,31.0,27.0,38.0,17.0,60.0,2.22,37.0,9.0,4.0,3.0,4.0,3.0,
Opponent Total,,,26.8,27.0,623.0,23.07,407.0,64.0,57.0,46.0,39.0,10.0,44.0,1.63,25.0,3.0,7.0,7.0,1.0,1.0,
