Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-350,15.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,13,1,Matches
Moura,pt POR,DF,24-136,15.0,19,13,10,4,5,12,18,66.7,6,16,3,13,13,32,33,1,Matches
Zaydou Youssouf,fr FRA,MF,24-172,13.1,28,14,16,10,2,10,23,43.5,13,12,1,11,14,42,10,0,Matches
Otavio Ataide,br BRA,DF,21-253,12.2,22,15,18,2,2,14,24,58.3,10,31,19,12,21,43,46,0,Matches
Jhonder Cádiz,ve VEN,FW,28-154,9.4,5,4,1,2,2,1,5,20.0,4,3,1,2,1,6,9,0,Matches
Riccieli,br BRA,DF,25-104,9.0,15,12,12,3,0,11,19,57.9,8,18,8,10,4,19,40,0,Matches
Mirko Topić,rs SRB,MF,22-328,9.3,16,12,9,7,0,8,12,66.7,4,6,0,6,18,34,14,0,Matches
Nathan,br BRA,DF,22-116,8.0,30,19,18,10,2,8,19,42.1,11,11,1,10,8,38,12,0,Matches
José Luis Rodríguez,pa PAN,FW,25-194,7.6,5,4,1,4,0,5,10,50.0,5,6,1,5,6,11,5,0,Matches
Gustavo sá,pt POR,MF,19-049,6.8,9,4,2,5,2,2,9,22.2,7,3,2,1,1,10,11,0,Matches
Chiquinho,pt POR,"FW,MF",23-328,6.7,10,7,4,4,2,4,12,33.3,8,12,0,12,6,16,3,0,Matches
Martin Agirregabiria,es ESP,DF,27-234,7.3,17,15,13,3,1,14,18,77.8,4,7,1,6,9,26,16,0,Matches
Henrique Araújo,pt POR,FW,21-345,6.0,3,1,0,3,0,1,3,33.3,2,2,1,1,0,3,3,0,Matches
Óscar Aranda,es ESP,"FW,MF",21-245,6.0,5,3,1,3,1,2,6,33.3,4,5,1,4,0,5,1,0,Matches
Justin de Haas,nl NED,DF,23-332,6.1,7,3,5,2,0,5,9,55.6,4,2,1,1,5,12,34,0,Matches
Otso Liimatta,fi FIN,MF,19-173,4.1,4,1,1,2,1,1,3,33.3,2,1,0,1,3,7,0,0,Matches
Gustavo Assuncao,pt POR,MF,23-275,5.0,13,9,8,5,0,9,17,52.9,8,6,1,5,5,18,10,0,Matches
Tom Lacoux,fr FRA,MF,21-339,3.1,8,7,6,2,0,3,5,60.0,2,6,3,3,5,13,0,0,Matches
Théo Fonseca,fr FRA,FW,23-202,3.0,5,2,2,1,2,1,2,50.0,1,1,0,1,3,8,2,0,Matches
Enea Mihaj,al ALB,DF,25-178,2.7,3,3,2,1,0,2,4,50.0,2,6,5,1,2,5,11,0,Matches
Mihai Dobre,ro ROU,"FW,MF",25-122,3.0,2,1,2,0,0,1,10,10.0,9,2,0,2,1,3,3,0,Matches
Pablo,br BRA,"FW,MF",19-362,2.2,3,3,3,0,0,2,4,50.0,2,4,1,3,1,4,3,0,Matches
Afonso Rodrigues,pt POR,"FW,MF",21-133,2.6,4,0,0,2,2,2,5,40.0,3,4,0,4,2,6,4,0,Matches
Squad Total,,,23.6,15.0,234,152,135,75,24,119,238,50.0,119,164,50,114,129,363,283,2,
Opponent Total,,,26.6,15.0,247,152,121,98,28,128,291,44.0,163,152,52,100,126,373,267,2,
