Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-350,15.0,391,503,77.7,10459,6824,61,61,100.0,220,223,98.7,108,213,50.7,0,0.0,0.0,0.0,0,5,0,0,0,Matches
Moura,pt POR,DF,24-136,15.0,522,723,72.2,10305,4511,220,253,87.0,204,286,71.3,89,155,57.4,3,3.6,3.0,-0.6,40,38,24,19,50,Matches
Zaydou Youssouf,fr FRA,MF,24-172,13.1,505,606,83.3,11352,3427,171,179,95.5,221,248,89.1,106,159,66.7,0,0.3,0.7,-0.3,12,54,15,4,67,Matches
Otavio Ataide,br BRA,DF,21-253,12.2,523,656,79.7,11705,4749,157,184,85.3,252,286,88.1,107,164,65.2,0,0.2,0.5,-0.2,2,32,3,3,35,Matches
Jhonder Cádiz,ve VEN,FW,28-154,9.4,89,174,51.1,1102,260,52,86,60.5,19,47,40.4,5,10,50.0,0,0.2,0.2,-0.2,4,6,2,1,12,Matches
Riccieli,br BRA,DF,25-104,9.0,407,497,81.9,9773,3301,72,90,80.0,240,269,89.2,93,126,73.8,1,0.1,0.0,0.9,2,15,0,0,17,Matches
Mirko Topić,rs SRB,MF,22-328,9.3,362,420,86.2,7075,1576,134,154,87.0,177,192,92.2,45,57,78.9,0,0.2,0.1,-0.2,7,40,0,0,49,Matches
Nathan,br BRA,DF,22-116,8.0,245,315,77.8,4234,1430,129,146,88.4,91,111,82.0,20,35,57.1,0,0.3,0.2,-0.3,4,10,2,0,16,Matches
José Luis Rodríguez,pa PAN,FW,25-194,7.6,118,175,67.4,1938,492,63,77,81.8,40,55,72.7,11,30,36.7,2,0.7,1.2,1.3,10,5,8,5,16,Matches
Gustavo sá,pt POR,MF,19-049,6.8,117,175,66.9,2147,607,58,76,76.3,40,53,75.5,18,32,56.3,2,0.6,0.7,1.4,8,20,5,0,21,Matches
Chiquinho,pt POR,"FW,MF",23-328,6.7,51,105,48.6,854,312,29,37,78.4,12,27,44.4,8,30,26.7,0,0.6,0.8,-0.6,8,6,2,0,9,Matches
Martin Agirregabiria,es ESP,DF,27-234,7.3,269,382,70.4,4833,2117,112,132,84.8,134,163,82.2,20,69,29.0,0,0.2,0.4,-0.2,3,22,8,4,30,Matches
Henrique Araújo,pt POR,FW,21-345,6.0,103,131,78.6,1310,149,66,81,81.5,24,30,80.0,4,4,100.0,0,0.6,0.2,-0.6,6,2,2,0,9,Matches
Óscar Aranda,es ESP,"FW,MF",21-245,6.0,116,157,73.9,2393,805,49,59,83.1,50,62,80.6,17,30,56.7,0,0.5,0.6,-0.5,7,22,4,1,24,Matches
Justin de Haas,nl NED,DF,23-332,6.1,296,348,85.1,6384,2503,91,97,93.8,147,166,88.6,58,81,71.6,0,0.0,0.1,0.0,0,10,0,0,10,Matches
Otso Liimatta,fi FIN,MF,19-173,4.1,57,81,70.4,871,200,30,38,78.9,22,31,71.0,4,7,57.1,0,0.0,0.1,0.0,1,4,0,0,5,Matches
Gustavo Assuncao,pt POR,MF,23-275,5.0,189,227,83.3,3618,987,68,74,91.9,95,103,92.2,23,38,60.5,0,0.2,0.2,-0.2,3,20,4,2,16,Matches
Tom Lacoux,fr FRA,MF,21-339,3.1,132,164,80.5,2595,551,43,55,78.2,70,76,92.1,19,27,70.4,0,0.0,0.0,0.0,1,12,0,0,7,Matches
Théo Fonseca,fr FRA,FW,23-202,3.0,40,55,72.7,649,272,20,22,90.9,13,18,72.2,4,6,66.7,0,0.0,0.0,0.0,0,4,0,0,6,Matches
Enea Mihaj,al ALB,DF,25-178,2.7,132,148,89.2,2976,1051,34,39,87.2,72,74,97.3,26,34,76.5,0,0.0,0.0,0.0,0,5,0,0,5,Matches
Mihai Dobre,ro ROU,"FW,MF",25-122,3.0,52,69,75.4,700,198,35,38,92.1,12,20,60.0,2,2,100.0,0,0.1,0.1,-0.1,3,4,0,0,2,Matches
Pablo,br BRA,"FW,MF",19-362,2.2,36,45,80.0,481,141,26,29,89.7,7,9,77.8,2,3,66.7,0,0.2,0.3,-0.2,3,2,2,1,3,Matches
Afonso Rodrigues,pt POR,"FW,MF",21-133,2.6,23,41,56.1,269,73,14,16,87.5,6,14,42.9,0,5,0.0,0,0.1,0.0,-0.1,2,2,0,0,3,Matches
Squad Total,,,23.6,15.0,4775,6197,77.1,98023,36536,1734,2023,85.7,2168,2563,84.6,789,1317,59.9,8,8.7,9.5,-0.7,126,340,81,40,412,
Opponent Total,,,26.6,15.0,5925,7383,80.3,110046,38856,2429,2749,88.4,2696,3086,87.4,675,1215,55.6,9,10.3,12.4,-1.3,126,442,120,32,567,
