Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-350,15.0,1,0,0,0,2,0,0,1,0,0,0,0,13,3,1,75.0,Matches
Moura,pt POR,DF,24-136,15.0,4,0,0,17,11,6,101,13,13,0,0,0,70,21,13,61.8,Matches
Zaydou Youssouf,fr FRA,MF,24-172,13.1,5,1,1,20,41,0,13,14,14,0,1,0,109,7,3,70.0,Matches
Otavio Ataide,br BRA,DF,21-253,12.2,3,0,0,17,18,1,9,21,15,0,0,0,74,19,8,70.4,Matches
Jhonder Cádiz,ve VEN,FW,28-154,9.4,2,1,0,17,24,9,4,1,4,0,0,0,21,43,26,62.3,Matches
Riccieli,br BRA,DF,25-104,9.0,4,2,1,13,6,1,0,4,12,0,1,0,33,31,18,63.3,Matches
Mirko Topić,rs SRB,MF,22-328,9.3,4,0,0,14,1,0,0,18,12,0,0,1,69,22,4,84.6,Matches
Nathan,br BRA,DF,22-116,8.0,3,0,0,11,7,2,13,8,19,0,0,0,29,7,5,58.3,Matches
José Luis Rodríguez,pa PAN,FW,25-194,7.6,0,0,0,8,8,3,38,6,4,0,0,0,27,9,11,45.0,Matches
Gustavo sá,pt POR,MF,19-049,6.8,1,0,0,13,24,0,15,1,4,0,0,0,28,11,3,78.6,Matches
Chiquinho,pt POR,"FW,MF",23-328,6.7,3,1,0,19,29,3,30,6,7,1,0,0,27,4,10,28.6,Matches
Martin Agirregabiria,es ESP,DF,27-234,7.3,3,0,0,15,4,2,35,9,15,0,0,0,44,8,7,53.3,Matches
Henrique Araújo,pt POR,FW,21-345,6.0,1,0,0,7,10,4,0,0,1,1,0,0,20,15,32,31.9,Matches
Óscar Aranda,es ESP,"FW,MF",21-245,6.0,2,0,0,6,28,1,20,0,3,0,0,0,34,3,8,27.3,Matches
Justin de Haas,nl NED,DF,23-332,6.1,0,0,0,8,4,0,0,5,3,0,0,0,24,14,8,63.6,Matches
Otso Liimatta,fi FIN,MF,19-173,4.1,0,0,0,10,6,1,5,3,1,0,0,0,21,1,1,50.0,Matches
Gustavo Assuncao,pt POR,MF,23-275,5.0,5,0,0,13,6,0,9,5,9,0,0,0,28,3,5,37.5,Matches
Tom Lacoux,fr FRA,MF,21-339,3.1,1,0,0,4,3,0,1,5,7,0,0,0,28,2,2,50.0,Matches
Théo Fonseca,fr FRA,FW,23-202,3.0,0,0,0,3,6,3,6,3,2,0,0,0,11,3,4,42.9,Matches
Enea Mihaj,al ALB,DF,25-178,2.7,1,0,0,2,1,0,0,2,3,0,0,0,15,1,0,100.0,Matches
Mihai Dobre,ro ROU,"FW,MF",25-122,3.0,0,0,0,5,5,1,3,1,1,0,0,0,19,4,7,36.4,Matches
Pablo,br BRA,"FW,MF",19-362,2.2,3,1,1,5,6,1,1,1,3,0,0,0,7,3,2,60.0,Matches
Afonso Rodrigues,pt POR,"FW,MF",21-133,2.6,1,0,0,4,6,1,4,2,0,0,0,0,12,7,3,70.0,Matches
Squad Total,,,23.6,15.0,47,6,3,231,256,39,307,129,152,2,2,1,763,241,181,57.1,
Opponent Total,,,26.6,15.0,43,5,1,262,224,21,254,126,152,2,2,0,742,181,241,42.9,
