Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-350,15.0,503,351,149,46,0,3,0,0,0,0,0,0,391,3,0,Matches
Moura,pt POR,DF,24-136,15.0,723,530,190,20,2,3,101,136,34,29,1,0,522,3,10,Matches
Zaydou Youssouf,fr FRA,MF,24-172,13.1,606,553,47,43,0,19,13,2,1,1,0,0,505,6,3,Matches
Otavio Ataide,br BRA,DF,21-253,12.2,656,616,37,35,0,9,9,2,0,0,0,0,523,3,9,Matches
Jhonder Cádiz,ve VEN,FW,28-154,9.4,174,148,23,1,1,0,4,1,0,0,0,0,89,3,3,Matches
Riccieli,br BRA,DF,25-104,9.0,497,472,23,23,0,9,0,0,0,0,0,0,407,2,6,Matches
Mirko Topić,rs SRB,MF,22-328,9.3,420,403,16,15,0,7,0,1,0,0,0,0,362,1,7,Matches
Nathan,br BRA,DF,22-116,8.0,315,229,83,7,0,6,13,76,0,0,0,0,245,3,11,Matches
José Luis Rodríguez,pa PAN,FW,25-194,7.6,175,160,12,4,0,1,38,4,4,3,1,0,118,3,6,Matches
Gustavo sá,pt POR,MF,19-049,6.8,175,164,10,5,2,2,15,3,2,1,0,0,117,1,10,Matches
Chiquinho,pt POR,"FW,MF",23-328,6.7,105,71,33,14,0,1,30,3,15,11,1,0,51,1,5,Matches
Martin Agirregabiria,es ESP,DF,27-234,7.3,382,292,89,11,0,5,35,70,8,8,0,0,269,1,10,Matches
Henrique Araújo,pt POR,FW,21-345,6.0,131,118,12,3,0,0,0,0,0,0,0,0,103,1,3,Matches
Óscar Aranda,es ESP,"FW,MF",21-245,6.0,157,129,27,14,3,3,20,3,10,8,0,0,116,1,4,Matches
Justin de Haas,nl NED,DF,23-332,6.1,348,340,8,6,0,4,0,2,0,0,0,0,296,0,2,Matches
Otso Liimatta,fi FIN,MF,19-173,4.1,81,78,3,1,1,0,5,0,2,1,0,0,57,0,2,Matches
Gustavo Assuncao,pt POR,MF,23-275,5.0,227,212,12,11,0,4,9,0,1,1,0,0,189,3,6,Matches
Tom Lacoux,fr FRA,MF,21-339,3.1,164,161,2,2,0,0,1,0,0,0,0,0,132,1,4,Matches
Théo Fonseca,fr FRA,FW,23-202,3.0,55,51,3,0,0,0,6,2,0,0,0,0,40,1,2,Matches
Enea Mihaj,al ALB,DF,25-178,2.7,148,142,5,5,0,2,0,0,0,0,0,0,132,1,0,Matches
Mihai Dobre,ro ROU,"FW,MF",25-122,3.0,69,67,1,0,0,1,3,1,0,0,0,0,52,1,3,Matches
Pablo,br BRA,"FW,MF",19-362,2.2,45,45,0,0,1,0,1,0,0,0,0,0,36,0,3,Matches
Afonso Rodrigues,pt POR,"FW,MF",21-133,2.6,41,40,1,0,0,0,4,1,0,0,0,0,23,0,3,Matches
Squad Total,,,23.6,15.0,6197,5372,786,266,10,79,307,307,77,63,3,0,4775,39,112,
Opponent Total,,,26.6,15.0,7383,6531,831,259,21,41,254,348,64,26,16,2,5925,21,132,
