Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-350,15.0,1,0.07,1,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
Moura,pt POR,DF,24-136,15.0,56,3.73,39,15,0,1,1,0,3,0.2,2,1,0,0,0,0,Matches
Zaydou Youssouf,fr FRA,MF,24-172,13.1,31,2.37,23,4,0,1,2,1,0,0.0,0,0,0,0,0,0,Matches
Otavio Ataide,br BRA,DF,21-253,12.2,8,0.66,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Jhonder Cádiz,ve VEN,FW,28-154,9.4,19,2.01,13,1,0,2,3,0,2,0.21,2,0,0,0,0,0,Matches
Riccieli,br BRA,DF,25-104,9.0,4,0.45,3,1,0,0,0,0,2,0.22,1,1,0,0,0,0,Matches
Mirko Topić,rs SRB,MF,22-328,9.3,22,2.35,20,1,0,0,0,1,1,0.11,1,0,0,0,0,0,Matches
Nathan,br BRA,DF,22-116,8.0,15,1.89,9,0,4,1,1,0,1,0.13,1,0,0,0,0,0,Matches
José Luis Rodríguez,pa PAN,FW,25-194,7.6,25,3.28,14,1,5,2,1,2,3,0.39,3,0,0,0,0,0,Matches
Gustavo sá,pt POR,MF,19-049,6.8,22,3.22,10,2,3,4,3,0,2,0.29,1,0,1,0,0,0,Matches
Chiquinho,pt POR,"FW,MF",23-328,6.7,23,3.39,6,6,2,2,6,1,1,0.15,0,0,0,0,1,0,Matches
Martin Agirregabiria,es ESP,DF,27-234,7.3,11,1.52,9,2,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Henrique Araújo,pt POR,FW,21-345,6.0,10,1.65,7,0,1,1,1,0,1,0.17,0,0,0,1,0,0,Matches
Óscar Aranda,es ESP,"FW,MF",21-245,6.0,19,3.17,7,4,6,0,2,0,2,0.33,0,0,2,0,0,0,Matches
Justin de Haas,nl NED,DF,23-332,6.1,9,1.48,4,0,0,4,1,0,1,0.16,1,0,0,0,0,0,Matches
Otso Liimatta,fi FIN,MF,19-173,4.1,3,0.74,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,Matches
Gustavo Assuncao,pt POR,MF,23-275,5.0,7,1.41,5,1,0,0,0,1,1,0.2,1,0,0,0,0,0,Matches
Tom Lacoux,fr FRA,MF,21-339,3.1,8,2.61,6,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Théo Fonseca,fr FRA,FW,23-202,3.0,7,2.3,5,0,0,1,1,0,1,0.33,1,0,0,0,0,0,Matches
Enea Mihaj,al ALB,DF,25-178,2.7,1,0.37,1,0,0,0,0,0,1,0.37,1,0,0,0,0,0,Matches
Mihai Dobre,ro ROU,"FW,MF",25-122,3.0,8,2.68,4,0,1,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Pablo,br BRA,"FW,MF",19-362,2.2,7,3.2,4,0,1,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Afonso Rodrigues,pt POR,"FW,MF",21-133,2.6,5,1.91,1,0,1,3,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,23.6,15.0,321,21.4,198,38,26,27,24,8,24,1.6,17,2,3,1,1,0,
Opponent Total,,,26.6,15.0,305,20.33,206,24,21,25,21,8,27,1.8,21,0,1,3,2,0,
