Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-350,15.0,555,472,548,7,0,0,555,0,0,,0,,293,1379,824,0,1,1,0,0,224,0,Matches
Moura,pt POR,DF,24-136,15.0,845,37,259,334,263,22,845,10,6,60.0,2,20.0,363,2014,1107,31,12,4,21,7,433,92,Matches
Zaydou Youssouf,fr FRA,MF,24-172,13.1,730,23,268,386,85,3,729,38,27,71.1,4,10.5,435,2471,1145,18,6,0,17,12,463,3,Matches
Otavio Ataide,br BRA,DF,21-253,12.2,802,119,502,275,30,10,802,9,5,55.6,2,22.2,430,1891,1027,4,4,0,3,3,519,2,Matches
Jhonder Cádiz,ve VEN,FW,28-154,9.4,263,9,18,132,114,35,262,7,2,28.6,4,57.1,144,570,180,8,10,4,22,12,211,36,Matches
Riccieli,br BRA,DF,25-104,9.0,586,106,403,175,9,7,586,1,1,100.0,0,0.0,291,1110,588,1,0,0,1,0,370,0,Matches
Mirko Topić,rs SRB,MF,22-328,9.3,505,23,166,285,61,5,505,4,3,75.0,1,25.0,253,1552,754,11,6,2,9,5,293,7,Matches
Nathan,br BRA,DF,22-116,8.0,407,17,154,164,93,4,407,27,17,63.0,10,37.0,191,1480,699,22,16,2,8,7,206,23,Matches
José Luis Rodríguez,pa PAN,FW,25-194,7.6,256,6,27,97,144,12,256,38,25,65.8,13,34.2,159,1240,595,30,20,5,20,7,176,38,Matches
Gustavo sá,pt POR,MF,19-049,6.8,258,11,48,114,100,16,258,21,8,38.1,10,47.6,148,774,311,9,5,2,12,12,170,25,Matches
Chiquinho,pt POR,"FW,MF",23-328,6.7,211,5,28,75,115,33,211,29,10,34.5,14,48.3,122,805,455,18,11,10,31,14,120,35,Matches
Martin Agirregabiria,es ESP,DF,27-234,7.3,447,28,167,174,110,2,447,9,4,44.4,4,44.4,186,831,528,12,12,0,3,2,238,39,Matches
Henrique Araújo,pt POR,FW,21-345,6.0,190,5,19,101,70,23,190,9,2,22.2,6,66.7,96,394,167,5,4,2,17,3,127,22,Matches
Óscar Aranda,es ESP,"FW,MF",21-245,6.0,256,1,37,123,103,11,256,53,23,43.4,25,47.2,176,1407,653,20,16,5,21,8,174,14,Matches
Justin de Haas,nl NED,DF,23-332,6.1,413,61,271,124,19,9,413,2,0,0.0,2,100.0,219,951,437,1,0,0,2,0,273,1,Matches
Otso Liimatta,fi FIN,MF,19-173,4.1,125,0,15,66,48,12,125,14,4,28.6,9,64.3,86,719,322,10,6,3,13,7,83,19,Matches
Gustavo Assuncao,pt POR,MF,23-275,5.0,283,8,99,157,32,1,283,8,4,50.0,4,50.0,155,695,394,5,2,0,3,5,179,2,Matches
Tom Lacoux,fr FRA,MF,21-339,3.1,198,5,55,115,31,2,198,8,7,87.5,1,12.5,93,444,207,3,3,0,3,0,127,1,Matches
Théo Fonseca,fr FRA,FW,23-202,3.0,86,4,21,34,31,8,86,5,2,40.0,2,40.0,48,215,61,3,3,1,5,5,57,12,Matches
Enea Mihaj,al ALB,DF,25-178,2.7,174,31,122,53,0,0,174,0,0,,0,,108,359,165,0,0,0,2,1,118,0,Matches
Mihai Dobre,ro ROU,"FW,MF",25-122,3.0,104,2,23,42,41,9,104,11,7,63.6,2,18.2,65,409,207,7,8,1,7,2,60,11,Matches
Pablo,br BRA,"FW,MF",19-362,2.2,79,3,16,35,29,3,79,10,3,30.0,7,70.0,47,250,98,2,2,0,5,5,54,9,Matches
Afonso Rodrigues,pt POR,"FW,MF",21-133,2.6,87,2,16,29,44,15,87,9,3,33.3,6,66.7,46,293,137,6,3,1,9,2,51,15,Matches
Squad Total,,,23.6,15.0,7860,978,3282,3097,1572,242,7858,322,163,50.6,128,39.8,4154,22253,11061,226,150,43,234,119,4726,406,
Opponent Total,,,26.6,15.0,8964,873,2822,4149,2084,286,8962,264,119,45.1,119,45.1,5005,25991,13312,215,186,47,241,115,5890,566,
