Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Luiz Lúcio Reis Júnior,br BRA,GK,22-350,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Moura,pt POR,DF,24-136,15,15,1350.0,15.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,3.6,3.7,31.0,50.0,92.0,0.07,0.2,0.27,0.07,0.27,0.01,0.24,0.25,0.01,0.25,Matches
Zaydou Youssouf,fr FRA,MF,24-172,14,14,1177.0,13.1,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.2,0.4,0.3,0.7,18.0,67.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.12,0.03,0.05,Matches
Otavio Ataide,br BRA,DF,21-253,13,12,1094.0,12.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.7,0.7,0.2,0.9,4.0,35.0,2.0,0.16,0.0,0.16,0.16,0.16,0.06,0.01,0.07,0.06,0.07,Matches
Jhonder Cádiz,ve VEN,FW,28-154,13,10,842.0,9.4,4.0,0.0,4.0,3.0,1.0,1.0,2.0,1.0,3.5,2.7,0.2,2.9,8.0,12.0,36.0,0.43,0.0,0.43,0.32,0.32,0.37,0.02,0.39,0.28,0.31,Matches
Riccieli,br BRA,DF,25-104,10,10,808.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.3,0.3,0.1,0.4,1.0,17.0,0.0,0.0,0.11,0.11,0.0,0.11,0.04,0.01,0.04,0.04,0.04,Matches
Mirko Topić,rs SRB,MF,22-328,14,8,841.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.2,0.7,11.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.07,0.06,0.07,Matches
Nathan,br BRA,DF,22-116,12,8,724.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.4,22.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
José Luis Rodríguez,pa PAN,FW,25-194,9,8,684.0,7.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,30.0,16.0,38.0,0.0,0.26,0.26,0.0,0.26,0.04,0.09,0.13,0.04,0.13,Matches
Gustavo sá,pt POR,MF,19-049,10,8,609.0,6.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.6,1.5,9.0,21.0,25.0,0.15,0.3,0.44,0.15,0.44,0.14,0.09,0.22,0.14,0.22,Matches
