Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Ignacio Chicco,ar ARG,GK,26.0,27.0,856.0,759.0,854.0,3.0,0.0,0.0,856.0,0.0,0.0,,0.0,,422.0,2450.0,1657.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,Matches
Facundo Garcés,ar ARG,DF,23.0,26.0,1287.0,167.0,723.0,525.0,47.0,20.0,1287.0,6.0,4.0,66.7,2.0,33.3,644.0,3007.0,1468.0,8.0,8.0,0.0,9.0,4.0,624.0,4.0,Matches
Santiago Pierotti,ar ARG,"FW,MF",21.0,23.5,924.0,20.0,67.0,428.0,463.0,86.0,924.0,133.0,60.0,45.1,61.0,45.9,555.0,3595.0,1623.0,72.0,47.0,28.0,105.0,43.0,587.0,154.0,Matches
Paolo Goltz,ar ARG,DF,37.0,22.2,1196.0,188.0,752.0,407.0,48.0,31.0,1196.0,8.0,3.0,37.5,5.0,62.5,557.0,3029.0,1496.0,0.0,1.0,0.0,9.0,6.0,589.0,8.0,Matches
Eric Meza,ar ARG,"DF,FW",23.0,20.8,1260.0,35.0,353.0,551.0,380.0,21.0,1260.0,95.0,36.0,37.9,50.0,52.6,626.0,4157.0,2065.0,61.0,56.0,8.0,44.0,25.0,586.0,83.0,Matches
Baldomero Perlaza,co COL,MF,30.0,21.1,864.0,50.0,187.0,540.0,152.0,36.0,864.0,35.0,20.0,57.1,11.0,31.4,460.0,1872.0,873.0,14.0,12.0,4.0,23.0,22.0,499.0,41.0,Matches
Rafael Marcelo Delgado,ar ARG,DF,33.0,20.0,1326.0,78.0,500.0,654.0,196.0,6.0,1326.0,36.0,19.0,52.8,12.0,33.3,661.0,3260.0,1946.0,22.0,21.0,0.0,25.0,9.0,660.0,34.0,Matches
Ramón Ábila,ar ARG,FW,33.0,17.5,459.0,12.0,16.0,187.0,260.0,84.0,458.0,33.0,12.0,36.4,16.0,48.5,289.0,1077.0,439.0,19.0,13.0,11.0,39.0,18.0,354.0,107.0,Matches
Juan Álvarez,ar ARG,"MF,FW",26.0,15.2,763.0,21.0,134.0,373.0,271.0,29.0,763.0,62.0,31.0,50.0,27.0,43.5,441.0,3014.0,1262.0,41.0,28.0,8.0,24.0,31.0,428.0,91.0,Matches
Gian Nardelli,ar ARG,DF,22.0,13.3,697.0,87.0,407.0,264.0,30.0,3.0,697.0,7.0,5.0,71.4,1.0,14.3,360.0,1643.0,911.0,10.0,4.0,0.0,3.0,2.0,379.0,3.0,Matches
Carlos Arrua,py PAR,MF,25.0,11.2,514.0,2.0,55.0,270.0,199.0,16.0,514.0,42.0,15.0,35.7,24.0,57.1,295.0,1596.0,698.0,15.0,18.0,1.0,31.0,11.0,331.0,55.0,Matches
Julián Chicco,ar ARG,MF,25.0,10.6,620.0,27.0,129.0,399.0,96.0,7.0,620.0,7.0,2.0,28.6,5.0,71.4,317.0,1392.0,597.0,5.0,5.0,1.0,15.0,6.0,341.0,5.0,Matches
Cristian Vega,ar ARG,MF,29.0,10.0,640.0,27.0,174.0,416.0,59.0,2.0,640.0,12.0,2.0,16.7,5.0,41.7,324.0,1533.0,739.0,6.0,5.0,0.0,19.0,6.0,334.0,12.0,Matches
Stéfano Moreyra,ar ARG,MF,21.0,7.2,377.0,11.0,82.0,245.0,52.0,4.0,377.0,4.0,2.0,50.0,2.0,50.0,180.0,861.0,453.0,7.0,2.0,0.0,12.0,8.0,194.0,7.0,Matches
Jorge Benítez,py PAR,FW,30.0,8.0,329.0,13.0,30.0,181.0,125.0,27.0,328.0,33.0,14.0,42.4,15.0,45.5,185.0,943.0,349.0,12.0,10.0,10.0,27.0,15.0,245.0,44.0,Matches
Leonel Picco,ar ARG,MF,23.0,6.2,384.0,15.0,118.0,220.0,51.0,7.0,384.0,8.0,4.0,50.0,4.0,50.0,175.0,684.0,372.0,6.0,5.0,0.0,8.0,6.0,182.0,5.0,Matches
Andrew Teuten,uy URU,"DF,MF",24.0,5.6,321.0,16.0,86.0,161.0,81.0,2.0,321.0,8.0,6.0,75.0,2.0,25.0,164.0,683.0,334.0,6.0,3.0,1.0,13.0,3.0,163.0,35.0,Matches
Facundo Farías,ar ARG,"FW,MF",20.0,5.1,233.0,0.0,5.0,151.0,87.0,13.0,232.0,27.0,10.0,37.0,14.0,51.9,180.0,1211.0,468.0,15.0,14.0,7.0,21.0,9.0,169.0,27.0,Matches
Joaquín Ibáñez,ar ARG,"FW,MF",26.0,5.0,239.0,7.0,50.0,117.0,72.0,9.0,239.0,14.0,6.0,42.9,6.0,42.9,110.0,550.0,221.0,3.0,5.0,2.0,6.0,5.0,126.0,23.0,Matches
Tomás Galván,ar ARG,"MF,FW",22.0,5.9,301.0,1.0,26.0,178.0,100.0,14.0,301.0,15.0,5.0,33.3,8.0,53.3,190.0,1007.0,477.0,13.0,12.0,1.0,21.0,12.0,204.0,25.0,Matches
José Neris,uy URU,FW,22.0,4.3,127.0,0.0,5.0,58.0,65.0,27.0,126.0,7.0,2.0,28.6,4.0,57.1,50.0,274.0,60.0,4.0,0.0,1.0,10.0,1.0,84.0,20.0,Matches
Augusto Schott,ar ARG,DF,23.0,3.8,184.0,9.0,54.0,76.0,55.0,8.0,184.0,5.0,3.0,60.0,2.0,40.0,75.0,481.0,287.0,14.0,8.0,2.0,7.0,3.0,75.0,12.0,Matches
Lucas Acevedo,ar ARG,DF,31.0,2.1,104.0,29.0,72.0,29.0,6.0,3.0,104.0,0.0,0.0,,0.0,,36.0,150.0,51.0,0.0,0.0,0.0,1.0,0.0,39.0,1.0,Matches
Natanael Troncoso,ar ARG,"MF,FW",21.0,3.2,165.0,4.0,19.0,92.0,56.0,8.0,165.0,14.0,5.0,35.7,9.0,64.3,93.0,436.0,190.0,4.0,2.0,1.0,9.0,5.0,113.0,19.0,Matches
Thiago Yossen,ar ARG,DF,18.0,0.4,10.0,3.0,6.0,4.0,0.0,0.0,10.0,0.0,0.0,,0.0,,6.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Matches
Gonzalo Silva,ar ARG,"DF,MF",23.0,0.6,44.0,1.0,5.0,23.0,16.0,0.0,44.0,0.0,0.0,,0.0,,11.0,64.0,17.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,Matches
Guillermo Gonzálvez,ar ARG,MF,19.0,0.2,,,,,,,,,,,,,,,,,,,,,,,Matches
