Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Ignacio Chicco,ar ARG,GK,26.0,27.0,803.0,479.0,321.0,39.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,558.0,3.0,2.0,Matches
Facundo Garcés,ar ARG,DF,23.0,26.0,1001.0,958.0,37.0,23.0,1.0,4.0,5,14.0,0.0,0.0,0.0,0.0,738.0,6.0,16.0,Matches
Santiago Pierotti,ar ARG,"FW,MF",21.0,23.5,527.0,504.0,16.0,2.0,1.0,1.0,39,11.0,0.0,0.0,0.0,0.0,338.0,7.0,27.0,Matches
Paolo Goltz,ar ARG,DF,37.0,22.2,944.0,871.0,72.0,68.0,0.0,11.0,0,2.0,0.0,0.0,0.0,0.0,735.0,1.0,8.0,Matches
Eric Meza,ar ARG,"DF,FW",23.0,20.8,1013.0,674.0,334.0,32.0,2.0,17.0,128,267.0,35.0,1.0,32.0,1.0,561.0,5.0,49.0,Matches
Baldomero Perlaza,co COL,MF,30.0,21.1,658.0,651.0,5.0,5.0,2.0,6.0,2,0.0,0.0,0.0,0.0,0.0,486.0,2.0,11.0,Matches
Rafael Marcelo Delgado,ar ARG,DF,33.0,20.0,1090.0,895.0,188.0,57.0,1.0,18.0,82,103.0,27.0,3.0,23.0,1.0,726.0,7.0,22.0,Matches
Ramón Ábila,ar ARG,FW,33.0,17.5,319.0,283.0,35.0,1.0,5.0,2.0,3,0.0,0.0,0.0,0.0,0.0,213.0,1.0,18.0,Matches
Juan Álvarez,ar ARG,"MF,FW",26.0,15.2,575.0,486.0,89.0,3.0,0.0,7.0,48,82.0,4.0,0.0,3.0,0.0,396.0,0.0,27.0,Matches
Gian Nardelli,ar ARG,DF,22.0,13.3,558.0,515.0,42.0,16.0,0.0,12.0,9,25.0,0.0,0.0,0.0,0.0,384.0,1.0,20.0,Matches
Carlos Arrua,py PAR,MF,25.0,11.2,383.0,335.0,46.0,14.0,5.0,1.0,50,5.0,27.0,5.0,21.0,0.0,261.0,2.0,8.0,Matches
Julián Chicco,ar ARG,MF,25.0,10.6,499.0,486.0,10.0,8.0,0.0,6.0,2,1.0,1.0,0.0,1.0,0.0,393.0,3.0,5.0,Matches
Cristian Vega,ar ARG,MF,29.0,10.0,502.0,479.0,20.0,14.0,1.0,6.0,3,6.0,0.0,0.0,0.0,0.0,393.0,3.0,14.0,Matches
Stéfano Moreyra,ar ARG,MF,21.0,7.2,282.0,275.0,2.0,0.0,1.0,1.0,4,2.0,0.0,0.0,0.0,0.0,214.0,5.0,6.0,Matches
Jorge Benítez,py PAR,FW,30.0,8.0,214.0,201.0,12.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,145.0,1.0,11.0,Matches
Leonel Picco,ar ARG,MF,23.0,6.2,282.0,279.0,2.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,229.0,1.0,7.0,Matches
Andrew Teuten,uy URU,"DF,MF",24.0,5.6,267.0,210.0,56.0,8.0,1.0,0.0,32,39.0,9.0,4.0,5.0,0.0,194.0,1.0,9.0,Matches
Facundo Farías,ar ARG,"FW,MF",20.0,5.1,161.0,144.0,14.0,5.0,1.0,1.0,5,2.0,3.0,1.0,1.0,0.0,131.0,3.0,2.0,Matches
Joaquín Ibáñez,ar ARG,"FW,MF",26.0,5.0,192.0,146.0,46.0,0.0,0.0,2.0,10,46.0,0.0,0.0,0.0,0.0,119.0,0.0,12.0,Matches
Tomás Galván,ar ARG,"MF,FW",22.0,5.9,223.0,212.0,10.0,3.0,0.0,0.0,6,2.0,5.0,0.0,5.0,0.0,171.0,1.0,5.0,Matches
José Neris,uy URU,FW,22.0,4.3,82.0,74.0,8.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,39.0,0.0,4.0,Matches
Augusto Schott,ar ARG,DF,23.0,3.8,136.0,101.0,35.0,2.0,0.0,1.0,12,33.0,0.0,0.0,0.0,0.0,85.0,0.0,6.0,Matches
Lucas Acevedo,ar ARG,DF,31.0,2.1,70.0,68.0,2.0,0.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,Matches
Natanael Troncoso,ar ARG,"MF,FW",21.0,3.2,109.0,108.0,1.0,0.0,0.0,1.0,5,0.0,1.0,0.0,1.0,0.0,75.0,0.0,10.0,Matches
Thiago Yossen,ar ARG,DF,18.0,0.4,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Matches
Gonzalo Silva,ar ARG,"DF,MF",23.0,0.6,40.0,29.0,11.0,3.0,0.0,0.0,11,1.0,7.0,0.0,7.0,0.0,23.0,0.0,0.0,Matches
Guillermo Gonzálvez,ar ARG,MF,19.0,0.2,,,,,,,0,,,,,,,,,Matches
Facundo Taborda,ar ARG,"FW,MF",22.0,0.2,6.0,4.0,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Matches
Squad Total,,,27.1,27.0,10941.0,9472.0,1416.0,305.0,22.0,101.0,464,647.0,119.0,14.0,99.0,2.0,7673.0,53.0,299.0,
Opponent Total,,,26.9,27.0,12019.0,10680.0,1316.0,357.0,21.0,99.0,539,603.0,123.0,32.0,58.0,2.0,8921.0,23.0,333.0,
