Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Ignacio Chicco,ar ARG,GK,26.0,27.0,1,0,0,1,3,0,0,0,1,0.0,1.0,0,19.0,9.0,2.0,81.8,Matches
Facundo Garcés,ar ARG,DF,23.0,26.0,6,0,0,30,9,2,5,31,36,0.0,0.0,0,179.0,47.0,55.0,46.1,Matches
Santiago Pierotti,ar ARG,"FW,MF",21.0,23.5,6,0,0,63,27,5,39,8,32,0.0,0.0,0,101.0,57.0,50.0,53.3,Matches
Paolo Goltz,ar ARG,DF,37.0,22.2,3,0,0,15,9,1,0,26,17,0.0,1.0,1,138.0,65.0,57.0,53.3,Matches
Eric Meza,ar ARG,"DF,FW",23.0,20.8,2,0,0,18,15,2,128,33,30,0.0,0.0,0,160.0,7.0,14.0,33.3,Matches
Baldomero Perlaza,co COL,MF,30.0,21.1,5,0,0,27,20,1,2,22,28,0.0,0.0,0,147.0,51.0,34.0,60.0,Matches
Rafael Marcelo Delgado,ar ARG,DF,33.0,20.0,5,1,1,19,21,1,82,22,26,1.0,0.0,0,163.0,35.0,28.0,55.6,Matches
Ramón Ábila,ar ARG,FW,33.0,17.5,4,0,0,6,22,26,3,5,4,1.0,0.0,0,28.0,12.0,19.0,38.7,Matches
Juan Álvarez,ar ARG,"MF,FW",26.0,15.2,0,0,0,7,12,4,48,19,11,0.0,0.0,0,107.0,7.0,14.0,33.3,Matches
Gian Nardelli,ar ARG,DF,22.0,13.3,2,1,1,8,6,0,9,17,10,0.0,0.0,0,61.0,25.0,19.0,56.8,Matches
Carlos Arrua,py PAR,MF,25.0,11.2,3,0,0,23,12,1,50,5,10,0.0,1.0,0,61.0,7.0,11.0,38.9,Matches
Julián Chicco,ar ARG,MF,25.0,10.6,5,0,0,20,11,0,2,17,15,0.0,0.0,0,85.0,27.0,15.0,64.3,Matches
Cristian Vega,ar ARG,MF,29.0,10.0,4,0,0,28,20,0,3,15,24,0.0,2.0,0,114.0,15.0,12.0,55.6,Matches
Stéfano Moreyra,ar ARG,MF,21.0,7.2,3,1,0,15,5,0,4,18,9,0.0,0.0,0,48.0,15.0,5.0,75.0,Matches
Jorge Benítez,py PAR,FW,30.0,8.0,4,0,0,16,25,3,1,2,7,1.0,0.0,0,21.0,25.0,34.0,42.4,Matches
Leonel Picco,ar ARG,MF,23.0,6.2,5,0,0,13,6,0,1,12,20,0.0,1.0,0,56.0,12.0,8.0,60.0,Matches
Andrew Teuten,uy URU,"DF,MF",24.0,5.6,3,0,0,9,4,0,32,7,9,0.0,0.0,0,41.0,7.0,9.0,43.8,Matches
Facundo Farías,ar ARG,"FW,MF",20.0,5.1,1,0,0,4,15,1,5,1,1,0.0,0.0,0,25.0,0.0,8.0,0.0,Matches
Joaquín Ibáñez,ar ARG,"FW,MF",26.0,5.0,2,0,0,9,3,0,10,1,5,0.0,0.0,0,24.0,12.0,6.0,66.7,Matches
Tomás Galván,ar ARG,"MF,FW",22.0,5.9,0,0,0,7,20,2,6,3,7,0.0,0.0,0,37.0,6.0,6.0,50.0,Matches
José Neris,uy URU,FW,22.0,4.3,0,0,0,1,9,2,5,0,4,1.0,0.0,0,11.0,17.0,26.0,39.5,Matches
Augusto Schott,ar ARG,DF,23.0,3.8,1,0,0,5,1,0,12,7,2,0.0,0.0,0,18.0,4.0,5.0,44.4,Matches
Lucas Acevedo,ar ARG,DF,31.0,2.1,0,0,0,1,1,0,0,0,3,0.0,0.0,0,11.0,14.0,5.0,73.7,Matches
Natanael Troncoso,ar ARG,"MF,FW",21.0,3.2,1,0,0,4,5,2,5,1,8,0.0,0.0,0,18.0,4.0,2.0,66.7,Matches
Thiago Yossen,ar ARG,DF,18.0,0.4,0,0,0,1,0,0,0,2,1,0.0,0.0,0,1.0,0.0,0.0,,Matches
Gonzalo Silva,ar ARG,"DF,MF",23.0,0.6,0,0,0,2,3,0,11,0,1,0.0,0.0,0,6.0,0.0,0.0,,Matches
Guillermo Gonzálvez,ar ARG,MF,19.0,0.2,0,0,0,0,0,0,0,0,1,,,0,,,,,Matches
Facundo Taborda,ar ARG,"FW,MF",22.0,0.2,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,,Matches
Squad Total,,,27.1,27.0,66,3,2,352,284,53,464,274,323,4.0,6.0,1,1680.0,480.0,444.0,51.9,
Opponent Total,,,26.9,27.0,51,0,0,299,333,25,539,255,323,4.0,4.0,1,1729.0,425.0,459.0,48.1,
