Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Ignacio Chicco,ar ARG,GK,26.0,27.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Facundo Garcés,ar ARG,DF,23.0,26.0,1,14,5,35.7,0.54,0.19,0.07,0.2,14.1,0.0,0,0,1.5,1.5,0.1,-0.5,-0.5,Matches
Santiago Pierotti,ar ARG,"FW,MF",21.0,23.5,2,35,14,40.0,1.49,0.6,0.06,0.14,16.6,0.0,0,0,3.8,3.8,0.11,-1.8,-1.8,Matches
Paolo Goltz,ar ARG,DF,37.0,22.2,0,17,7,41.2,0.76,0.31,0.0,0.0,15.2,1.0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Eric Meza,ar ARG,"DF,FW",23.0,20.8,2,17,4,23.5,0.82,0.19,0.12,0.5,23.6,2.0,0,0,0.9,0.9,0.05,1.1,1.1,Matches
Baldomero Perlaza,co COL,MF,30.0,21.1,1,14,4,28.6,0.66,0.19,0.07,0.25,15.6,0.0,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches
Rafael Marcelo Delgado,ar ARG,DF,33.0,20.0,0,6,2,33.3,0.3,0.1,0.0,0.0,28.2,1.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Ramón Ábila,ar ARG,FW,33.0,17.5,6,29,15,51.7,1.66,0.86,0.21,0.4,15.1,0.0,0,1,5.0,4.1,0.14,1.0,1.9,Matches
Juan Álvarez,ar ARG,"MF,FW",26.0,15.2,1,24,6,25.0,1.58,0.39,0.04,0.17,23.3,0.0,0,0,1.0,1.0,0.04,0.0,0.0,Matches
Gian Nardelli,ar ARG,DF,22.0,13.3,0,2,0,0.0,0.15,0.0,0.0,,25.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Carlos Arrua,py PAR,MF,25.0,11.2,0,19,6,31.6,1.69,0.54,0.0,0.0,23.7,2.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Julián Chicco,ar ARG,MF,25.0,10.6,0,14,2,14.3,1.32,0.19,0.0,0.0,24.1,3.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Cristian Vega,ar ARG,MF,29.0,10.0,1,9,2,22.2,0.9,0.2,0.11,0.5,29.7,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Stéfano Moreyra,ar ARG,MF,21.0,7.2,0,6,0,0.0,0.84,0.0,0.0,,31.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Jorge Benítez,py PAR,FW,30.0,8.0,2,18,9,50.0,2.26,1.13,0.11,0.22,18.5,0.0,0,1,2.5,1.7,0.09,-0.5,0.3,Matches
Leonel Picco,ar ARG,MF,23.0,6.2,0,4,0,0.0,0.64,0.0,0.0,,12.7,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Andrew Teuten,uy URU,"DF,MF",24.0,5.6,1,2,2,100.0,0.35,0.35,0.5,0.5,26.1,1.0,0,0,0.1,0.1,0.06,0.9,0.9,Matches
Facundo Farías,ar ARG,"FW,MF",20.0,5.1,0,7,2,28.6,1.38,0.39,0.0,0.0,21.3,0.0,0,1,1.5,0.7,0.1,-1.5,-0.7,Matches
Joaquín Ibáñez,ar ARG,"FW,MF",26.0,5.0,1,5,1,20.0,1.0,0.2,0.2,1.0,14.5,0.0,0,0,0.3,0.3,0.06,0.7,0.7,Matches
Tomás Galván,ar ARG,"MF,FW",22.0,5.9,0,11,1,9.1,1.85,0.17,0.0,0.0,18.7,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
José Neris,uy URU,FW,22.0,4.3,0,11,4,36.4,2.56,0.93,0.0,0.0,12.9,0.0,0,1,2.6,1.8,0.16,-2.6,-1.8,Matches
Augusto Schott,ar ARG,DF,23.0,3.8,0,4,1,25.0,1.05,0.26,0.0,0.0,20.1,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Lucas Acevedo,ar ARG,DF,31.0,2.1,0,2,0,0.0,0.95,0.0,0.0,,20.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Natanael Troncoso,ar ARG,"MF,FW",21.0,3.2,1,12,5,41.7,3.72,1.55,0.08,0.2,20.2,0.0,0,0,0.8,0.8,0.06,0.2,0.2,Matches
Thiago Yossen,ar ARG,DF,18.0,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Silva,ar ARG,"DF,MF",23.0,0.6,0,1,0,0.0,1.58,0.0,0.0,,24.7,1.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Guillermo Gonzálvez,ar ARG,MF,19.0,0.2,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches
Facundo Taborda,ar ARG,"FW,MF",22.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.1,27.0,19,283,92,32.5,10.48,3.41,0.07,0.21,19.5,11.0,0,4,25.6,22.4,0.08,-6.6,-3.4,
Opponent Total,,,26.9,27.0,32,385,118,30.6,14.26,4.37,0.07,0.22,19.5,19.0,6,6,37.0,32.2,0.09,-5.0,-6.2,
