Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Ignacio Chicco,ar ARG,GK,26.0,27.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Facundo Garcés,ar ARG,DF,23.0,26.0,13.0,0.5,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Santiago Pierotti,ar ARG,"FW,MF",21.0,23.5,60.0,2.55,37.0,2.0,11.0,4.0,4.0,2.0,4.0,0.17,2.0,0.0,0.0,0.0,2.0,0.0,Matches
Paolo Goltz,ar ARG,DF,37.0,22.2,17.0,0.76,11.0,1.0,0.0,5.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Eric Meza,ar ARG,"DF,FW",23.0,20.8,49.0,2.36,26.0,17.0,4.0,0.0,2.0,0.0,3.0,0.14,1.0,2.0,0.0,0.0,0.0,0.0,Matches
Baldomero Perlaza,co COL,MF,30.0,21.1,36.0,1.71,30.0,0.0,2.0,0.0,2.0,2.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Marcelo Delgado,ar ARG,DF,33.0,20.0,51.0,2.55,23.0,25.0,0.0,1.0,2.0,0.0,3.0,0.15,1.0,2.0,0.0,0.0,0.0,0.0,Matches
Ramón Ábila,ar ARG,FW,33.0,17.5,48.0,2.75,31.0,0.0,1.0,6.0,10.0,0.0,8.0,0.46,5.0,0.0,0.0,3.0,0.0,0.0,Matches
Juan Álvarez,ar ARG,"MF,FW",26.0,15.2,26.0,1.71,20.0,1.0,3.0,1.0,1.0,0.0,3.0,0.2,1.0,1.0,1.0,0.0,0.0,0.0,Matches
Gian Nardelli,ar ARG,DF,22.0,13.3,5.0,0.38,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Carlos Arrua,py PAR,MF,25.0,11.2,37.0,3.3,25.0,5.0,2.0,3.0,2.0,0.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Julián Chicco,ar ARG,MF,25.0,10.6,15.0,1.41,13.0,0.0,0.0,2.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Vega,ar ARG,MF,29.0,10.0,9.0,0.9,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Stéfano Moreyra,ar ARG,MF,21.0,7.2,6.0,0.84,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jorge Benítez,py PAR,FW,30.0,8.0,18.0,2.25,10.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonel Picco,ar ARG,MF,23.0,6.2,12.0,1.93,8.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrew Teuten,uy URU,"DF,MF",24.0,5.6,15.0,2.65,9.0,6.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Facundo Farías,ar ARG,"FW,MF",20.0,5.1,15.0,2.96,10.0,0.0,1.0,1.0,3.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Joaquín Ibáñez,ar ARG,"FW,MF",26.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tomás Galván,ar ARG,"MF,FW",22.0,5.9,15.0,2.52,10.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Neris,uy URU,FW,22.0,4.3,6.0,1.4,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Augusto Schott,ar ARG,DF,23.0,3.8,11.0,2.86,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Acevedo,ar ARG,DF,31.0,2.1,1.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Natanael Troncoso,ar ARG,"MF,FW",21.0,3.2,10.0,3.12,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Yossen,ar ARG,DF,18.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
