Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Matheus,br BRA,GK,31-164,14.0,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ricardo Horta,pt POR,"FW,MF",29-106,11.6,61,5.28,48,4,3,3,3,0,8,0.69,6,1,0,1,0,0,Matches
Simon Banza,cd COD,FW,27-139,10.9,34,3.11,18,0,5,7,4,0,11,1.01,4,0,0,4,3,0,Matches
Cristian Borja,co COL,DF,30-315,10.3,33,3.21,24,6,1,0,2,0,3,0.29,3,0,0,0,0,0,Matches
Álvaro djaló,es ESP,"FW,MF",24-136,10.2,47,4.64,30,1,7,4,5,0,9,0.89,7,1,0,0,1,0,Matches
Victor Gomez,es ESP,DF,23-273,8.9,29,3.26,28,0,0,0,1,0,1,0.11,1,0,0,0,0,0,Matches
José Fonte,pt POR,DF,40-008,9.9,7,0.71,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruma,pt POR,FW,29-067,8.6,46,5.33,35,0,8,3,0,0,6,0.69,5,0,1,0,0,0,Matches
Almoatasem Al Musrati,ly LBY,MF,27-268,7.7,16,2.09,14,0,0,2,0,0,1,0.13,1,0,0,0,0,0,Matches
Serdar Saatçı,tr TUR,DF,20-319,7.6,8,1.05,6,1,0,0,0,1,1,0.13,0,1,0,0,0,0,Matches
Rodrigo Zalazar,uy URU,MF,24-140,6.8,35,5.16,19,11,2,1,0,2,3,0.44,3,0,0,0,0,0,Matches
Sikou Niakaté,ml MLI,DF,24-173,6.0,8,1.33,5,0,1,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Vitor Carvalho,br BRA,MF,26-217,5.6,3,0.53,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pizzi,pt POR,"MF,FW",34-085,5.3,32,6.09,22,6,1,1,2,0,6,1.14,3,1,0,1,1,0,Matches
Paulo Oliveira,pt POR,DF,31-356,5.0,2,0.4,2,0,0,0,0,0,1,0.2,1,0,0,0,0,0,Matches
Abel Ruiz,es ESP,"FW,MF",23-336,6.1,23,3.74,19,0,2,0,2,0,3,0.49,2,0,0,0,1,0,Matches
André Horta,pt POR,MF,27-053,5.0,23,4.61,19,2,0,0,2,0,2,0.4,2,0,0,0,0,0,Matches
João Moutinho,pt POR,MF,37-113,4.7,27,5.69,22,4,0,0,1,0,3,0.63,3,0,0,0,0,0,Matches
Adrián Marín,es ESP,DF,26-355,3.4,4,1.17,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Joe Mendes,se SWE,DF,20-364,3.1,2,0.64,2,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
Rony Lopes,pt POR,"FW,DF",28-002,1.8,11,6.0,6,2,0,3,0,0,0,0.0,0,0,0,0,0,0,Matches
Roger Fernandes,gw GNB,"DF,FW",18-039,0.6,9,13.73,8,0,1,0,0,0,2,3.05,2,0,0,0,0,0,Matches
André Castro,pt POR,MF,35-272,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.5,14.0,461,32.93,342,37,31,26,22,3,61,4.36,44,4,1,6,6,0,
Opponent Total,,,26.4,14.0,282,20.14,202,38,12,12,15,3,37,2.64,27,3,2,2,2,1,
