Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Matheus,br BRA,GK,31-164,14,1260.0,90.0,100.0,14.0,14,90.0,14,0,,0,2.07,36.0,21.0,15.0,1.07,,30.1,20.3,9.8,0.7,,Matches
Ricardo Horta,pt POR,"FW,MF",29-106,12,1042.0,87.0,82.7,11.6,12,87.0,8,0,,0,1.92,29.0,18.0,11.0,0.95,-0.7,24.3,16.7,7.6,0.66,-0.24,Matches
Simon Banza,cd COD,FW,27-139,14,985.0,70.0,78.2,10.9,11,84.0,8,3,22.0,0,2.07,31.0,15.0,16.0,1.46,1.79,27.2,16.8,10.4,0.95,1.15,Matches
Cristian Borja,co COL,DF,30-315,12,927.0,77.0,73.6,10.3,11,80.0,7,1,45.0,1,2.08,27.0,15.0,12.0,1.17,0.35,25.1,12.8,12.3,1.19,1.86,Matches
Álvaro djaló,es ESP,"FW,MF",24-136,14,914.0,65.0,72.5,10.2,11,74.0,1,3,32.0,0,2.07,24.0,17.0,7.0,0.69,-1.39,22.1,14.7,7.4,0.73,0.1,Matches
Victor Gomez,es ESP,DF,23-273,11,801.0,73.0,63.6,8.9,11,73.0,5,0,,0,2.0,19.0,12.0,7.0,0.79,-0.78,17.3,10.9,6.4,0.72,0.07,Matches
José Fonte,pt POR,DF,40-008,10,888.0,89.0,70.5,9.9,9,89.0,8,1,85.0,4,2.2,25.0,14.0,11.0,1.11,0.15,20.1,14.9,5.2,0.52,-0.6,Matches
Bruma,pt POR,FW,29-067,12,777.0,65.0,61.7,8.6,9,79.0,3,3,23.0,1,2.08,19.0,12.0,7.0,0.81,-0.68,15.3,12.6,2.7,0.31,-1.02,Matches
Almoatasem Al Musrati,ly LBY,MF,27-268,9,689.0,77.0,54.7,7.7,8,82.0,5,1,34.0,0,2.11,21.0,12.0,9.0,1.18,0.23,18.0,12.3,5.7,0.75,0.11,Matches
Serdar Saatçı,tr TUR,DF,20-319,8,684.0,86.0,54.3,7.6,8,86.0,7,0,,4,2.0,20.0,12.0,8.0,1.05,-0.04,19.6,11.5,8.2,1.07,0.81,Matches
Rodrigo Zalazar,uy URU,MF,24-140,12,611.0,51.0,48.5,6.8,8,62.0,0,4,28.0,2,1.92,15.0,12.0,3.0,0.44,-1.22,15.3,12.3,3.0,0.44,-0.51,Matches
Sikou Niakaté,ml MLI,DF,24-173,7,540.0,77.0,42.9,6.0,6,84.0,5,1,36.0,2,2.0,14.0,7.0,7.0,1.17,0.17,13.0,6.1,7.0,1.16,0.81,Matches
Vitor Carvalho,br BRA,MF,26-217,11,507.0,46.0,40.2,5.6,6,71.0,2,5,17.0,3,2.09,17.0,8.0,9.0,1.6,0.88,9.7,6.9,2.8,0.49,-0.35,Matches
Pizzi,pt POR,"MF,FW",34-085,12,473.0,39.0,37.5,5.3,6,60.0,0,6,19.0,2,2.42,16.0,6.0,10.0,1.9,1.33,13.3,7.9,5.4,1.02,0.52,Matches
Paulo Oliveira,pt POR,DF,31-356,5,450.0,90.0,35.7,5.0,5,90.0,5,0,,1,1.8,14.0,9.0,5.0,1.0,-0.11,10.1,7.8,2.3,0.47,-0.36,Matches
Abel Ruiz,es ESP,"FW,MF",23-336,11,553.0,50.0,43.9,6.1,4,85.0,2,7,30.0,2,1.82,14.0,11.0,3.0,0.49,-1.04,10.7,10.5,0.1,0.02,-1.21,Matches
André Horta,pt POR,MF,27-053,11,446.0,41.0,35.4,5.0,4,60.0,0,7,30.0,2,2.09,12.0,6.0,6.0,1.21,0.22,8.7,5.8,2.9,0.58,-0.19,Matches
João Moutinho,pt POR,MF,37-113,11,427.0,39.0,33.9,4.7,4,75.0,2,7,18.0,1,2.09,13.0,7.0,6.0,1.26,0.29,11.2,6.3,4.9,1.04,0.52,Matches
Adrián Marín,es ESP,DF,26-355,7,306.0,44.0,24.3,3.4,3,75.0,2,4,20.0,6,2.29,8.0,4.0,4.0,1.18,0.14,5.0,4.5,0.5,0.14,-0.74,Matches
Joe Mendes,se SWE,DF,20-364,5,282.0,56.0,22.4,3.1,3,75.0,1,2,29.0,4,2.0,7.0,6.0,1.0,0.32,-0.97,6.5,5.1,1.4,0.45,-0.32,Matches
Rony Lopes,pt POR,"FW,DF",28-002,9,164.0,18.0,13.0,1.8,1,63.0,0,8,13.0,3,1.89,7.0,3.0,4.0,2.2,1.29,4.7,3.6,1.1,0.62,-0.09,Matches
Roger Fernandes,gw GNB,"DF,FW",18-039,3,58.0,19.0,4.6,0.6,0,,0,3,19.0,0,3.0,4.0,0.0,4.0,6.21,5.38,2.2,0.3,1.9,2.94,2.35,Matches
André Castro,pt POR,MF,35-272,2,40.0,20.0,3.2,0.4,0,,0,2,20.0,4,1.5,1.0,2.0,-1.0,-2.25,-3.43,1.2,0.4,0.8,1.73,1.07,Matches
Diogo Fonseca,pt POR,DF,21-264,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Lukáš Horníček,cz CZE,GK,21-170,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
Tiago Sá,pt POR,GK,28-353,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,28.5,14,1260.0,90.0,100.0,14.0,154,79.0,85,68,24.0,58,2.07,36.0,21.0,15.0,1.07,,30.1,20.3,9.8,0.7,,
Opponent Total,,,26.4,14,1260.0,90.0,100.0,14.0,154,79.0,87,65,21.0,61,0.79,21.0,36.0,-15.0,-1.07,,20.3,30.1,-9.8,-0.7,,
