Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Matheus,br BRA,GK,31-164,14.0,2,0,0,0,7,0,0,0,0,0,0,0,26,1,1,50.0,Matches
Ricardo Horta,pt POR,"FW,MF",29-106,11.6,1,0,0,9,17,2,30,6,6,0,0,0,51,4,7,36.4,Matches
Simon Banza,cd COD,FW,27-139,10.9,1,0,0,18,31,5,3,4,4,1,0,0,16,40,53,43.0,Matches
Cristian Borja,co COL,DF,30-315,10.3,2,0,0,11,9,4,41,8,8,0,0,0,60,11,9,55.0,Matches
Álvaro djaló,es ESP,"FW,MF",24-136,10.2,3,0,0,22,17,3,33,13,7,0,0,0,45,12,9,57.1,Matches
Victor Gomez,es ESP,DF,23-273,8.9,0,0,0,9,11,0,33,13,9,0,0,0,53,8,12,40.0,Matches
José Fonte,pt POR,DF,40-008,9.9,5,0,0,11,2,0,1,10,2,0,0,0,58,19,8,70.4,Matches
Bruma,pt POR,FW,29-067,8.6,1,0,0,5,9,2,8,0,8,0,0,0,44,0,3,0.0,Matches
Almoatasem Al Musrati,ly LBY,MF,27-268,7.7,1,0,0,8,7,0,4,13,12,0,0,0,43,23,10,69.7,Matches
Serdar Saatçı,tr TUR,DF,20-319,7.6,4,0,0,11,4,0,0,24,13,0,0,0,41,19,19,50.0,Matches
Rodrigo Zalazar,uy URU,MF,24-140,6.8,2,0,0,7,13,0,46,2,12,0,0,0,49,11,9,55.0,Matches
Sikou Niakaté,ml MLI,DF,24-173,6.0,2,1,0,7,3,1,0,8,5,0,1,0,41,13,9,59.1,Matches
Vitor Carvalho,br BRA,MF,26-217,5.6,2,0,0,12,2,0,1,7,9,0,0,0,41,13,13,50.0,Matches
Pizzi,pt POR,"MF,FW",34-085,5.3,0,0,0,2,7,2,23,0,1,0,0,0,23,4,6,40.0,Matches
Paulo Oliveira,pt POR,DF,31-356,5.0,1,0,0,7,0,0,2,15,4,0,0,0,30,9,9,50.0,Matches
Abel Ruiz,es ESP,"FW,MF",23-336,6.1,3,0,0,8,5,1,4,0,1,0,1,0,12,4,16,20.0,Matches
André Horta,pt POR,MF,27-053,5.0,0,0,0,6,7,0,25,1,5,0,0,0,39,0,1,0.0,Matches
João Moutinho,pt POR,MF,37-113,4.7,4,0,0,11,5,0,15,7,6,0,0,0,43,7,2,77.8,Matches
Adrián Marín,es ESP,DF,26-355,3.4,0,0,0,2,2,0,9,4,3,0,0,0,28,13,3,81.3,Matches
Joe Mendes,se SWE,DF,20-364,3.1,0,0,0,3,1,0,6,1,4,0,0,0,14,2,3,40.0,Matches
Rony Lopes,pt POR,"FW,DF",28-002,1.8,0,0,0,3,1,0,8,1,0,0,0,0,10,1,2,33.3,Matches
Roger Fernandes,gw GNB,"DF,FW",18-039,0.6,0,0,0,0,2,1,8,0,3,0,0,0,8,1,1,50.0,Matches
André Castro,pt POR,MF,35-272,0.4,0,0,0,1,3,0,0,1,0,0,0,0,2,2,2,50.0,Matches
Squad Total,,,28.5,14.0,34,1,0,173,165,21,300,138,122,1,2,0,777,217,207,51.2,
Opponent Total,,,26.4,14.0,39,2,1,173,167,31,211,136,129,2,3,1,753,207,217,48.8,
