Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Matheus,br BRA,GK,31-164,14.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ricardo Horta,pt POR,"FW,MF",29-106,11.6,7,39,16,41.0,3.37,1.38,0.18,0.44,17.0,3,0,0,4.2,4.2,0.11,2.8,2.8,Matches
Simon Banza,cd COD,FW,27-139,10.9,13,44,21,47.7,4.02,1.92,0.27,0.57,11.6,0,1,1,9.8,9.1,0.21,3.2,2.9,Matches
Cristian Borja,co COL,DF,30-315,10.3,0,1,0,0.0,0.1,0.0,0.0,,8.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Álvaro djaló,es ESP,"FW,MF",24-136,10.2,5,37,17,45.9,3.64,1.67,0.14,0.29,18.2,6,0,0,4.9,4.9,0.13,0.1,0.1,Matches
Victor Gomez,es ESP,DF,23-273,8.9,0,4,2,50.0,0.45,0.22,0.0,0.0,19.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
José Fonte,pt POR,DF,40-008,9.9,0,5,1,20.0,0.51,0.1,0.0,0.0,13.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Bruma,pt POR,FW,29-067,8.6,2,27,7,25.9,3.13,0.81,0.07,0.29,17.6,0,0,0,2.8,2.8,0.1,-0.8,-0.8,Matches
Almoatasem Al Musrati,ly LBY,MF,27-268,7.7,3,17,4,23.5,2.22,0.52,0.06,0.25,18.0,0,2,2,2.4,0.8,0.05,0.6,0.2,Matches
Serdar Saatçı,tr TUR,DF,20-319,7.6,0,5,1,20.0,0.66,0.13,0.0,0.0,14.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Rodrigo Zalazar,uy URU,MF,24-140,6.8,0,11,1,9.1,1.62,0.15,0.0,0.0,20.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Sikou Niakaté,ml MLI,DF,24-173,6.0,0,3,0,0.0,0.5,0.0,0.0,,10.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Vitor Carvalho,br BRA,MF,26-217,5.6,0,6,1,16.7,1.07,0.18,0.0,0.0,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Pizzi,pt POR,"MF,FW",34-085,5.3,1,10,3,30.0,1.9,0.57,0.1,0.33,18.3,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
Paulo Oliveira,pt POR,DF,31-356,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Abel Ruiz,es ESP,"FW,MF",23-336,6.1,1,16,5,31.3,2.6,0.81,0.06,0.2,14.7,0,0,0,2.1,2.1,0.13,-1.1,-1.1,Matches
André Horta,pt POR,MF,27-053,5.0,2,11,4,36.4,2.22,0.81,0.18,0.5,25.1,1,0,0,0.4,0.4,0.04,1.6,1.6,Matches
João Moutinho,pt POR,MF,37-113,4.7,0,2,0,0.0,0.42,0.0,0.0,,27.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Adrián Marín,es ESP,DF,26-355,3.4,0,2,0,0.0,0.59,0.0,0.0,,13.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Joe Mendes,se SWE,DF,20-364,3.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rony Lopes,pt POR,"FW,DF",28-002,1.8,1,9,3,33.3,4.94,1.65,0.11,0.33,16.2,0,0,0,0.9,0.9,0.1,0.1,0.1,Matches
Roger Fernandes,gw GNB,"DF,FW",18-039,0.6,0,3,2,66.7,4.66,3.1,0.0,0.0,20.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
André Castro,pt POR,MF,35-272,0.4,0,1,0,0.0,2.25,0.0,0.0,,17.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Squad Total,,,28.5,14.0,35,253,88,34.8,18.07,6.29,0.13,0.36,16.6,10,3,3,30.1,28.1,0.11,4.9,3.9,
Opponent Total,,,26.4,14.0,21,161,56,34.8,11.5,4.0,0.12,0.36,17.3,5,1,2,20.3,18.8,0.12,0.7,1.2,
