Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Matheus,br BRA,GK,31-164,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardo Horta,pt POR,"FW,MF",29-106,12,12,1042.0,11.6,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,4.2,4.2,3.8,8.0,20.0,74.0,99.0,0.6,0.17,0.78,0.6,0.78,0.37,0.33,0.7,0.37,0.7,Matches
Simon Banza,cd COD,FW,27-139,14,11,985.0,10.9,13.0,3.0,16.0,12.0,1.0,1.0,1.0,0.0,9.8,9.1,1.6,10.6,3.0,15.0,71.0,1.19,0.27,1.46,1.1,1.37,0.9,0.14,1.04,0.83,0.97,Matches
Cristian Borja,co COL,DF,30-315,12,11,927.0,10.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,1.5,25.0,62.0,68.0,0.0,0.19,0.19,0.0,0.19,0.0,0.15,0.15,0.0,0.15,Matches
Álvaro djaló,es ESP,"FW,MF",24-136,14,11,914.0,10.2,5.0,3.0,8.0,5.0,0.0,0.0,3.0,0.0,4.9,4.9,2.6,7.6,38.0,29.0,98.0,0.49,0.3,0.79,0.49,0.79,0.49,0.26,0.75,0.49,0.75,Matches
Victor Gomez,es ESP,DF,23-273,11,11,801.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.2,2.4,15.0,64.0,76.0,0.0,0.11,0.11,0.0,0.11,0.03,0.25,0.27,0.03,0.27,Matches
José Fonte,pt POR,DF,40-008,10,9,888.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.2,6.0,47.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Bruma,pt POR,FW,29-067,12,9,777.0,8.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.8,2.8,0.8,3.6,48.0,48.0,102.0,0.23,0.12,0.35,0.23,0.35,0.33,0.09,0.42,0.33,0.42,Matches
Almoatasem Al Musrati,ly LBY,MF,27-268,9,8,689.0,7.7,3.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,2.4,0.8,0.3,1.2,4.0,70.0,4.0,0.39,0.0,0.39,0.13,0.13,0.31,0.05,0.36,0.11,0.15,Matches
Serdar Saatçı,tr TUR,DF,20-319,8,8,684.0,7.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.6,2.0,14.0,2.0,0.0,0.26,0.26,0.0,0.26,0.03,0.05,0.08,0.03,0.08,Matches
