Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Matheus,br BRA,GK,31-164,14.0,507,370,137,35,0,1,0,0,0,0,0,0,381,0,0,Matches
Ricardo Horta,pt POR,"FW,MF",29-106,11.6,538,509,25,4,2,3,30,13,4,0,2,0,433,4,12,Matches
Simon Banza,cd COD,FW,27-139,10.9,172,160,12,0,0,1,3,4,0,0,0,0,121,0,4,Matches
Cristian Borja,co COL,DF,30-315,10.3,721,585,135,14,0,1,41,106,15,1,3,0,597,1,16,Matches
Álvaro djaló,es ESP,"FW,MF",24-136,10.2,263,253,6,1,1,0,33,5,0,0,0,0,176,4,17,Matches
Victor Gomez,es ESP,DF,23-273,8.9,514,435,78,7,0,3,33,71,0,0,0,0,428,1,8,Matches
José Fonte,pt POR,DF,40-008,9.9,615,594,21,19,0,2,1,2,0,0,0,0,522,0,4,Matches
Bruma,pt POR,FW,29-067,8.6,398,379,17,1,2,1,8,16,0,0,0,0,312,2,15,Matches
Almoatasem Al Musrati,ly LBY,MF,27-268,7.7,530,511,18,17,4,5,4,0,0,0,0,0,450,1,6,Matches
Serdar Saatçı,tr TUR,DF,20-319,7.6,496,469,27,14,0,3,0,13,0,0,0,0,438,0,2,Matches
Rodrigo Zalazar,uy URU,MF,24-140,6.8,462,402,59,23,3,6,46,4,29,9,15,0,379,1,7,Matches
Sikou Niakaté,ml MLI,DF,24-173,6.0,341,329,11,10,0,1,0,0,0,0,0,0,273,1,3,Matches
Vitor Carvalho,br BRA,MF,26-217,5.6,326,316,9,4,1,0,1,5,0,0,0,0,276,1,4,Matches
Pizzi,pt POR,"MF,FW",34-085,5.3,324,295,29,7,1,0,23,0,13,6,6,0,279,0,7,Matches
Paulo Oliveira,pt POR,DF,31-356,5.0,351,335,14,6,0,0,2,5,0,0,0,0,293,2,1,Matches
Abel Ruiz,es ESP,"FW,MF",23-336,6.1,144,137,7,0,0,0,4,2,0,0,0,0,119,0,2,Matches
André Horta,pt POR,MF,27-053,5.0,460,426,33,11,1,6,25,5,16,5,6,0,392,1,2,Matches
João Moutinho,pt POR,MF,37-113,4.7,421,398,22,14,3,0,15,0,7,4,3,0,357,1,7,Matches
Adrián Marín,es ESP,DF,26-355,3.4,209,180,29,0,0,2,9,29,0,0,0,0,159,0,8,Matches
Joe Mendes,se SWE,DF,20-364,3.1,155,130,25,1,0,1,6,24,0,0,0,0,114,0,2,Matches
Rony Lopes,pt POR,"FW,DF",28-002,1.8,93,83,9,0,0,0,8,2,4,3,0,0,65,1,2,Matches
Roger Fernandes,gw GNB,"DF,FW",18-039,0.6,53,47,6,0,0,0,8,6,0,0,0,0,42,0,1,Matches
André Castro,pt POR,MF,35-272,0.4,34,32,2,2,0,0,0,0,0,0,0,0,29,0,1,Matches
Squad Total,,,28.5,14.0,8127,7375,731,190,18,36,300,312,88,28,35,0,6635,21,131,
Opponent Total,,,26.4,14.0,5395,4631,733,183,29,48,211,306,56,24,16,1,3917,31,120,
