Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Nicolás Castro,ar ARG,MF,32.0,22.1,,,,,,,,,,,,,,,,,Matches
Ramiro Macagno,ar ARG,GK,25.0,22.0,6.0,0.27,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sasha Marcich,ar ARG,"DF,MF",24.0,21.1,40.0,1.9,23.0,9.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vicente Taborda,ar ARG,"MF,FW",21.0,19.7,86.0,4.37,48.0,17.0,11.0,1.0,8.0,1.0,8.0,0.41,4.0,1.0,1.0,0.0,2.0,0.0,Matches
Nicolás Servetto,ar ARG,FW,26.0,18.1,32.0,1.77,23.0,0.0,2.0,4.0,3.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Ronaldo Martínez,py PAR,"FW,MF",26.0,16.4,31.0,1.89,24.0,0.0,2.0,5.0,0.0,0.0,5.0,0.3,3.0,0.0,0.0,2.0,0.0,0.0,Matches
Ignacio Vázquez,ar ARG,DF,25.0,17.9,,,,,,,,,,,,,,,,,Matches
Marco Pellegrino,,DF,,16.9,6.0,0.35,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nicolás Morgantini,ar ARG,DF,28.0,16.7,28.0,1.67,21.0,4.0,1.0,2.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Iván Rossi,ar ARG,MF,29.0,14.6,14.0,0.96,8.0,1.0,0.0,2.0,2.0,1.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Franco Díaz,ar ARG,MF,22.0,14.1,32.0,2.27,24.0,1.0,4.0,1.0,2.0,0.0,1.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Juan Infante,ar ARG,DF,27.0,12.0,12.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Baldassarra,ar ARG,"MF,FW",24.0,11.5,25.0,2.18,16.0,3.0,0.0,2.0,4.0,0.0,3.0,0.26,1.0,1.0,0.0,1.0,0.0,0.0,Matches
Gastón Suso,ar ARG,DF,31.0,11.2,6.0,0.53,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Mauro Quiroga,ar ARG,FW,33.0,9.3,20.0,2.15,19.0,0.0,1.0,0.0,0.0,0.0,3.0,0.32,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Jerónimo Cacciabue,ar ARG,MF,25.0,8.8,,,,,,,,,,,,,,,,,Matches
Miguel Jacquet Duarte,py PAR,DF,27.0,8.5,8.0,0.94,3.0,1.0,0.0,4.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Ignacio Arce,ar ARG,GK,30.0,5.0,,,,,,,,,,,,,,,,,Matches
Raúl Lozano,ar ARG,DF,25.0,4.9,6.0,1.22,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonzalo Asis,ar ARG,DF,26.0,4.8,9.0,1.87,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maximiliano Zalazar,ar ARG,"MF,FW",21.0,4.6,10.0,2.16,6.0,0.0,3.0,1.0,0.0,0.0,1.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Ignacio Schor,ar ARG,"MF,FW",22.0,5.6,8.0,1.43,3.0,0.0,2.0,1.0,2.0,0.0,2.0,0.36,0.0,0.0,0.0,1.0,1.0,0.0,Matches
Gonzalo Valdivia,ar ARG,"MF,DF",21.0,2.5,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Pignani,ar ARG,"DF,FW",21.0,2.4,3.0,1.23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustín Alonso,,MF,,2.6,,,,,,,,,,,,,,,,,Matches
Alexis Sabella,ar ARG,MF,22.0,1.9,7.0,3.71,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nadir Zeineddin,ar ARG,FW,22.0,1.5,6.0,3.91,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alejo Monje,ar ARG,FW,21.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.6,27.0,396.0,14.67,261.0,45.0,33.0,26.0,29.0,2.0,34.0,1.26,20.0,2.0,2.0,7.0,3.0,0.0,
Opponent Total,,,26.9,27.0,532.0,19.7,363.0,65.0,20.0,39.0,33.0,12.0,44.0,1.63,26.0,2.0,3.0,7.0,5.0,1.0,
