Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Nicolás Castro,ar ARG,MF,32.0,22.1,,,,,,,90,,,,,,,,,Matches
Ramiro Macagno,ar ARG,GK,25.0,22.0,629.0,339.0,289.0,93.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,383.0,1.0,0.0,Matches
Sasha Marcich,ar ARG,"DF,MF",24.0,21.1,766.0,572.0,192.0,22.0,0.0,4.0,71,160.0,10.0,1.0,8.0,0.0,466.0,2.0,22.0,Matches
Vicente Taborda,ar ARG,"MF,FW",21.0,19.7,774.0,661.0,109.0,43.0,5.0,8.0,82,10.0,49.0,10.0,34.0,0.0,497.0,4.0,37.0,Matches
Nicolás Servetto,ar ARG,FW,26.0,18.1,328.0,311.0,17.0,0.0,1.0,3.0,4,1.0,0.0,0.0,0.0,0.0,219.0,0.0,13.0,Matches
Ronaldo Martínez,py PAR,"FW,MF",26.0,16.4,397.0,391.0,4.0,0.0,1.0,0.0,23,2.0,0.0,0.0,0.0,0.0,235.0,2.0,20.0,Matches
Ignacio Vázquez,ar ARG,DF,25.0,17.9,,,,,,,5,,,,,,,,,Matches
Marco Pellegrino,,DF,,16.9,553.0,535.0,16.0,14.0,0.0,2.0,2,2.0,0.0,0.0,0.0,0.0,354.0,2.0,9.0,Matches
Nicolás Morgantini,ar ARG,DF,28.0,16.7,674.0,468.0,203.0,5.0,0.0,1.0,48,198.0,0.0,0.0,0.0,0.0,449.0,3.0,29.0,Matches
Iván Rossi,ar ARG,MF,29.0,14.6,570.0,541.0,28.0,23.0,0.0,3.0,2,4.0,0.0,0.0,0.0,0.0,447.0,1.0,7.0,Matches
Franco Díaz,ar ARG,MF,22.0,14.1,567.0,538.0,28.0,22.0,1.0,4.0,25,5.0,1.0,0.0,0.0,0.0,410.0,1.0,19.0,Matches
Juan Infante,ar ARG,DF,27.0,12.0,511.0,359.0,152.0,8.0,0.0,1.0,32,144.0,0.0,0.0,0.0,0.0,320.0,0.0,31.0,Matches
Franco Baldassarra,ar ARG,"MF,FW",24.0,11.5,288.0,271.0,13.0,6.0,0.0,1.0,9,3.0,4.0,2.0,1.0,0.0,181.0,4.0,7.0,Matches
Gastón Suso,ar ARG,DF,31.0,11.2,438.0,423.0,14.0,14.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,319.0,1.0,3.0,Matches
Mauro Quiroga,ar ARG,FW,33.0,9.3,214.0,205.0,9.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,135.0,0.0,3.0,Matches
Jerónimo Cacciabue,ar ARG,MF,25.0,8.8,,,,,,,5,,,,,,,,,Matches
Miguel Jacquet Duarte,py PAR,DF,27.0,8.5,209.0,198.0,10.0,7.0,0.0,2.0,1,3.0,0.0,0.0,0.0,0.0,114.0,1.0,2.0,Matches
Ignacio Arce,ar ARG,GK,30.0,5.0,,,,,,,0,,,,,,,,,Matches
Raúl Lozano,ar ARG,DF,25.0,4.9,219.0,173.0,46.0,1.0,0.0,2.0,22,45.0,0.0,0.0,0.0,0.0,147.0,0.0,9.0,Matches
Gonzalo Asis,ar ARG,DF,26.0,4.8,198.0,131.0,67.0,4.0,0.0,1.0,17,63.0,0.0,0.0,0.0,0.0,116.0,0.0,5.0,Matches
Maximiliano Zalazar,ar ARG,"MF,FW",21.0,4.6,96.0,94.0,2.0,1.0,0.0,2.0,19,0.0,1.0,0.0,1.0,0.0,56.0,0.0,3.0,Matches
Ignacio Schor,ar ARG,"MF,FW",22.0,5.6,97.0,96.0,1.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,Matches
Gonzalo Valdivia,ar ARG,"MF,DF",21.0,2.5,51.0,41.0,10.0,0.0,0.0,0.0,6,10.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,Matches
Juan Pignani,ar ARG,"DF,FW",21.0,2.4,92.0,90.0,2.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,Matches
Agustín Alonso,,MF,,2.6,,,,,,,3,,,,,,,,,Matches
Alexis Sabella,ar ARG,MF,22.0,1.9,79.0,68.0,10.0,2.0,0.0,0.0,8,3.0,5.0,1.0,3.0,0.0,42.0,1.0,4.0,Matches
Nadir Zeineddin,ar ARG,FW,22.0,1.5,31.0,29.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,Matches
Alejo Monje,ar ARG,FW,21.0,0.1,1.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Squad Total,,,26.6,27.0,7782.0,6535.0,1224.0,267.0,9.0,37.0,483,655.0,70.0,14.0,47.0,0.0,5075.0,23.0,231.0,
Opponent Total,,,26.9,27.0,11845.0,10295.0,1488.0,340.0,31.0,106.0,554,750.0,122.0,28.0,72.0,2.0,8431.0,62.0,305.0,
