Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Nicolás Castro,ar ARG,MF,32.0,22.1,7,0,0,27,30,0,90,27,33,,,0,,,,,Matches
Ramiro Macagno,ar ARG,GK,25.0,22.0,0,0,0,1,1,0,0,1,0,0.0,1.0,0,18.0,2.0,0.0,100.0,Matches
Sasha Marcich,ar ARG,"DF,MF",24.0,21.1,2,0,0,20,20,1,71,13,28,0.0,0.0,0,95.0,32.0,35.0,47.8,Matches
Vicente Taborda,ar ARG,"MF,FW",21.0,19.7,5,0,0,22,48,1,82,8,26,1.0,0.0,0,155.0,10.0,20.0,33.3,Matches
Nicolás Servetto,ar ARG,FW,26.0,18.1,2,0,0,19,23,14,4,1,6,0.0,0.0,0,42.0,37.0,109.0,25.3,Matches
Ronaldo Martínez,py PAR,"FW,MF",26.0,16.4,6,0,0,18,14,1,23,11,8,0.0,0.0,0,74.0,57.0,62.0,47.9,Matches
Ignacio Vázquez,ar ARG,DF,25.0,17.9,3,0,0,11,18,0,5,33,23,,,0,,,,,Matches
Marco Pellegrino,,DF,,16.9,3,0,0,13,2,0,2,20,19,0.0,0.0,0,106.0,52.0,37.0,58.4,Matches
Nicolás Morgantini,ar ARG,DF,28.0,16.7,4,0,0,17,10,3,48,13,22,0.0,0.0,0,89.0,11.0,26.0,29.7,Matches
Iván Rossi,ar ARG,MF,29.0,14.6,2,0,0,24,18,0,2,32,37,0.0,0.0,0,137.0,32.0,19.0,62.7,Matches
Franco Díaz,ar ARG,MF,22.0,14.1,7,0,0,30,16,0,25,17,28,0.0,0.0,0,133.0,16.0,16.0,50.0,Matches
Juan Infante,ar ARG,DF,27.0,12.0,2,0,0,16,7,1,32,16,15,0.0,0.0,0,55.0,30.0,17.0,63.8,Matches
Franco Baldassarra,ar ARG,"MF,FW",24.0,11.5,3,0,0,25,28,0,9,4,12,0.0,0.0,0,67.0,9.0,22.0,29.0,Matches
Gastón Suso,ar ARG,DF,31.0,11.2,7,0,0,11,4,0,0,27,10,0.0,0.0,0,60.0,35.0,26.0,57.4,Matches
Mauro Quiroga,ar ARG,FW,33.0,9.3,0,0,0,7,6,6,2,0,0,0.0,0.0,0,20.0,73.0,70.0,51.0,Matches
Jerónimo Cacciabue,ar ARG,MF,25.0,8.8,4,0,0,12,3,0,5,6,14,,,0,,,,,Matches
Miguel Jacquet Duarte,py PAR,DF,27.0,8.5,1,1,0,12,8,0,1,8,4,0.0,0.0,0,28.0,52.0,14.0,78.8,Matches
Ignacio Arce,ar ARG,GK,30.0,5.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Raúl Lozano,ar ARG,DF,25.0,4.9,1,1,0,9,5,0,22,0,10,0.0,0.0,0,37.0,9.0,4.0,69.2,Matches
Gonzalo Asis,ar ARG,DF,26.0,4.8,1,0,0,7,3,1,17,8,7,0.0,0.0,0,19.0,6.0,10.0,37.5,Matches
Maximiliano Zalazar,ar ARG,"MF,FW",21.0,4.6,1,0,0,6,2,2,19,4,4,0.0,0.0,0,17.0,2.0,3.0,40.0,Matches
Ignacio Schor,ar ARG,"MF,FW",22.0,5.6,2,0,0,23,9,3,7,2,6,1.0,0.0,0,21.0,8.0,19.0,29.6,Matches
Gonzalo Valdivia,ar ARG,"MF,DF",21.0,2.5,1,0,0,2,2,0,6,3,2,0.0,0.0,0,11.0,4.0,5.0,44.4,Matches
Juan Pignani,ar ARG,"DF,FW",21.0,2.4,0,0,0,4,1,0,0,0,6,0.0,2.0,0,12.0,6.0,3.0,66.7,Matches
Agustín Alonso,,MF,,2.6,0,0,0,4,2,0,3,1,3,,,0,,,,,Matches
Alexis Sabella,ar ARG,MF,22.0,1.9,2,0,0,4,5,0,8,0,1,0.0,0.0,0,16.0,1.0,4.0,20.0,Matches
Nadir Zeineddin,ar ARG,FW,22.0,1.5,2,0,0,6,4,0,0,0,2,0.0,0.0,0,3.0,7.0,9.0,43.8,Matches
Alejo Monje,ar ARG,FW,21.0,0.1,0,0,0,0,0,0,0,1,1,0.0,0.0,0,2.0,0.0,0.0,,Matches
Squad Total,,,26.6,27.0,68,2,0,350,289,33,483,256,327,2.0,3.0,0,1217.0,491.0,530.0,48.1,
Opponent Total,,,26.9,27.0,46,2,0,316,334,65,554,219,298,3.0,3.0,0,1601.0,560.0,563.0,49.9,
