Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Nicolás Castro,ar ARG,MF,32.0,22.1,4,29,9,31.0,1.31,0.41,0.14,0.44,,,0,0,,,,,,Matches
Ramiro Macagno,ar ARG,GK,25.0,22.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Sasha Marcich,ar ARG,"DF,MF",24.0,21.1,2,17,6,35.3,0.81,0.28,0.12,0.33,19.0,0.0,0,0,1.5,1.5,0.09,0.5,0.5,Matches
Vicente Taborda,ar ARG,"MF,FW",21.0,19.7,2,25,5,20.0,1.27,0.25,0.04,0.2,24.6,3.0,1,1,1.8,1.0,0.04,0.2,0.0,Matches
Nicolás Servetto,ar ARG,FW,26.0,18.1,6,43,14,32.6,2.38,0.77,0.12,0.36,13.4,0.0,1,1,6.7,5.9,0.14,-0.7,-0.9,Matches
Ronaldo Martínez,py PAR,"FW,MF",26.0,16.4,3,29,12,41.4,1.77,0.73,0.1,0.25,17.7,0.0,0,0,2.8,2.8,0.1,0.2,0.2,Matches
Ignacio Vázquez,ar ARG,DF,25.0,17.9,0,9,2,22.2,0.5,0.11,0.0,0.0,,,0,0,,,,,,Matches
Marco Pellegrino,,DF,,16.9,1,7,3,42.9,0.41,0.18,0.14,0.33,15.4,0.0,0,0,0.5,0.5,0.08,0.5,0.5,Matches
Nicolás Morgantini,ar ARG,DF,28.0,16.7,1,9,1,11.1,0.54,0.06,0.11,1.0,20.8,0.0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
Iván Rossi,ar ARG,MF,29.0,14.6,0,9,1,11.1,0.62,0.07,0.0,0.0,29.5,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Franco Díaz,ar ARG,MF,22.0,14.1,1,17,5,29.4,1.21,0.36,0.06,0.2,29.1,0.0,0,0,0.4,0.4,0.02,0.6,0.6,Matches
Juan Infante,ar ARG,DF,27.0,12.0,0,6,2,33.3,0.5,0.17,0.0,0.0,18.3,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Franco Baldassarra,ar ARG,"MF,FW",24.0,11.5,2,22,8,36.4,1.91,0.7,0.09,0.25,22.0,0.0,0,0,1.7,1.7,0.08,0.3,0.3,Matches
Gastón Suso,ar ARG,DF,31.0,11.2,1,5,3,60.0,0.45,0.27,0.2,0.33,20.0,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Mauro Quiroga,ar ARG,FW,33.0,9.3,1,10,4,40.0,1.07,0.43,0.0,0.0,12.9,0.0,1,1,1.6,0.9,0.09,-0.6,-0.9,Matches
Jerónimo Cacciabue,ar ARG,MF,25.0,8.8,0,6,0,0.0,0.68,0.0,0.0,,,,0,0,,,,,,Matches
Miguel Jacquet Duarte,py PAR,DF,27.0,8.5,0,8,4,50.0,0.94,0.47,0.0,0.0,14.7,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Ignacio Arce,ar ARG,GK,30.0,5.0,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches
Raúl Lozano,ar ARG,DF,25.0,4.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Asis,ar ARG,DF,26.0,4.8,0,2,1,50.0,0.42,0.21,0.0,0.0,19.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Maximiliano Zalazar,ar ARG,"MF,FW",21.0,4.6,1,14,2,14.3,3.03,0.43,0.07,0.5,25.4,0.0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Ignacio Schor,ar ARG,"MF,FW",22.0,5.6,0,7,3,42.9,1.25,0.54,0.0,0.0,16.5,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Gonzalo Valdivia,ar ARG,"MF,DF",21.0,2.5,1,1,1,100.0,0.39,0.39,1.0,1.0,5.8,0.0,0,0,0.3,0.3,0.33,0.7,0.7,Matches
Juan Pignani,ar ARG,"DF,FW",21.0,2.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Agustín Alonso,,MF,,2.6,0,6,2,33.3,2.32,0.77,0.0,0.0,,,0,0,,,,,,Matches
Alexis Sabella,ar ARG,MF,22.0,1.9,0,8,3,37.5,4.26,1.6,0.0,0.0,29.8,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Nadir Zeineddin,ar ARG,FW,22.0,1.5,0,3,0,0.0,1.97,0.0,0.0,,15.0,0.0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
Alejo Monje,ar ARG,FW,21.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.6,27.0,26,292,91,31.2,10.81,3.37,0.08,0.25,16.5,4.0,3,3,21.9,19.6,0.08,4.1,3.4,
Opponent Total,,,26.9,27.0,29,321,95,29.6,11.89,3.52,0.08,0.27,18.6,13.0,3,4,32.5,29.3,0.09,-3.5,-3.3,
