Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Antonio Adán,es ESP,GK,36-231,14.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ousmane Diomande,ci CIV,DF,20-026,13.4,1,10,3,30.0,0.74,0.22,0.1,0.33,7.9,0,0,0,0.9,0.9,0.09,0.1,0.1,Matches
Pedro Gonçalves,pt POR,"FW,MF",25-185,13.3,4,42,15,35.7,3.16,1.13,0.1,0.27,18.2,4,0,0,5.4,5.4,0.13,-1.4,-1.4,Matches
Viktor Gyökeres,se SWE,FW,25-209,12.9,10,36,15,41.7,2.78,1.16,0.22,0.53,15.5,1,2,2,5.8,4.2,0.12,4.2,3.8,Matches
Hidemasa Morita,jp JPN,MF,28-234,12.9,1,10,3,30.0,0.78,0.23,0.1,0.33,14.9,0,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches
Gonçalo Inácio,pt POR,DF,22-127,12.4,1,5,2,40.0,0.4,0.16,0.2,0.5,11.4,0,0,0,0.5,0.5,0.1,0.5,0.5,Matches
Sebastián Coates,uy URU,DF,33-084,10.5,0,11,5,45.5,1.05,0.48,0.0,0.0,10.1,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Morten Hjulmand,dk DEN,MF,24-188,10.5,1,9,2,22.2,0.86,0.19,0.11,0.5,20.8,0,0,0,0.9,0.9,0.1,0.1,0.1,Matches
Marcus Edwards,eng ENG,"FW,MF",25-027,9.8,2,19,9,47.4,1.94,0.92,0.11,0.22,17.8,0,0,0,1.8,1.8,0.09,0.2,0.2,Matches
Ricardo Esgaio,pt POR,"MF,DF",30-228,8.7,0,4,0,0.0,0.46,0.0,0.0,,19.5,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
Nuno Santos,pt POR,"MF,DF",28-320,7.9,1,14,5,35.7,1.76,0.63,0.07,0.2,18.8,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches
Matheus Reis,br BRA,"DF,MF",28-315,7.8,0,1,0,0.0,0.13,0.0,0.0,,18.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Geny Catamo,mz MOZ,"MF,DF",22-338,5.9,1,11,2,18.2,1.86,0.34,0.09,0.5,17.7,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
Paulinho,pt POR,FW,31-051,5.4,6,24,14,58.3,4.47,2.61,0.25,0.43,13.4,0,0,0,3.6,3.6,0.15,2.4,2.4,Matches
Daniel Bragança,pt POR,MF,24-217,2.3,1,7,2,28.6,3.1,0.89,0.14,0.5,17.5,0,0,0,0.8,0.8,0.11,0.2,0.2,Matches
Francisco Trincão,pt POR,"FW,MF",24-001,2.4,0,12,3,25.0,5.0,1.25,0.0,0.0,19.2,1,0,0,1.1,1.1,0.09,-1.1,-1.1,Matches
Eduardo Quaresma,pt POR,DF,21-303,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jerry St. Juste,nl NED,DF,27-072,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Afonso Bastardo,pt POR,MF,18-286,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Iván Fresneda,es ESP,MF,19-093,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luís Neto,pt POR,DF,35-218,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mateus Fernandes,pt POR,FW,19-173,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.2,14.0,29,215,80,37.2,15.36,5.71,0.13,0.34,16.2,6,2,2,25.0,23.6,0.11,4.0,3.4,
Opponent Total,,,27.0,14.0,15,118,38,32.2,8.43,2.71,0.11,0.34,21.5,5,2,2,11.6,10.0,0.09,3.4,3.0,
