Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Antonio Adán,es ESP,GK,36-231,14.0,327,412,79.4,8286,5817,66,66,100.0,184,187,98.4,77,159,48.4,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Ousmane Diomande,ci CIV,DF,20-026,13.4,874,967,90.4,15501,5064,356,374,95.2,456,491,92.9,51,76,67.1,1,0.2,0.3,0.8,6,87,5,0,70,Matches
Pedro Gonçalves,pt POR,"FW,MF",25-185,13.3,395,551,71.7,6505,2331,216,246,87.8,113,156,72.4,43,91,47.3,3,3.7,4.2,-0.7,30,37,21,4,77,Matches
Viktor Gyökeres,se SWE,FW,25-209,12.9,254,343,74.1,3082,466,170,209,81.3,59,78,75.6,8,18,44.4,5,1.9,2.2,3.1,18,10,8,0,26,Matches
Hidemasa Morita,jp JPN,MF,28-234,12.9,568,660,86.1,8979,2545,312,343,91.0,207,233,88.8,35,58,60.3,2,1.1,1.4,0.9,10,62,14,2,73,Matches
Gonçalo Inácio,pt POR,DF,22-127,12.4,981,1119,87.7,17469,6754,414,447,92.6,485,517,93.8,73,128,57.0,0,0.1,0.4,-0.1,3,104,3,1,96,Matches
Sebastián Coates,uy URU,DF,33-084,10.5,641,720,89.0,10964,4350,286,304,94.1,317,338,93.8,35,67,52.2,0,0.3,0.3,-0.3,3,30,0,0,33,Matches
Morten Hjulmand,dk DEN,MF,24-188,10.5,567,659,86.0,8667,2300,315,347,90.8,216,242,89.3,25,42,59.5,1,0.6,0.5,0.4,11,53,8,0,59,Matches
Marcus Edwards,eng ENG,"FW,MF",25-027,9.8,246,328,75.0,3566,1262,141,161,87.6,67,90,74.4,19,33,57.6,3,4.6,3.6,-1.6,35,17,28,9,50,Matches
Ricardo Esgaio,pt POR,"MF,DF",30-228,8.7,408,537,76.0,6691,2282,214,240,89.2,154,217,71.0,33,51,64.7,2,1.3,1.5,0.7,13,30,14,9,29,Matches
Nuno Santos,pt POR,"MF,DF",28-320,7.9,383,505,75.8,6482,1573,199,219,90.9,147,194,75.8,35,63,55.6,2,2.0,2.5,0.0,13,16,16,4,37,Matches
Matheus Reis,br BRA,"DF,MF",28-315,7.8,427,510,83.7,6440,1961,257,274,93.8,141,170,82.9,22,51,43.1,2,0.8,0.7,1.2,9,40,13,5,50,Matches
Geny Catamo,mz MOZ,"MF,DF",22-338,5.9,218,276,79.0,3277,1064,129,147,87.8,75,91,82.4,13,20,65.0,1,1.0,0.9,0.0,7,11,7,1,19,Matches
Paulinho,pt POR,FW,31-051,5.4,102,144,70.8,1789,659,48,59,81.4,40,54,74.1,12,18,66.7,0,0.6,0.8,-0.6,6,21,6,0,28,Matches
Daniel Bragança,pt POR,MF,24-217,2.3,119,130,91.5,1841,367,62,67,92.5,47,50,94.0,7,8,87.5,0,0.2,0.1,-0.2,3,19,2,1,14,Matches
Francisco Trincão,pt POR,"FW,MF",24-001,2.4,95,104,91.3,1378,355,49,49,100.0,40,44,90.9,2,6,33.3,0,0.4,0.3,-0.4,5,8,3,0,14,Matches
Eduardo Quaresma,pt POR,DF,21-303,1.3,44,51,86.3,890,199,13,16,81.3,25,28,89.3,6,7,85.7,0,0.0,0.0,0.0,0,2,0,0,4,Matches
Jerry St. Juste,nl NED,DF,27-072,1.2,52,57,91.2,891,372,24,26,92.3,22,23,95.7,5,7,71.4,0,0.0,0.0,0.0,0,8,1,0,3,Matches
Afonso Bastardo,pt POR,MF,18-286,0.3,6,13,46.2,102,42,3,5,60.0,3,6,50.0,0,2,0.0,0,0.0,0.0,0.0,0,2,1,0,3,Matches
Iván Fresneda,es ESP,MF,19-093,0.1,5,8,62.5,83,28,2,3,66.7,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Luís Neto,pt POR,DF,35-218,0.1,7,7,100.0,175,83,1,1,100.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Mateus Fernandes,pt POR,FW,19-173,0.0,4,7,57.1,47,0,3,3,100.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,27.2,14.0,6723,8108,82.9,113105,39874,3280,3606,91.0,2807,3219,87.2,502,908,55.3,22,18.7,19.6,3.3,172,564,150,36,686,
Opponent Total,,,27.0,14.0,4493,5794,77.5,82521,31748,1907,2187,87.2,2012,2388,84.3,494,954,51.8,8,8.4,8.4,-0.4,87,328,70,18,414,
