Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Antonio Adán,es ESP,GK,36-231,14.0,426,361,418,9,0,0,426,1,1,100.0,0,0.0,258,1383,890,0,0,0,0,0,210,0,Matches
Ousmane Diomande,ci CIV,DF,20-026,13.4,1067,72,407,615,53,18,1067,14,8,57.1,3,21.4,750,3624,2081,15,10,1,8,2,825,2,Matches
Pedro Gonçalves,pt POR,"FW,MF",25-185,13.3,719,3,60,273,394,67,719,41,14,34.1,22,53.7,422,2170,1091,41,32,18,32,16,506,105,Matches
Viktor Gyökeres,se SWE,FW,25-209,12.9,550,12,15,185,359,115,548,78,33,42.3,40,51.3,363,2434,1179,50,33,35,46,26,431,155,Matches
Hidemasa Morita,jp JPN,MF,28-234,12.9,747,17,128,482,144,25,747,11,7,63.6,4,36.4,431,1726,731,10,9,1,18,12,540,25,Matches
Gonçalo Inácio,pt POR,DF,22-127,12.4,1206,97,402,748,64,5,1206,11,7,63.6,3,27.3,859,4187,2737,20,19,0,5,2,925,2,Matches
Sebastián Coates,uy URU,DF,33-084,10.5,817,55,326,477,23,16,817,7,7,100.0,0,0.0,532,1953,1027,4,3,0,5,2,589,0,Matches
Morten Hjulmand,dk DEN,MF,24-188,10.5,758,27,126,502,135,5,758,9,6,66.7,2,22.2,411,1460,570,0,4,0,12,8,514,14,Matches
Marcus Edwards,eng ENG,"FW,MF",25-027,9.8,464,1,21,180,272,49,464,49,20,40.8,23,46.9,333,2436,1301,49,36,24,34,24,354,69,Matches
Ricardo Esgaio,pt POR,"MF,DF",30-228,8.7,609,22,127,278,207,21,609,4,2,50.0,2,50.0,309,1207,534,17,9,5,6,4,356,65,Matches
Nuno Santos,pt POR,"MF,DF",28-320,7.9,559,8,74,206,286,23,559,16,6,37.5,6,37.5,302,1415,638,22,14,5,8,5,328,85,Matches
Matheus Reis,br BRA,"DF,MF",28-315,7.8,566,17,117,301,151,11,566,4,2,50.0,2,50.0,375,1822,1117,26,14,3,4,4,403,57,Matches
Geny Catamo,mz MOZ,"MF,DF",22-338,5.9,353,8,82,133,147,28,353,32,13,40.6,12,37.5,203,1589,981,30,15,13,11,6,195,41,Matches
Paulinho,pt POR,FW,31-051,5.4,201,2,16,103,84,38,201,3,1,33.3,2,66.7,104,587,341,11,7,3,4,6,149,33,Matches
Daniel Bragança,pt POR,MF,24-217,2.3,158,1,20,105,34,6,158,2,2,100.0,0,0.0,98,410,176,3,3,1,2,1,116,1,Matches
Francisco Trincão,pt POR,"FW,MF",24-001,2.4,144,2,14,70,61,8,144,8,3,37.5,4,50.0,91,583,244,6,8,1,5,3,104,18,Matches
Eduardo Quaresma,pt POR,DF,21-303,1.3,70,10,33,36,3,2,70,1,0,0.0,1,100.0,42,150,55,1,1,0,3,0,40,1,Matches
Jerry St. Juste,nl NED,DF,27-072,1.2,69,11,32,30,8,2,69,0,0,,0,,43,170,93,0,0,0,2,0,45,0,Matches
Afonso Bastardo,pt POR,MF,18-286,0.3,20,0,5,5,11,4,20,3,0,0.0,3,100.0,14,130,44,2,1,1,1,1,14,7,Matches
Iván Fresneda,es ESP,MF,19-093,0.1,10,1,2,3,5,0,10,0,0,,0,,4,29,23,1,0,0,1,0,5,2,Matches
Luís Neto,pt POR,DF,35-218,0.1,8,0,6,2,0,0,8,0,0,,0,,5,6,2,0,0,0,0,0,3,0,Matches
Mateus Fernandes,pt POR,FW,19-173,0.0,8,0,1,3,5,0,8,0,0,,0,,3,57,51,0,1,0,0,0,2,0,Matches
Squad Total,,,27.2,14.0,9529,727,2432,4746,2446,443,9527,294,132,44.9,129,43.9,5952,29528,15906,308,219,111,207,122,6654,682,
Opponent Total,,,27.0,14.0,7390,1058,2884,3166,1402,157,7388,231,101,43.7,106,45.9,3695,20454,9655,187,131,33,212,117,4451,409,
