Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Antonio Adán,es ESP,GK,36-231,14.0,0,0,0,1,1,0,1,0,0,0,1,0,12,1,0,100.0,Matches
Ousmane Diomande,ci CIV,DF,20-026,13.4,4,1,1,16,11,0,1,6,14,0,0,0,79,27,10,73.0,Matches
Pedro Gonçalves,pt POR,"FW,MF",25-185,13.3,3,0,0,7,17,4,82,5,14,0,0,0,50,2,8,20.0,Matches
Viktor Gyökeres,se SWE,FW,25-209,12.9,2,0,0,19,40,8,7,1,5,0,0,0,42,21,35,37.5,Matches
Hidemasa Morita,jp JPN,MF,28-234,12.9,3,0,0,23,5,0,7,3,18,0,0,0,75,12,16,42.9,Matches
Gonçalo Inácio,pt POR,DF,22-127,12.4,7,1,1,13,10,0,3,13,11,0,0,0,75,16,28,36.4,Matches
Sebastián Coates,uy URU,DF,33-084,10.5,5,0,0,7,8,0,0,11,10,0,1,0,71,39,8,83.0,Matches
Morten Hjulmand,dk DEN,MF,24-188,10.5,5,0,0,19,10,0,7,10,17,0,0,0,76,7,7,50.0,Matches
Marcus Edwards,eng ENG,"FW,MF",25-027,9.8,4,0,0,11,18,2,36,5,5,1,0,0,47,1,3,25.0,Matches
Ricardo Esgaio,pt POR,"MF,DF",30-228,8.7,4,0,0,13,0,5,33,3,12,0,0,0,36,6,8,42.9,Matches
Nuno Santos,pt POR,"MF,DF",28-320,7.9,3,0,0,5,12,1,49,10,7,0,0,0,47,5,5,50.0,Matches
Matheus Reis,br BRA,"DF,MF",28-315,7.8,1,0,0,9,4,1,26,5,8,0,0,0,40,6,10,37.5,Matches
Geny Catamo,mz MOZ,"MF,DF",22-338,5.9,0,0,0,6,21,2,12,5,5,0,0,0,42,2,3,40.0,Matches
Paulinho,pt POR,FW,31-051,5.4,0,0,0,11,6,8,2,1,6,0,0,0,20,13,13,50.0,Matches
Daniel Bragança,pt POR,MF,24-217,2.3,1,0,0,6,3,0,2,5,3,0,0,0,11,3,1,75.0,Matches
Francisco Trincão,pt POR,"FW,MF",24-001,2.4,0,0,0,2,5,0,6,0,3,0,0,0,9,3,5,37.5,Matches
Eduardo Quaresma,pt POR,DF,21-303,1.3,2,0,0,4,1,0,0,1,3,0,0,0,7,2,1,66.7,Matches
Jerry St. Juste,nl NED,DF,27-072,1.2,0,0,0,1,0,0,0,0,2,0,0,0,7,2,1,66.7,Matches
Afonso Bastardo,pt POR,MF,18-286,0.3,0,0,0,0,1,0,5,0,1,0,0,0,2,0,0,,Matches
Iván Fresneda,es ESP,MF,19-093,0.1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,Matches
Luís Neto,pt POR,DF,35-218,0.1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Mateus Fernandes,pt POR,FW,19-173,0.0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,100.0,Matches
Squad Total,,,27.2,14.0,47,2,2,173,174,31,284,84,144,1,2,0,753,169,162,51.1,
Opponent Total,,,27.0,14.0,42,4,2,182,166,22,186,160,164,1,2,1,701,162,169,48.9,
