Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Nicolás Fernández,ar ARG,FW,26.0,26,2124.0,82.0,87.4,23.6,25,84.0,10,1,28.0,0,1.69,33.0,21.0,12.0,0.51,0.21,32.1,28.3,3.8,0.16,0.2,Matches
Alexis Soto,ar ARG,DF,29.0,24,2024.0,84.0,83.3,22.5,24,84.0,18,0,,0,1.58,26.0,18.0,8.0,0.36,-0.75,30.5,28.0,2.6,0.12,-0.12,Matches
Tomás Cardona,ar ARG,DF,27.0,23,1984.0,86.0,81.6,22.0,23,86.0,18,0,,1,1.87,33.0,14.0,19.0,0.86,2.07,30.6,24.2,6.4,0.29,0.84,Matches
Kevin Facundo Gutiérrez,ar ARG,MF,25.0,24,1966.0,82.0,80.9,21.8,23,84.0,11,1,45.0,0,1.67,27.0,17.0,10.0,0.46,-0.12,27.5,25.0,2.5,0.11,-0.11,Matches
Ezequiel Unsain,ar ARG,GK,27.0,21,1890.0,90.0,77.8,21.0,21,90.0,21,0,,0,1.57,26.0,16.0,10.0,0.48,-0.02,28.9,24.3,4.6,0.22,0.37,Matches
Agustín Sant'Anna,uy URU,DF,25.0,23,1864.0,81.0,76.7,20.7,21,86.0,17,2,26.0,1,1.74,26.0,14.0,12.0,0.58,0.42,29.2,24.2,4.9,0.24,0.44,Matches
Julián López,ar ARG,MF,23.0,21,1595.0,76.0,65.6,17.7,20,78.0,10,1,45.0,3,1.95,24.0,15.0,9.0,0.51,0.08,22.6,20.5,2.2,0.12,-0.06,Matches
Nazareno Colombo,ar ARG,DF,23.0,18,1529.0,85.0,62.9,17.0,18,85.0,15,0,,1,1.72,24.0,13.0,11.0,0.65,0.45,24.2,21.8,2.5,0.14,0.01,Matches
David Barbona,ar ARG,"MF,FW",27.0,21,1517.0,72.0,62.4,16.9,18,80.0,6,3,23.0,1,1.76,26.0,9.0,17.0,1.01,1.4,24.5,18.5,6.0,0.35,0.59,Matches
Santiago Solari,ar ARG,"FW,MF",25.0,26,1396.0,54.0,57.4,15.5,16,72.0,2,10,25.0,0,1.69,24.0,9.0,15.0,0.97,1.14,24.0,16.1,7.9,0.51,0.88,Matches
Gastón Togni,ar ARG,"FW,MF",25.0,19,1318.0,69.0,54.2,14.6,16,79.0,6,3,17.0,1,1.58,23.0,16.0,7.0,0.48,-0.01,20.5,17.6,2.9,0.19,0.12,Matches
Gabriel Alanís,ar ARG,"FW,MF",28.0,20,1176.0,59.0,48.4,13.1,14,71.0,5,6,31.0,0,1.65,13.0,12.0,1.0,0.08,-0.78,17.6,17.6,0.0,0.0,-0.26,Matches
Julián Malatini,ar ARG,DF,21.0,17,971.0,57.0,40.0,10.8,10,90.0,10,7,10.0,9,1.94,14.0,9.0,5.0,0.46,-0.03,13.7,12.2,1.5,0.15,0.02,Matches
Rodrigo Bogarín,py PAR,MF,25.0,14,584.0,42.0,24.0,6.5,9,56.0,1,5,16.0,8,1.53,15.0,11.0,4.0,0.62,0.18,10.4,9.7,0.7,0.11,-0.04,Matches
Nicolás Tripichio,ar ARG,"MF,DF",27.0,14,819.0,59.0,33.7,9.1,7,89.0,6,7,28.0,4,1.71,17.0,8.0,9.0,0.99,0.77,12.8,9.5,3.3,0.39,0.37,Matches
Lautaro Escalante,ar ARG,MF,23.0,20,639.0,32.0,26.3,7.1,7,59.0,0,13,18.0,5,1.85,9.0,4.0,5.0,0.7,0.3,11.8,8.5,3.3,0.47,0.46,Matches
Enrique Bologna,ar ARG,GK,40.0,6,540.0,90.0,22.2,6.0,6,90.0,6,0,,16,1.83,10.0,7.0,3.0,0.5,0.02,7.1,8.0,-0.9,-0.15,-0.37,Matches
Darío Cáceres,py PAR,"DF,MF",25.0,15,546.0,36.0,22.5,6.1,4,79.0,3,11,21.0,11,1.6,12.0,6.0,6.0,0.99,0.65,7.0,7.4,-0.4,-0.07,-0.26,Matches
Santi Ramos Mingo,ar ARG,DF,21.0,12,476.0,40.0,19.6,5.3,4,90.0,4,8,15.0,14,1.5,4.0,9.0,-5.0,-0.95,-1.77,5.6,8.3,-2.6,-0.5,-0.79,Matches
Gonzalo Castellani,ar ARG,MF,35.0,10,317.0,32.0,13.0,3.5,2,77.0,0,8,21.0,11,1.3,2.0,2.0,0.0,0.0,-0.55,4.1,4.4,-0.3,-0.09,-0.25,Matches
Benjamín Schamine,ar ARG,"MF,FW",19.0,3,146.0,49.0,6.0,1.6,2,73.0,1,1,1.0,8,1.33,1.0,3.0,-2.0,-1.23,-1.82,1.5,2.2,-0.7,-0.45,-0.62,Matches
Federico Versaci,ar ARG,"FW,MF",20.0,2,138.0,69.0,5.7,1.5,2,69.0,0,0,,16,1.5,0.0,1.0,-1.0,-0.65,-1.2,0.2,1.8,-1.6,-1.05,-1.26,Matches
Juan Miritello,ar ARG,"FW,MF",23.0,15,217.0,14.0,8.9,2.4,1,62.0,0,14,11.0,5,1.56,4.0,1.0,3.0,1.24,0.84,4.5,1.6,2.9,1.17,1.14,Matches
Andrés Ríos,ar ARG,"FW,MF",33.0,6,120.0,20.0,4.9,1.3,1,54.0,0,5,13.0,15,0.83,0.0,0.0,0.0,0.0,-0.51,1.2,1.6,-0.4,-0.33,-0.49,Matches
