Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Nicolás Fernández,ar ARG,FW,26.0,23.6,748,31,52,300,408,100,745,68,34,50.0,28,41.2,423,2004,782,28,26,19,78,42,527,116,Matches
Alexis Soto,ar ARG,DF,29.0,22.5,1365,93,487,607,290,7,1365,43,23,53.5,18,41.9,619,3142,1677,24,26,1,21,9,688,43,Matches
Tomás Cardona,ar ARG,DF,27.0,22.0,1367,198,766,567,40,21,1367,8,7,87.5,1,12.5,722,5062,3856,25,9,2,4,2,795,1,Matches
Kevin Facundo Gutiérrez,ar ARG,MF,25.0,21.8,1464,45,389,929,172,8,1464,33,26,78.8,6,18.2,779,3902,1665,20,21,2,32,28,901,27,Matches
Ezequiel Unsain,ar ARG,GK,27.0,21.0,852,656,841,10,1,1,852,0,0,,0,,477,2921,1893,0,0,0,1,0,362,0,Matches
Agustín Sant'Anna,uy URU,DF,25.0,20.7,1158,93,411,440,322,30,1158,38,17,44.7,18,47.4,439,2546,1470,48,26,6,26,8,479,98,Matches
Julián López,ar ARG,MF,23.0,17.7,874,33,203,525,159,11,874,47,24,51.1,19,40.4,427,1863,751,15,19,2,31,21,489,39,Matches
Nazareno Colombo,ar ARG,DF,23.0,17.0,1120,134,540,523,69,15,1120,23,15,65.2,7,30.4,606,4818,3785,36,19,0,17,3,642,5,Matches
David Barbona,ar ARG,"MF,FW",27.0,16.9,855,9,81,406,390,23,855,70,37,52.9,29,41.4,490,3510,1601,50,39,3,40,12,563,94,Matches
Santiago Solari,ar ARG,"FW,MF",25.0,15.5,649,14,100,246,322,63,649,75,31,41.3,38,50.7,403,3067,1534,50,29,14,37,20,418,129,Matches
Gastón Togni,ar ARG,"FW,MF",25.0,14.6,634,17,65,140,441,63,634,70,32,45.7,34,48.6,379,2339,1041,40,27,12,30,22,453,206,Matches
Gabriel Alanís,ar ARG,"FW,MF",28.0,13.1,451,24,89,146,226,59,451,67,30,44.8,31,46.3,281,2355,1333,46,27,23,38,18,285,97,Matches
Julián Malatini,ar ARG,DF,21.0,10.8,578,76,357,214,9,5,578,7,4,57.1,3,42.9,329,2422,1528,11,2,0,6,3,331,0,Matches
Rodrigo Bogarín,py PAR,MF,25.0,6.5,304,10,50,143,112,9,304,14,7,50.0,5,35.7,143,719,364,11,8,2,21,3,182,27,Matches
Nicolás Tripichio,ar ARG,"MF,DF",27.0,9.1,493,17,117,237,145,16,493,26,13,50.0,13,50.0,264,1470,697,20,21,2,16,13,297,38,Matches
Lautaro Escalante,ar ARG,MF,23.0,7.1,356,14,79,176,109,12,356,19,11,57.9,6,31.6,195,1035,526,14,10,2,15,8,204,36,Matches
Enrique Bologna,ar ARG,GK,40.0,6.0,203,176,203,0,0,0,203,0,0,,0,,103,551,413,0,0,0,0,0,92,0,Matches
Darío Cáceres,py PAR,"DF,MF",25.0,6.1,401,14,113,186,109,6,401,15,6,40.0,8,53.3,175,944,532,16,8,2,15,0,214,31,Matches
Santi Ramos Mingo,ar ARG,DF,21.0,5.3,303,43,203,97,3,2,303,1,0,0.0,1,100.0,174,994,685,3,1,0,2,0,180,0,Matches
Gonzalo Castellani,ar ARG,MF,35.0,3.5,276,11,70,156,52,6,276,5,3,60.0,1,20.0,148,711,360,6,4,0,10,6,181,17,Matches
Benjamín Schamine,ar ARG,"MF,FW",19.0,1.6,56,2,16,26,14,3,56,5,0,0.0,4,80.0,27,82,37,1,0,1,3,2,35,3,Matches
Federico Versaci,ar ARG,"FW,MF",20.0,1.5,56,2,10,21,26,0,56,5,1,20.0,3,60.0,35,138,66,2,3,0,6,2,33,5,Matches
Juan Miritello,ar ARG,"FW,MF",23.0,2.4,106,3,5,55,46,15,105,1,0,0.0,1,100.0,64,178,36,0,3,1,7,2,88,24,Matches
Andrés Ríos,ar ARG,"FW,MF",33.0,1.3,43,0,4,26,14,1,43,3,1,33.3,1,33.3,24,53,16,0,1,0,3,2,28,8,Matches
Thiago Schiavulli,ar ARG,DF,19.0,1.0,59,8,24,34,1,0,59,1,0,0.0,1,100.0,33,93,30,0,0,0,1,1,32,1,Matches
Esteban Lucero,ar ARG,DF,17.0,0.9,49,6,29,20,0,0,49,0,0,,0,,26,127,76,1,0,0,0,0,30,0,Matches
Alan Morinigo,ar ARG,FW,17.0,0.6,15,0,2,7,7,0,15,1,1,100.0,0,0.0,9,59,21,1,0,0,2,3,8,2,Matches
Edwin Mosquera,co COL,"FW,MF",21.0,1.4,37,1,9,12,18,6,37,7,2,28.6,5,71.4,20,213,115,3,0,2,2,2,21,6,Matches
Ángel Benítez,py PAR,MF,27.0,0.9,34,2,12,18,4,3,34,2,1,50.0,1,50.0,11,86,45,3,0,1,2,0,14,2,Matches
Facundo Echevarría,ar ARG,FW,20.0,0.5,19,1,4,7,8,0,19,0,0,,0,,15,98,66,1,1,0,2,2,13,2,Matches
Tomás Ortiz,ar ARG,FW,22.0,0.4,17,0,0,10,7,1,17,2,0,0.0,2,100.0,9,31,5,1,0,1,1,4,10,2,Matches
Lautaro Fedele,ar ARG,FW,21.0,0.1,5,0,1,1,3,0,5,0,0,,0,,2,16,4,1,0,0,0,0,3,0,Matches
Lautaro Vargas,ar ARG,DF,17.0,0.1,19,0,7,6,6,0,19,0,0,,0,,10,51,30,1,1,0,1,0,9,0,Matches
Ricardo Solbes,ar ARG,MF,16.0,0.1,5,0,0,5,0,0,5,0,0,,0,,3,3,1,0,0,0,1,0,3,0,Matches
Squad Total,,,26.3,27.0,14971,1733,5339,6296,3533,486,14967,656,326,49.7,284,43.3,7864,47603,27041,478,331,98,471,238,8610,1059,
Opponent Total,,,27.2,27.0,14439,1385,4362,6550,3703,522,14438,571,290,50.8,225,39.4,7525,40190,21736,428,328,65,482,251,8269,1048,
