Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Nicolás Fernández,ar ARG,FW,26.0,23.6,355,469,75.7,5680,1232,182,220,82.7,125,165,75.8,30,35,85.7,1,3.3,2.1,-2.3,34,31,18,0,62,Matches
Alexis Soto,ar ARG,DF,29.0,22.5,827,1124,73.6,15320,6206,347,397,87.4,369,475,77.7,98,184,53.3,1,1.9,1.5,-0.9,19,69,17,5,90,Matches
Tomás Cardona,ar ARG,DF,27.0,22.0,853,1109,76.9,19174,7655,223,258,86.4,453,530,85.5,168,290,57.9,1,0.5,0.6,0.5,2,92,5,0,94,Matches
Kevin Facundo Gutiérrez,ar ARG,MF,25.0,21.8,999,1234,81.0,19806,6257,366,412,88.8,460,538,85.5,157,222,70.7,3,0.9,1.0,2.1,15,117,14,0,126,Matches
Ezequiel Unsain,ar ARG,GK,27.0,21.0,649,810,80.1,18058,10834,71,71,100.0,378,379,99.7,196,352,55.7,0,0.2,0.0,-0.2,2,17,1,0,0,Matches
Agustín Sant'Anna,uy URU,DF,25.0,20.7,574,885,64.9,10159,5199,249,306,81.4,256,370,69.2,54,135,40.0,2,3.3,3.1,-1.3,20,40,24,13,69,Matches
Julián López,ar ARG,MF,23.0,17.7,482,645,74.7,8843,2524,217,267,81.3,194,235,82.6,61,99,61.6,0,0.9,0.6,-0.9,18,43,13,2,75,Matches
Nazareno Colombo,ar ARG,DF,23.0,17.0,646,905,71.4,15073,6189,156,189,82.5,349,414,84.3,134,269,49.8,0,0.0,0.4,0.0,3,95,7,2,95,Matches
David Barbona,ar ARG,"MF,FW",27.0,16.9,506,668,75.7,8838,2934,249,296,84.1,186,225,82.7,59,108,54.6,5,3.7,2.5,1.3,37,64,32,9,120,Matches
Santiago Solari,ar ARG,"FW,MF",25.0,15.5,300,443,67.7,4204,1377,196,233,84.1,83,124,66.9,12,30,40.0,2,2.8,2.0,-0.8,23,24,18,4,46,Matches
Gastón Togni,ar ARG,"FW,MF",25.0,14.6,278,461,60.3,4465,1317,159,212,75.0,68,119,57.1,34,77,44.2,5,3.8,3.6,1.2,38,6,25,13,33,Matches
Gabriel Alanís,ar ARG,"FW,MF",28.0,13.1,167,245,68.2,2681,826,95,116,81.9,46,71,64.8,20,31,64.5,0,1.2,1.2,-1.2,16,15,12,3,33,Matches
Julián Malatini,ar ARG,DF,21.0,10.8,372,465,80.0,7818,2548,97,114,85.1,217,237,91.6,56,99,56.6,0,0.3,0.0,-0.3,1,24,0,0,26,Matches
Rodrigo Bogarín,py PAR,MF,25.0,6.5,164,233,70.4,2714,800,85,102,83.3,48,61,78.7,22,41,53.7,0,0.7,0.8,-0.7,9,20,6,1,32,Matches
Nicolás Tripichio,ar ARG,"MF,DF",27.0,9.1,318,386,82.4,4843,1457,188,207,90.8,100,117,85.5,22,40,55.0,0,1.2,0.9,-1.2,10,28,13,3,41,Matches
