Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Nicolás Fernández,ar ARG,FW,26.0,23.6,469,416,49,1,2,4,7,2,1,0,1,0,355,4,11,Matches
Alexis Soto,ar ARG,DF,29.0,22.5,1124,892,227,25,3,16,38,199,3,0,2,0,827,5,38,Matches
Tomás Cardona,ar ARG,DF,27.0,22.0,1109,1063,39,29,2,29,0,3,0,0,0,0,853,7,10,Matches
Kevin Facundo Gutiérrez,ar ARG,MF,25.0,21.8,1234,1142,82,74,4,16,6,3,4,0,2,0,999,10,27,Matches
Ezequiel Unsain,ar ARG,GK,27.0,21.0,810,544,262,49,0,5,0,0,0,0,0,0,649,4,0,Matches
Agustín Sant'Anna,uy URU,DF,25.0,20.7,885,683,200,10,3,9,70,188,2,0,1,0,574,2,33,Matches
Julián López,ar ARG,MF,23.0,17.7,645,628,15,14,1,7,15,1,0,0,0,0,482,2,20,Matches
Nazareno Colombo,ar ARG,DF,23.0,17.0,905,846,53,37,0,24,10,16,0,0,0,0,646,6,10,Matches
David Barbona,ar ARG,"MF,FW",27.0,16.9,668,601,62,9,3,7,64,6,47,7,25,0,506,5,11,Matches
Santiago Solari,ar ARG,"FW,MF",25.0,15.5,443,429,12,1,2,2,32,7,4,0,0,0,300,2,29,Matches
Gastón Togni,ar ARG,"FW,MF",25.0,14.6,461,407,50,10,1,1,117,3,37,8,24,0,278,4,25,Matches
Gabriel Alanís,ar ARG,"FW,MF",28.0,13.1,245,241,3,0,1,2,16,1,2,0,1,0,167,1,15,Matches
Julián Malatini,ar ARG,DF,21.0,10.8,465,451,12,11,0,6,0,1,0,0,0,0,372,2,8,Matches
Rodrigo Bogarín,py PAR,MF,25.0,6.5,233,209,23,7,3,3,17,0,15,6,6,0,164,1,9,Matches
Nicolás Tripichio,ar ARG,"MF,DF",27.0,9.1,386,348,38,1,0,2,15,37,0,0,0,0,318,0,10,Matches
Lautaro Escalante,ar ARG,MF,23.0,7.1,273,270,1,0,1,1,8,0,1,0,1,0,204,2,6,Matches
Enrique Bologna,ar ARG,GK,40.0,6.0,191,124,67,10,0,1,0,0,0,0,0,0,151,0,0,Matches
Darío Cáceres,py PAR,"DF,MF",25.0,6.1,320,264,53,1,0,0,16,52,0,0,0,0,235,3,6,Matches
Santi Ramos Mingo,ar ARG,DF,21.0,5.3,241,235,6,6,0,3,2,0,0,0,0,0,203,0,2,Matches
Gonzalo Castellani,ar ARG,MF,35.0,3.5,224,210,14,6,1,0,9,3,5,1,4,0,181,0,3,Matches
Benjamín Schamine,ar ARG,"MF,FW",19.0,1.6,36,32,3,0,0,0,1,3,0,0,0,0,22,1,2,Matches
Federico Versaci,ar ARG,"FW,MF",20.0,1.5,34,32,2,2,0,0,4,0,0,0,0,0,18,0,1,Matches
Juan Miritello,ar ARG,"FW,MF",23.0,2.4,80,78,2,1,0,0,0,0,0,0,0,0,54,0,2,Matches
Andrés Ríos,ar ARG,"FW,MF",33.0,1.3,29,27,1,0,1,0,0,0,0,0,0,0,16,1,0,Matches
Thiago Schiavulli,ar ARG,DF,19.0,1.0,48,44,4,0,0,0,0,4,0,0,0,0,37,0,2,Matches
Esteban Lucero,ar ARG,DF,17.0,0.9,42,40,2,2,0,0,0,0,0,0,0,0,30,0,0,Matches
Alan Morinigo,ar ARG,FW,17.0,0.6,7,7,0,0,0,0,3,0,0,0,0,0,2,0,1,Matches
Edwin Mosquera,co COL,"FW,MF",21.0,1.4,22,22,0,0,0,0,3,0,0,0,0,0,11,0,2,Matches
Ángel Benítez,py PAR,MF,27.0,0.9,22,22,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
Facundo Echevarría,ar ARG,FW,20.0,0.5,12,12,0,0,0,0,1,0,0,0,0,0,10,0,0,Matches
Tomás Ortiz,ar ARG,FW,22.0,0.4,11,9,2,0,0,0,1,0,0,0,0,0,6,0,2,Matches
Lautaro Fedele,ar ARG,FW,21.0,0.1,5,5,0,0,0,0,1,0,0,0,0,0,3,0,1,Matches
Lautaro Vargas,ar ARG,DF,17.0,0.1,16,9,7,0,0,0,0,7,0,0,0,0,12,0,1,Matches
Ricardo Solbes,ar ARG,MF,16.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Squad Total,,,26.3,27.0,11698,10345,1291,306,28,138,456,536,121,22,67,0,8700,62,287,
Opponent Total,,,27.2,27.0,11345,9899,1393,342,23,72,630,607,161,51,96,0,8333,53,271,
