Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Nicolás Fernández,ar ARG,FW,26.0,23.6,12,82,32,39.0,3.47,1.36,0.11,0.28,18.7,0,3,3,11.5,9.1,0.11,0.5,-0.1,Matches
Alexis Soto,ar ARG,DF,29.0,22.5,0,6,0,0.0,0.27,0.0,0.0,,27.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Tomás Cardona,ar ARG,DF,27.0,22.0,2,16,5,31.3,0.73,0.23,0.13,0.4,12.3,0,0,0,1.6,1.6,0.1,0.4,0.4,Matches
Kevin Facundo Gutiérrez,ar ARG,MF,25.0,21.8,1,16,2,12.5,0.73,0.09,0.06,0.5,25.7,3,0,0,0.6,0.6,0.04,0.4,0.4,Matches
Ezequiel Unsain,ar ARG,GK,27.0,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Agustín Sant'Anna,uy URU,DF,25.0,20.7,0,22,3,13.6,1.06,0.14,0.0,0.0,25.0,2,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Julián López,ar ARG,MF,23.0,17.7,0,9,1,11.1,0.51,0.06,0.0,0.0,26.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Nazareno Colombo,ar ARG,DF,23.0,17.0,1,12,3,25.0,0.71,0.18,0.08,0.33,16.0,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
David Barbona,ar ARG,"MF,FW",27.0,16.9,3,31,17,54.8,1.84,1.01,0.1,0.18,24.2,2,0,0,2.4,2.4,0.07,0.6,0.6,Matches
Santiago Solari,ar ARG,"FW,MF",25.0,15.5,4,31,12,38.7,2.0,0.77,0.13,0.33,17.3,0,0,0,4.1,4.1,0.13,-0.1,-0.1,Matches
Gastón Togni,ar ARG,"FW,MF",25.0,14.6,4,37,16,43.2,2.53,1.09,0.11,0.25,21.1,5,0,0,2.4,2.4,0.06,1.6,1.6,Matches
Gabriel Alanís,ar ARG,"FW,MF",28.0,13.1,1,36,14,38.9,2.76,1.07,0.03,0.07,15.9,0,0,0,6.0,6.0,0.17,-5.0,-5.0,Matches
Julián Malatini,ar ARG,DF,21.0,10.8,0,3,1,33.3,0.28,0.09,0.0,0.0,10.0,0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches
Rodrigo Bogarín,py PAR,MF,25.0,6.5,1,12,3,25.0,1.85,0.46,0.08,0.33,24.4,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
