Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Lucas Hoyos,ar ARG,GK,33.0,27.0,4,0,0,0,8,0,0,1,2,0.0,0.0,0,51.0,4.0,1.0,80.0,Matches
Juan Sforza,ar ARG,MF,20.0,20.9,7,1,0,24,29,0,0,26,27,0.0,0.0,0,167.0,35.0,24.0,59.3,Matches
Jorge Eduardo Recalde,py PAR,FW,30.0,20.4,4,0,0,15,19,5,5,3,8,0.0,0.0,0,54.0,34.0,52.0,39.5,Matches
Iván Gómez,ar ARG,MF,25.0,19.5,3,0,0,26,14,0,10,21,31,0.0,0.0,0,123.0,26.0,27.0,49.1,Matches
Jherson Mosquera,co COL,DF,23.0,18.9,9,1,1,28,14,2,21,32,24,0.0,1.0,0,91.0,29.0,22.0,56.9,Matches
Gustavo Velásquez,py PAR,DF,31.0,17.6,1,0,0,10,26,0,0,33,19,0.0,0.0,0,137.0,74.0,27.0,73.3,Matches
Cristian Ferreira,ar ARG,MF,23.0,17.0,5,0,0,14,48,2,65,5,9,0.0,0.0,0,87.0,7.0,9.0,43.8,Matches
Ramiro Sordo,ar ARG,"FW,MF",22.0,16.4,2,0,0,18,39,4,86,6,17,0.0,0.0,0,77.0,3.0,11.0,21.4,Matches
Willer Ditta,co COL,DF,26.0,16.2,4,2,1,25,6,0,2,14,7,0.0,1.0,0,115.0,25.0,40.0,38.5,Matches
Bruno Pittón,ar ARG,DF,29.0,15.4,2,0,0,10,5,3,27,14,27,0.0,0.0,0,80.0,20.0,19.0,51.3,Matches
Brian Aguirre,ar ARG,FW,19.0,14.8,4,0,0,17,24,3,75,2,7,0.0,1.0,0,51.0,6.0,7.0,46.2,Matches
Guillermo Ortiz,ar ARG,DF,30.0,12.9,3,0,0,10,5,2,0,14,11,0.0,0.0,0,93.0,41.0,27.0,60.3,Matches
Zahir Mansilla,ar ARG,DF,23.0,11.1,1,0,0,12,4,0,0,28,6,,,0,,,,,Matches
Marcos Portillo,ar ARG,"MF,FW",23.0,10.4,3,0,0,21,13,1,36,12,17,0.0,0.0,0,76.0,14.0,6.0,70.0,Matches
Ángelo Martino,ar ARG,"DF,MF",24.0,8.6,5,1,1,9,12,2,17,22,10,0.0,0.0,0,58.0,17.0,11.0,60.7,Matches
Armando Méndez,uy URU,"DF,MF",26.0,7.8,0,0,0,12,9,1,26,4,10,0.0,0.0,0,60.0,12.0,15.0,44.4,Matches
Jeremías Pérez Tica,ar ARG,FW,19.0,8.1,1,0,0,6,3,3,11,3,9,0.0,0.0,0,27.0,3.0,9.0,25.0,Matches
Djorkaeff Reasco,ec ECU,"FW,MF",24.0,7.4,1,0,0,11,7,5,2,1,2,0.0,0.0,0,24.0,16.0,29.0,35.6,Matches
Lisandro Montenegro,ar ARG,MF,19.0,6.8,1,0,0,10,5,0,14,9,5,0.0,0.0,0,33.0,5.0,9.0,35.7,Matches
Jony,ar ARG,"FW,MF",28.0,4.2,0,0,0,2,3,0,14,0,1,0.0,0.0,0,12.0,1.0,1.0,50.0,Matches
Pablo Pérez,ar ARG,MF,37.0,4.3,3,0,0,18,12,0,1,2,4,0.0,1.0,0,43.0,2.0,7.0,22.2,Matches
Guillermo Balzi,ar ARG,"MF,FW",21.0,2.1,0,0,0,4,4,0,4,3,7,0.0,0.0,0,13.0,0.0,4.0,0.0,Matches
Francisco González,ar ARG,"FW,MF",21.0,1.7,0,0,0,0,7,0,10,0,0,0.0,0.0,0,5.0,0.0,4.0,0.0,Matches
Justo Giani,ar ARG,"MF,FW",23.0,1.3,1,0,0,1,4,0,2,0,2,0.0,0.0,0,7.0,2.0,2.0,50.0,Matches
David Sotelo,ar ARG,MF,19.0,1.1,0,0,0,1,1,0,3,1,1,0.0,0.0,0,8.0,1.0,1.0,50.0,Matches
Ian Glavinovich,ar ARG,DF,21.0,1.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,9.0,0.0,0.0,,Matches
Leonel Vangioni,ar ARG,DF,35.0,1.0,0,1,0,3,2,0,7,2,0,0.0,0.0,0,7.0,1.0,1.0,50.0,Matches
Genaro Rossi,ar ARG,FW,20.0,0.6,0,0,0,1,2,0,0,0,0,0.0,0.0,0,2.0,0.0,4.0,0.0,Matches
Julián Contrera,ar ARG,FW,19.0,0.7,1,0,0,4,1,0,7,0,2,,,0,,,,,Matches
Nazareno Funez,ar ARG,FW,21.0,0.4,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Fabrizio Sartori,ar ARG,FW,20.0,0.1,0,0,0,0,0,0,1,0,1,,,0,,,,,Matches
Marcelo Esponda,ar ARG,MF,20.0,0.1,0,0,0,0,0,0,1,0,1,0.0,0.0,0,2.0,3.0,0.0,100.0,Matches
Squad Total,,,26.1,27.0,65,6,3,312,326,33,447,259,267,0.0,4.0,0,1512.0,381.0,369.0,50.8,
Opponent Total,,,27.3,27.0,65,3,1,346,297,31,405,271,318,3.0,3.0,0,1429.0,387.0,419.0,48.0,
