Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Lucas Hoyos,ar ARG,GK,33.0,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,1.3,24.0,24.0,0.0,0.0,,25.3,26.5,-1.2,-0.05,,Matches
Juan Sforza,ar ARG,MF,20.0,22,1881.0,86.0,77.4,20.9,21,88.0,17,1,32.0,1,1.5,20.0,15.0,5.0,0.24,1.06,19.9,20.2,-0.2,-0.01,0.16,Matches
Jorge Eduardo Recalde,py PAR,FW,30.0,25,1835.0,73.0,75.5,20.4,20,86.0,13,5,22.0,1,1.24,17.0,18.0,-1.0,-0.05,-0.2,17.9,19.5,-1.6,-0.08,-0.14,Matches
Iván Gómez,ar ARG,MF,25.0,23,1759.0,76.0,72.4,19.5,20,83.0,16,3,30.0,1,1.35,18.0,18.0,0.0,0.0,0.0,19.6,20.4,-0.8,-0.04,0.01,Matches
Jherson Mosquera,co COL,DF,23.0,20,1698.0,85.0,69.9,18.9,20,85.0,14,0,,2,1.1,13.0,21.0,-8.0,-0.42,-1.41,15.4,20.7,-5.4,-0.28,-0.79,Matches
Gustavo Velásquez,py PAR,DF,31.0,20,1586.0,79.0,65.3,17.6,18,86.0,14,2,20.0,5,1.3,17.0,16.0,1.0,0.06,0.16,15.9,16.9,-1.0,-0.06,-0.04,Matches
Cristian Ferreira,ar ARG,MF,23.0,20,1528.0,76.0,62.9,17.0,18,81.0,7,2,34.0,1,1.25,14.0,17.0,-3.0,-0.18,-0.48,13.8,17.9,-4.1,-0.24,-0.52,Matches
Ramiro Sordo,ar ARG,"FW,MF",22.0,22,1475.0,67.0,60.7,16.4,18,76.0,6,4,26.0,0,1.36,15.0,16.0,-1.0,-0.06,-0.16,15.5,15.7,-0.2,-0.01,0.08,Matches
Willer Ditta,co COL,DF,26.0,17,1454.0,86.0,59.8,16.2,17,86.0,15,0,,0,1.53,12.0,12.0,0.0,0.0,0.0,15.0,15.6,-0.6,-0.03,0.03,Matches
Bruno Pittón,ar ARG,DF,29.0,20,1386.0,69.0,57.0,15.4,15,83.0,8,5,29.0,5,1.35,13.0,16.0,-3.0,-0.19,-0.45,13.5,17.2,-3.7,-0.24,-0.45,Matches
Brian Aguirre,ar ARG,FW,19.0,20,1331.0,67.0,54.8,14.8,15,82.0,8,5,21.0,2,1.15,16.0,16.0,0.0,0.0,0.0,12.6,15.7,-3.1,-0.21,-0.36,Matches
Guillermo Ortiz,ar ARG,DF,30.0,15,1163.0,78.0,47.9,12.9,13,87.0,12,2,19.0,11,1.27,13.0,12.0,1.0,0.08,0.15,11.5,11.9,-0.5,-0.04,0.02,Matches
Zahir Mansilla,ar ARG,DF,23.0,16,997.0,62.0,41.0,11.1,11,82.0,8,5,20.0,9,1.25,8.0,10.0,-2.0,-0.18,-0.31,,,,,,Matches
Marcos Portillo,ar ARG,"MF,FW",23.0,17,932.0,55.0,38.4,10.4,11,71.0,3,6,25.0,5,1.12,7.0,10.0,-3.0,-0.29,-0.47,8.8,8.7,0.0,0.0,0.08,Matches
Ángelo Martino,ar ARG,"DF,MF",24.0,13,772.0,59.0,31.8,8.6,9,78.0,5,4,17.0,10,1.23,10.0,6.0,4.0,0.47,0.68,8.1,8.2,0.0,0.0,0.06,Matches
Armando Méndez,uy URU,"DF,MF",26.0,9,703.0,78.0,28.9,7.8,8,86.0,6,1,18.0,6,1.44,9.0,4.0,5.0,0.64,0.9,9.4,4.9,4.5,0.58,0.88,Matches
Jeremías Pérez Tica,ar ARG,FW,19.0,16,728.0,46.0,30.0,8.1,7,76.0,3,9,22.0,8,1.25,8.0,4.0,4.0,0.49,0.71,7.9,6.7,1.2,0.15,0.27,Matches
Djorkaeff Reasco,ec ECU,"FW,MF",24.0,18,664.0,37.0,27.3,7.4,7,70.0,2,11,16.0,8,1.39,5.0,4.0,1.0,0.14,0.19,8.6,6.9,1.7,0.23,0.38,Matches
