Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Lucas Hoyos,ar ARG,GK,33.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Sforza,ar ARG,MF,20.0,22,21,1881.0,20.9,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.7,0.7,0.4,1.1,9.0,131.0,9.0,0.05,0.05,0.1,0.05,0.1,0.03,0.02,0.05,0.03,0.05,Matches
Jorge Eduardo Recalde,py PAR,FW,30.0,25,20,1835.0,20.4,6.0,1.0,7.0,5.0,1.0,1.0,4.0,0.0,5.5,4.7,1.7,6.5,14.0,58.0,110.0,0.29,0.05,0.34,0.25,0.29,0.27,0.09,0.36,0.23,0.32,Matches
Iván Gómez,ar ARG,MF,25.0,23,20,1759.0,19.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.8,2.7,27.0,78.0,46.0,0.0,0.05,0.05,0.0,0.05,0.05,0.09,0.14,0.05,0.14,Matches
Jherson Mosquera,co COL,DF,23.0,20,20,1698.0,18.9,2.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,0.9,0.9,0.8,1.7,33.0,94.0,77.0,0.11,0.0,0.11,0.11,0.11,0.05,0.04,0.09,0.05,0.09,Matches
Gustavo Velásquez,py PAR,DF,31.0,20,18,1586.0,17.6,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.5,1.7,28.0,79.0,0.0,0.17,0.0,0.17,0.17,0.17,0.07,0.03,0.1,0.07,0.1,Matches
Cristian Ferreira,ar ARG,MF,23.0,20,18,1528.0,17.0,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.3,2.3,2.2,4.5,22.0,87.0,96.0,0.12,0.06,0.18,0.12,0.18,0.14,0.13,0.27,0.14,0.27,Matches
Ramiro Sordo,ar ARG,"FW,MF",22.0,22,18,1475.0,16.4,3.0,2.0,5.0,3.0,0.0,1.0,2.0,0.0,3.6,2.8,1.3,4.1,51.0,37.0,172.0,0.18,0.12,0.31,0.18,0.31,0.22,0.08,0.3,0.17,0.25,Matches
Willer Ditta,co COL,DF,26.0,17,17,1454.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.5,0.6,23.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04,Matches
Bruno Pittón,ar ARG,DF,29.0,20,15,1386.0,15.4,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.9,1.3,29.0,89.0,42.0,0.06,0.13,0.19,0.06,0.19,0.03,0.06,0.08,0.03,0.08,Matches
