Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Lucas Hoyos,ar ARG,GK,33.0,27.0,2.0,2,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1,3.0,11.0,2.0,Matches
Juan Sforza,ar ARG,MF,20.0,20.9,46.0,27,14.0,29.0,3.0,20.0,48.0,41.7,28.0,24.0,4.0,20.0,26,72.0,38.0,0.0,Matches
Jorge Eduardo Recalde,py PAR,FW,30.0,20.4,14.0,8,2.0,8.0,4.0,3.0,17.0,17.6,14.0,13.0,3.0,10.0,3,17.0,11.0,0.0,Matches
Iván Gómez,ar ARG,MF,25.0,19.5,52.0,31,18.0,23.0,11.0,26.0,57.0,45.6,31.0,25.0,1.0,24.0,21,73.0,22.0,1.0,Matches
Jherson Mosquera,co COL,DF,23.0,18.9,38.0,24,21.0,15.0,2.0,13.0,33.0,39.4,20.0,11.0,2.0,9.0,32,70.0,23.0,0.0,Matches
Gustavo Velásquez,py PAR,DF,31.0,17.6,27.0,19,21.0,6.0,0.0,17.0,27.0,63.0,10.0,10.0,6.0,4.0,33,60.0,81.0,0.0,Matches
Cristian Ferreira,ar ARG,MF,23.0,17.0,20.0,9,5.0,10.0,5.0,7.0,27.0,25.9,20.0,11.0,2.0,9.0,5,25.0,5.0,0.0,Matches
Ramiro Sordo,ar ARG,"FW,MF",22.0,16.4,28.0,17,13.0,11.0,4.0,14.0,28.0,50.0,14.0,19.0,1.0,18.0,6,34.0,5.0,0.0,Matches
Willer Ditta,co COL,DF,26.0,16.2,11.0,7,10.0,1.0,0.0,6.0,8.0,75.0,2.0,16.0,10.0,6.0,14,25.0,56.0,0.0,Matches
Bruno Pittón,ar ARG,DF,29.0,15.4,38.0,27,23.0,12.0,3.0,19.0,36.0,52.8,17.0,16.0,3.0,13.0,14,52.0,27.0,0.0,Matches
Brian Aguirre,ar ARG,FW,19.0,14.8,15.0,7,8.0,5.0,2.0,6.0,19.0,31.6,13.0,9.0,0.0,9.0,2,17.0,1.0,0.0,Matches
Guillermo Ortiz,ar ARG,DF,30.0,12.9,17.0,11,15.0,2.0,0.0,11.0,15.0,73.3,4.0,11.0,7.0,4.0,14,31.0,51.0,0.0,Matches
Zahir Mansilla,ar ARG,DF,23.0,11.1,,6,,,,,,,,,,,28,,,,Matches
Marcos Portillo,ar ARG,"MF,FW",23.0,10.4,26.0,17,10.0,14.0,2.0,12.0,32.0,37.5,20.0,14.0,1.0,13.0,12,38.0,15.0,1.0,Matches
Ángelo Martino,ar ARG,"DF,MF",24.0,8.6,16.0,10,11.0,2.0,3.0,6.0,9.0,66.7,3.0,16.0,6.0,10.0,22,38.0,14.0,0.0,Matches
Armando Méndez,uy URU,"DF,MF",26.0,7.8,15.0,10,10.0,3.0,2.0,11.0,16.0,68.8,5.0,9.0,1.0,8.0,4,19.0,5.0,0.0,Matches
Jeremías Pérez Tica,ar ARG,FW,19.0,8.1,10.0,9,5.0,3.0,2.0,8.0,16.0,50.0,8.0,7.0,0.0,7.0,3,13.0,4.0,0.0,Matches
Djorkaeff Reasco,ec ECU,"FW,MF",24.0,7.4,2.0,2,0.0,2.0,0.0,1.0,8.0,12.5,7.0,7.0,0.0,7.0,1,3.0,3.0,0.0,Matches
Lisandro Montenegro,ar ARG,MF,19.0,6.8,8.0,5,3.0,4.0,1.0,3.0,11.0,27.3,8.0,7.0,0.0,7.0,9,17.0,1.0,0.0,Matches
Jony,ar ARG,"FW,MF",28.0,4.2,4.0,1,1.0,3.0,0.0,1.0,9.0,11.1,8.0,4.0,0.0,4.0,0,4.0,2.0,0.0,Matches
Pablo Pérez,ar ARG,MF,37.0,4.3,7.0,4,1.0,4.0,2.0,4.0,15.0,26.7,11.0,5.0,1.0,4.0,2,9.0,4.0,0.0,Matches
Guillermo Balzi,ar ARG,"MF,FW",21.0,2.1,8.0,7,1.0,7.0,0.0,4.0,5.0,80.0,1.0,1.0,0.0,1.0,3,11.0,0.0,0.0,Matches
Francisco González,ar ARG,"FW,MF",21.0,1.7,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,0.0,0.0,0.0,Matches
Justo Giani,ar ARG,"MF,FW",23.0,1.3,2.0,2,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,2.0,3.0,0.0,Matches
David Sotelo,ar ARG,MF,19.0,1.1,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,2.0,0.0,Matches
Ian Glavinovich,ar ARG,DF,21.0,1.0,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,4.0,3.0,1.0,1,2.0,5.0,0.0,Matches
Leonel Vangioni,ar ARG,DF,35.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,2.0,0.0,0.0,Matches
Genaro Rossi,ar ARG,FW,20.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Julián Contrera,ar ARG,FW,19.0,0.7,,2,,,,,,,,,,,0,,,,Matches
Nazareno Funez,ar ARG,FW,21.0,0.4,,0,,,,,,,,,,,0,,,,Matches
Fabrizio Sartori,ar ARG,FW,20.0,0.1,,1,,,,,,,,,,,0,,,,Matches
Marcelo Esponda,ar ARG,MF,20.0,0.1,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Matches
Squad Total,,,26.1,27.0,409.0,267,196.0,167.0,46.0,197.0,445.0,44.3,248.0,242.0,51.0,191.0,259,668.0,390.0,4.0,
Opponent Total,,,27.3,27.0,459.0,318,193.0,209.0,57.0,237.0,566.0,41.9,329.0,299.0,52.0,247.0,271,730.0,467.0,2.0,
