Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Marcelo dos Santos Ferreira,br BRA,DF,34-156,15.0,22,12,19,3,0,12,16,75.0,4,28,20,8,18,40,75,0,Matches
Kewin,br BRA,GK,28-066,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
André Luis,br BRA,FW,29-296,14.8,8,6,2,4,2,4,10,40.0,6,11,3,8,6,14,24,0,Matches
Alan,br BRA,MF,23-297,13.3,21,17,3,12,6,3,17,17.6,14,14,1,13,2,23,3,0,Matches
Lawrence Ofori,gh GHA,MF,25-185,13.7,11,7,4,7,0,2,15,13.3,13,10,2,8,7,18,10,1,Matches
Gonçalo Franco,pt POR,MF,23-043,13.0,32,22,15,14,3,11,35,31.4,24,23,2,21,30,62,19,0,Matches
Maracás,br BRA,DF,29-247,12.0,17,16,13,4,0,10,10,100.0,0,22,18,4,10,27,74,0,Matches
Fabiano,br BRA,DF,23-291,11.9,17,9,10,3,4,11,15,73.3,4,8,2,6,12,29,34,1,Matches
Pedro Amador,pt POR,DF,25-012,10.0,23,15,13,8,2,14,26,53.8,12,12,2,10,14,37,26,0,Matches
Kobamelo Kodisang,za RSA,FW,24-124,9.1,5,4,2,3,0,2,6,33.3,4,6,0,6,8,13,3,0,Matches
João Pedro Gomes Camacho,pt POR,FW,29-190,8.9,14,12,6,4,4,5,11,45.5,6,10,1,9,6,20,4,0,Matches
Madson,br BRA,FW,24-126,8.8,3,2,0,3,0,0,3,0.0,3,10,0,10,6,9,14,0,Matches
Godfried Frimpong,nl NED,DF,24-162,5.8,8,4,7,0,1,5,8,62.5,3,7,4,3,8,16,24,0,Matches
Dinis Pinto,pt POR,DF,23-128,3.1,5,4,2,3,0,3,6,50.0,3,2,0,2,2,7,10,0,Matches
Carlos Ponck,cv CPV,DF,28-351,3.3,6,6,5,1,0,5,5,100.0,0,5,4,1,5,11,28,0,Matches
Wallisson Luiz,br BRA,"MF,FW",26-098,2.2,13,7,4,5,4,6,10,60.0,4,3,1,2,6,19,11,0,Matches
Rúben Ramos,pt POR,MF,24-280,1.0,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,5,0,Matches
Jeremy Antonisse,cw CUW,"FW,MF",21-276,2.1,7,5,4,3,0,5,10,50.0,5,5,1,4,2,9,3,0,Matches
Pedro Aparício,pt POR,"MF,FW",28-130,1.3,0,0,0,0,0,0,4,0.0,4,0,0,0,1,1,2,0,Matches
Matheus Aiás,br BRA,"MF,FW",26-364,0.7,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,Matches
Rodrigo Macedo,pt POR,MF,20-174,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Gilberto Batista,pt POR,MF,20-001,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
Squad Total,,,26.8,15.0,212,148,109,77,26,98,214,45.8,116,179,61,118,143,355,376,2,
Opponent Total,,,26.8,15.0,211,133,90,96,25,110,233,47.2,123,172,57,115,118,329,252,2,
