Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Marcelo dos Santos Ferreira,br BRA,DF,34-156,15.0,739,705,33,32,0,6,0,1,0,0,0,0,617,1,3,Matches
Kewin,br BRA,GK,28-066,15.0,558,384,171,42,0,3,0,0,0,0,0,0,386,3,0,Matches
André Luis,br BRA,FW,29-296,14.8,302,290,11,0,1,0,1,0,0,0,0,0,179,1,10,Matches
Alan,br BRA,MF,23-297,13.3,570,470,96,37,3,2,76,4,53,28,18,0,433,4,13,Matches
Lawrence Ofori,gh GHA,MF,25-185,13.7,583,560,20,20,5,1,5,0,0,0,0,0,525,3,5,Matches
Gonçalo Franco,pt POR,MF,23-043,13.0,440,417,20,6,1,3,8,1,0,0,0,0,340,3,16,Matches
Maracás,br BRA,DF,29-247,12.0,550,530,19,19,1,1,0,0,0,0,0,0,463,1,2,Matches
Fabiano,br BRA,DF,23-291,11.9,588,452,133,15,1,5,34,118,0,0,0,0,415,3,15,Matches
Pedro Amador,pt POR,DF,25-012,10.0,482,355,126,20,1,5,41,92,14,6,2,0,358,1,9,Matches
Kobamelo Kodisang,za RSA,FW,24-124,9.1,196,193,1,0,1,1,24,1,0,0,0,0,129,2,11,Matches
João Pedro Gomes Camacho,pt POR,FW,29-190,8.9,209,205,3,2,2,6,18,1,0,0,0,0,143,1,10,Matches
Madson,br BRA,FW,24-126,8.8,232,222,10,1,0,1,32,7,2,2,0,0,141,0,19,Matches
Godfried Frimpong,nl NED,DF,24-162,5.8,283,208,75,10,0,1,25,60,5,1,2,0,217,0,6,Matches
Dinis Pinto,pt POR,DF,23-128,3.1,113,80,33,1,0,0,5,31,1,0,1,0,77,0,2,Matches
Carlos Ponck,cv CPV,DF,28-351,3.3,176,168,7,7,0,0,0,0,0,0,0,0,156,1,1,Matches
Wallisson Luiz,br BRA,"MF,FW",26-098,2.2,70,67,2,1,0,0,1,0,0,0,0,0,50,1,3,Matches
Rúben Ramos,pt POR,MF,24-280,1.0,32,31,1,1,0,0,0,0,0,0,0,0,25,0,0,Matches
Jeremy Antonisse,cw CUW,"FW,MF",21-276,2.1,60,59,1,0,1,0,2,1,0,0,0,0,43,0,3,Matches
Pedro Aparício,pt POR,"MF,FW",28-130,1.3,62,53,9,5,2,2,8,0,3,3,0,0,45,0,2,Matches
Matheus Aiás,br BRA,"MF,FW",26-364,0.7,18,18,0,0,0,0,0,0,0,0,0,0,12,0,1,Matches
Rodrigo Macedo,pt POR,MF,20-174,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Gilberto Batista,pt POR,MF,20-001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,15.0,6267,5471,771,219,19,37,280,317,78,40,23,0,4758,25,131,
Opponent Total,,,26.8,15.0,7969,7115,836,249,9,57,332,355,82,46,21,0,6338,18,138,
