Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Marcelo dos Santos Ferreira,br BRA,DF,34-156,15.0,1,7,2,28.6,0.47,0.13,0.14,0.5,9.8,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
Kewin,br BRA,GK,28-066,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
André Luis,br BRA,FW,29-296,14.8,6,30,7,23.3,2.03,0.47,0.17,0.71,14.6,1,1,1,3.5,2.7,0.09,2.5,2.3,Matches
Alan,br BRA,MF,23-297,13.3,2,26,7,26.9,1.95,0.53,0.08,0.29,23.8,3,0,0,2.1,2.1,0.08,-0.1,-0.1,Matches
Lawrence Ofori,gh GHA,MF,25-185,13.7,0,5,1,20.0,0.36,0.07,0.0,0.0,30.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Gonçalo Franco,pt POR,MF,23-043,13.0,0,21,2,9.5,1.62,0.15,0.0,0.0,24.6,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Maracás,br BRA,DF,29-247,12.0,1,3,2,66.7,0.25,0.17,0.33,0.5,8.4,0,0,0,0.5,0.5,0.15,0.5,0.5,Matches
Fabiano,br BRA,DF,23-291,11.9,1,5,1,20.0,0.42,0.08,0.2,1.0,25.5,0,0,0,0.7,0.7,0.14,0.3,0.3,Matches
Pedro Amador,pt POR,DF,25-012,10.0,0,5,0,0.0,0.5,0.0,0.0,,27.7,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Kobamelo Kodisang,za RSA,FW,24-124,9.1,1,15,6,40.0,1.65,0.66,0.07,0.17,16.3,0,0,0,2.0,2.0,0.13,-1.0,-1.0,Matches
João Pedro Gomes Camacho,pt POR,FW,29-190,8.9,3,24,10,41.7,2.69,1.12,0.13,0.3,20.9,0,0,0,1.7,1.7,0.07,1.3,1.3,Matches
Madson,br BRA,FW,24-126,8.8,3,22,7,31.8,2.5,0.8,0.14,0.43,16.5,0,0,0,2.0,2.0,0.09,1.0,1.0,Matches
Godfried Frimpong,nl NED,DF,24-162,5.8,1,1,1,100.0,0.17,0.17,1.0,1.0,6.9,0,0,0,0.2,0.2,0.19,0.8,0.8,Matches
Dinis Pinto,pt POR,DF,23-128,3.1,0,1,0,0.0,0.33,0.0,0.0,,15.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Carlos Ponck,cv CPV,DF,28-351,3.3,0,2,0,0.0,0.61,0.0,0.0,,12.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Wallisson Luiz,br BRA,"MF,FW",26-098,2.2,0,5,1,20.0,2.25,0.45,0.0,0.0,19.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Rúben Ramos,pt POR,MF,24-280,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jeremy Antonisse,cw CUW,"FW,MF",21-276,2.1,0,6,2,33.3,2.92,0.97,0.0,0.0,19.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Pedro Aparício,pt POR,"MF,FW",28-130,1.3,0,3,1,33.3,2.37,0.79,0.0,0.0,12.2,0,0,0,0.6,0.6,0.2,-0.6,-0.6,Matches
Matheus Aiás,br BRA,"MF,FW",26-364,0.7,1,2,1,50.0,2.86,1.43,0.5,1.0,17.3,0,0,0,0.3,0.3,0.14,0.7,0.7,Matches
Rodrigo Macedo,pt POR,MF,20-174,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gilberto Batista,pt POR,MF,20-001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.8,15.0,20,183,51,27.9,12.2,3.4,0.1,0.37,19.3,5,1,1,15.4,14.6,0.08,4.6,4.4,
Opponent Total,,,26.8,15.0,12,187,54,28.9,12.47,3.6,0.06,0.2,18.9,4,1,1,13.9,13.1,0.07,-1.9,-2.1,
