Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Marcelo dos Santos Ferreira,br BRA,DF,34-156,15.0,903,101,516,379,11,10,903,3,1,33.3,0,0.0,467,2377,1443,2,0,0,5,0,544,0,Matches
Kewin,br BRA,GK,28-066,15.0,583,492,579,4,0,0,583,0,0,,0,,305,1364,978,0,0,0,0,0,270,0,Matches
André Luis,br BRA,FW,29-296,14.8,467,29,46,239,186,45,466,19,9,47.4,9,47.4,226,1086,413,16,17,2,41,13,349,73,Matches
Alan,br BRA,MF,23-297,13.3,693,6,49,387,273,26,693,28,16,57.1,11,39.3,389,2131,1175,35,21,3,32,16,464,52,Matches
Lawrence Ofori,gh GHA,MF,25-185,13.7,677,12,151,447,90,2,677,27,15,55.6,10,37.0,410,2303,1209,20,15,1,20,7,477,13,Matches
Gonçalo Franco,pt POR,MF,23-043,13.0,607,30,149,353,115,12,607,21,8,38.1,11,52.4,283,1345,496,7,12,1,24,10,324,22,Matches
Maracás,br BRA,DF,29-247,12.0,682,119,439,238,6,5,682,2,2,100.0,0,0.0,352,1557,821,2,2,0,5,1,426,0,Matches
Fabiano,br BRA,DF,23-291,11.9,699,45,220,346,136,7,699,13,6,46.2,5,38.5,306,1697,914,19,17,2,13,6,342,23,Matches
Pedro Amador,pt POR,DF,25-012,10.0,598,27,204,256,147,6,598,15,4,26.7,11,73.3,246,1421,765,25,17,1,13,3,289,33,Matches
Kobamelo Kodisang,za RSA,FW,24-124,9.1,279,3,28,117,140,34,279,21,11,52.4,7,33.3,180,1181,675,21,13,11,19,8,200,66,Matches
João Pedro Gomes Camacho,pt POR,FW,29-190,8.9,327,8,46,128,160,29,327,36,17,47.2,12,33.3,201,1656,892,38,20,11,18,12,219,56,Matches
Madson,br BRA,FW,24-126,8.8,361,12,60,109,196,46,361,32,9,28.1,22,68.8,227,1730,871,39,20,18,25,9,239,82,Matches
Godfried Frimpong,nl NED,DF,24-162,5.8,343,34,128,132,83,4,343,7,4,57.1,3,42.9,148,598,276,3,4,0,4,2,171,17,Matches
Dinis Pinto,pt POR,DF,23-128,3.1,147,8,57,55,36,2,147,3,1,33.3,2,66.7,60,314,146,2,3,0,3,0,58,6,Matches
Carlos Ponck,cv CPV,DF,28-351,3.3,225,34,158,67,2,2,225,0,0,,0,,124,633,298,0,2,1,3,2,141,0,Matches
Wallisson Luiz,br BRA,"MF,FW",26-098,2.2,121,13,34,60,28,5,121,4,4,100.0,0,0.0,46,167,58,1,1,0,6,3,56,3,Matches
Rúben Ramos,pt POR,MF,24-280,1.0,40,4,13,24,4,0,40,2,1,50.0,1,50.0,17,145,99,2,1,0,0,1,21,0,Matches
Jeremy Antonisse,cw CUW,"FW,MF",21-276,2.1,96,4,31,29,40,11,96,14,7,50.0,4,28.6,59,479,264,7,1,4,6,3,60,17,Matches
Pedro Aparício,pt POR,"MF,FW",28-130,1.3,77,2,10,38,31,6,77,4,4,100.0,0,0.0,50,292,146,5,1,2,5,4,52,7,Matches
Matheus Aiás,br BRA,"MF,FW",26-364,0.7,28,0,6,15,7,3,28,6,4,66.7,2,33.3,19,93,48,3,1,2,4,0,20,4,Matches
Rodrigo Macedo,pt POR,MF,20-174,0.1,6,0,0,3,3,0,6,0,0,,0,,3,12,8,0,0,0,1,1,4,1,Matches
Gilberto Batista,pt POR,MF,20-001,0.0,2,2,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,15.0,7961,985,2926,3426,1694,255,7960,257,123,47.9,110,42.8,4118,22581,11995,247,168,59,247,101,4726,475,
Opponent Total,,,26.8,15.0,9478,852,2961,4517,2094,283,9477,239,116,48.5,98,41.0,5148,28348,14511,241,178,35,247,114,6262,668,
