Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Marcelo dos Santos Ferreira,br BRA,DF,34-156,15.0,617,739,83.5,13476,4377,141,163,86.5,395,429,92.1,79,136,58.1,0,0.0,0.1,0.0,0,32,1,0,30,Matches
Kewin,br BRA,GK,28-066,15.0,386,558,69.2,12633,9839,56,56,100.0,159,163,97.5,170,335,50.7,0,0.0,0.1,0.0,0,14,1,0,0,Matches
André Luis,br BRA,FW,29-296,14.8,179,302,59.3,2416,682,110,162,67.9,57,94,60.6,4,14,28.6,2,2.0,1.0,0.0,19,18,9,0,29,Matches
Alan,br BRA,MF,23-297,13.3,433,570,76.0,7456,2298,207,237,87.3,178,204,87.3,40,104,38.5,4,2.4,1.8,1.6,43,61,9,1,80,Matches
Lawrence Ofori,gh GHA,MF,25-185,13.7,525,583,90.1,9444,2786,224,235,95.3,250,269,92.9,46,64,71.9,1,0.9,0.5,0.1,8,52,5,1,67,Matches
Gonçalo Franco,pt POR,MF,23-043,13.0,340,440,77.3,5710,2007,170,198,85.9,136,165,82.4,26,50,52.0,3,2.4,1.6,0.6,12,38,8,3,47,Matches
Maracás,br BRA,DF,29-247,12.0,463,550,84.2,9978,3288,108,121,89.3,287,302,95.0,68,121,56.2,0,0.0,0.0,0.0,0,16,0,0,24,Matches
Fabiano,br BRA,DF,23-291,11.9,415,588,70.6,8203,3016,164,202,81.2,181,241,75.1,68,123,55.3,1,0.3,0.6,0.7,7,49,8,7,48,Matches
Pedro Amador,pt POR,DF,25-012,10.0,358,482,74.3,6937,2934,145,176,82.4,154,199,77.4,56,92,60.9,0,0.3,0.6,-0.3,6,16,11,8,23,Matches
Kobamelo Kodisang,za RSA,FW,24-124,9.1,129,196,65.8,2173,624,57,77,74.0,57,77,74.0,8,16,50.0,3,1.3,1.0,1.7,11,9,11,6,21,Matches
João Pedro Gomes Camacho,pt POR,FW,29-190,8.9,143,209,68.4,2668,730,67,92,72.8,52,70,74.3,20,27,74.1,3,1.1,0.8,1.9,12,12,13,4,31,Matches
Madson,br BRA,FW,24-126,8.8,141,232,60.8,2165,557,76,107,71.0,49,76,64.5,9,21,42.9,0,0.6,0.7,-0.6,11,5,8,3,14,Matches
Godfried Frimpong,nl NED,DF,24-162,5.8,217,283,76.7,3689,1574,101,114,88.6,90,119,75.6,18,35,51.4,1,0.4,0.8,0.6,4,16,1,1,19,Matches
Dinis Pinto,pt POR,DF,23-128,3.1,77,113,68.1,1378,618,31,39,79.5,37,50,74.0,8,21,38.1,0,0.0,0.1,0.0,1,3,3,0,11,Matches
Carlos Ponck,cv CPV,DF,28-351,3.3,156,176,88.6,2880,998,54,59,91.5,92,95,96.8,7,16,43.8,0,0.0,0.0,0.0,0,1,0,0,3,Matches
Wallisson Luiz,br BRA,"MF,FW",26-098,2.2,50,70,71.4,953,338,17,23,73.9,26,33,78.8,7,10,70.0,0,0.0,0.0,0.0,1,4,1,1,8,Matches
Rúben Ramos,pt POR,MF,24-280,1.0,25,32,78.1,343,94,17,19,89.5,8,10,80.0,0,3,0.0,0,0.0,0.0,0.0,0,2,0,0,4,Matches
Jeremy Antonisse,cw CUW,"FW,MF",21-276,2.1,43,60,71.7,580,221,28,38,73.7,10,13,76.9,3,5,60.0,0,0.2,0.2,-0.2,3,2,1,0,7,Matches
Pedro Aparício,pt POR,"MF,FW",28-130,1.3,45,62,72.6,896,297,19,20,95.0,18,26,69.2,7,13,53.8,0,0.3,0.4,-0.3,2,6,2,0,8,Matches
Matheus Aiás,br BRA,"MF,FW",26-364,0.7,12,18,66.7,181,59,4,4,100.0,4,6,66.7,1,4,25.0,0,0.0,0.0,0.0,1,3,0,0,3,Matches
Rodrigo Macedo,pt POR,MF,20-174,0.1,4,4,100.0,68,14,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Gilberto Batista,pt POR,MF,20-001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,26.8,15.0,4758,6267,75.9,94227,37351,1798,2144,83.9,2242,2643,84.8,645,1210,53.3,18,12.1,10.4,5.9,141,359,92,35,477,
Opponent Total,,,26.8,15.0,6338,7969,79.5,118086,43441,2535,2877,88.1,2943,3425,85.9,716,1287,55.6,10,11.4,10.8,-1.4,141,542,120,37,674,
