Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Jorge Agustín Rodríguez,ar ARG,"MF,DF",27.0,25.8,4,0,0,30,23,1,5,27,39,0,1,0,245,51,33,60.7,Matches
Benjamín Rollheiser,ar ARG,"MF,FW",22.0,22.5,2,0,0,29,20,2,78,7,16,0,0,0,143,12,25,32.4,Matches
Mariano Andújar,ar ARG,GK,39.0,25.0,2,0,0,0,3,0,0,2,1,0,0,0,23,6,0,100.0,Matches
Santiago Ascacíbar,ar ARG,MF,25.0,24.3,7,0,0,51,32,1,13,35,42,0,0,0,181,27,38,41.5,Matches
Luciano Lollo,ar ARG,DF,35.0,22.9,4,0,0,23,6,0,2,21,29,0,1,0,138,62,35,63.9,Matches
Zaid Romero,ar ARG,DF,23.0,21.2,2,0,0,15,13,0,7,31,20,0,0,1,187,37,34,52.1,Matches
Leonardo Godoy,ar ARG,"DF,FW",27.0,19.7,4,0,0,24,34,3,73,16,15,0,0,0,103,10,17,37.0,Matches
Mauro Boselli,ar ARG,FW,37.0,15.2,1,0,0,12,26,7,2,0,1,0,0,0,15,41,50,45.1,Matches
Fernando Zuqui,ar ARG,MF,31.0,16.1,7,0,0,19,54,1,96,12,23,0,0,0,136,11,15,42.3,Matches
Gastón Benedetti,ar ARG,"DF,FW",21.0,15.6,6,0,0,23,5,3,52,22,27,0,0,0,92,16,17,48.5,Matches
Santiago Núñez,ar ARG,DF,22.0,14.4,5,0,0,14,4,0,1,29,16,0,1,0,68,37,22,62.7,Matches
Emmanuel Más,ar ARG,DF,34.0,11.8,1,0,0,10,8,3,42,8,14,0,0,0,80,19,24,44.2,Matches
Guido Carrillo,ar ARG,FW,31.0,8.5,1,0,0,12,15,2,0,2,0,0,1,0,17,70,61,53.4,Matches
Mauro Méndez,uy URU,"FW,MF",24.0,8.2,2,0,0,9,16,4,2,0,1,0,0,0,24,28,38,42.4,Matches
José Sosa,ar ARG,"MF,FW",37.0,8.9,1,0,0,6,12,1,43,4,19,0,0,0,81,8,18,30.8,Matches
Eros Mancuso,ar ARG,DF,23.0,7.9,2,0,0,10,11,0,37,6,12,1,0,0,53,7,11,38.9,Matches
Matías Godoy,ar ARG,"MF,FW",21.0,7.9,3,0,0,11,24,5,39,2,8,0,0,0,25,5,11,31.3,Matches
Pablo Piatti,ar ARG,"MF,FW",33.0,4.1,0,0,0,5,10,0,18,0,6,0,0,0,34,1,9,10.0,Matches
Franco Zapiola,ar ARG,"MF,FW",21.0,3.7,1,0,0,3,6,2,32,1,5,0,0,0,33,2,3,40.0,Matches
Ezequiel Muñoz,ar ARG,DF,32.0,3.3,0,0,0,3,0,0,0,1,3,0,0,0,9,8,3,72.7,Matches
Juan Guasone,ar ARG,DF,21.0,2.5,1,0,0,3,2,0,0,3,4,0,0,0,11,14,4,77.8,Matches
Daniel Sappa,ar ARG,GK,27.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,Matches
Mateo Pellegrino,ar ARG,"FW,MF",21.0,2.4,0,0,0,5,2,0,0,1,3,0,0,0,4,20,15,57.1,Matches
Nicolás Fernández,ar ARG,"DF,FW",20.0,1.1,0,0,0,1,1,0,0,2,1,0,0,0,7,0,0,,Matches
Nicolás Palavecino,ar ARG,"MF,FW",19.0,0.7,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,,Matches
Martiniano Moreno,ar ARG,"FW,MF",19.0,0.7,0,0,0,1,3,0,1,0,0,0,0,0,2,6,3,66.7,Matches
Deian Verón,ar ARG,MF,22.0,0.4,0,0,0,3,1,0,0,0,1,0,0,0,4,3,0,100.0,Matches
Axel Atum,ar ARG,"FW,MF",17.0,0.4,0,0,0,1,3,0,0,1,1,0,0,0,1,0,0,,Matches
Gonzalo Piñeiro,ar ARG,MF,22.0,0.1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0.0,Matches
Squad Total,,,28.8,27.0,56,0,0,325,336,35,544,233,308,1,5,1,1721,501,487,50.7,
Opponent Total,,,26.9,27.0,83,7,4,351,307,44,493,254,239,3,2,0,1623,473,489,49.2,
