Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Jorge Agustín Rodríguez,ar ARG,"MF,DF",27.0,25.8,1858,97,521,1186,166,14,1858,24,19,79.2,4,16.7,947,3976,2186,25,21,1,27,18,1092,24,Matches
Benjamín Rollheiser,ar ARG,"MF,FW",22.0,22.5,1399,6,91,754,591,52,1397,99,65,65.7,32,32.3,892,5745,2614,86,84,8,65,40,1003,159,Matches
Mariano Andújar,ar ARG,GK,39.0,25.0,715,609,714,1,0,0,715,0,0,,0,,325,1858,1194,0,0,0,0,0,210,0,Matches
Santiago Ascacíbar,ar ARG,MF,25.0,24.3,1519,31,250,959,327,33,1519,17,5,29.4,11,64.7,760,3078,1495,23,18,2,25,15,986,87,Matches
Luciano Lollo,ar ARG,DF,35.0,22.9,1246,157,668,546,39,26,1246,5,5,100.0,0,0.0,633,3336,1859,4,3,0,7,1,703,4,Matches
Zaid Romero,ar ARG,DF,23.0,21.2,1286,114,585,670,47,12,1286,31,23,74.2,6,19.4,717,3928,2508,26,12,1,19,19,727,3,Matches
Leonardo Godoy,ar ARG,"DF,FW",27.0,19.7,1003,44,251,441,318,58,1003,51,17,33.3,27,52.9,484,2350,1288,41,15,13,39,6,549,132,Matches
Mauro Boselli,ar ARG,FW,37.0,15.2,414,16,19,218,177,72,413,15,5,33.3,9,60.0,215,687,199,3,4,3,23,3,316,74,Matches
Fernando Zuqui,ar ARG,MF,31.0,16.1,987,20,124,582,295,8,987,35,21,60.0,11,31.4,554,2521,1109,23,27,0,41,27,625,48,Matches
Gastón Benedetti,ar ARG,"DF,FW",21.0,15.6,977,34,259,461,265,15,977,34,24,70.6,9,26.5,464,2437,1116,30,15,2,26,16,521,96,Matches
Santiago Núñez,ar ARG,DF,22.0,14.4,812,87,438,351,26,15,812,3,3,100.0,0,0.0,381,1940,1125,8,3,0,7,1,461,1,Matches
Emmanuel Más,ar ARG,DF,34.0,11.8,665,27,178,275,214,29,665,15,7,46.7,7,46.7,304,1401,739,26,11,4,17,6,365,82,Matches
Guido Carrillo,ar ARG,FW,31.0,8.5,346,7,13,167,167,45,346,14,7,50.0,7,50.0,149,747,144,3,6,2,25,12,283,58,Matches
Mauro Méndez,uy URU,"FW,MF",24.0,8.2,274,2,14,121,142,37,274,15,6,40.0,7,46.7,142,602,199,5,9,1,23,7,209,56,Matches
José Sosa,ar ARG,"MF,FW",37.0,8.9,662,11,70,379,224,20,662,17,5,29.4,11,64.7,379,1950,1025,20,23,1,15,8,453,48,Matches
Eros Mancuso,ar ARG,DF,23.0,7.9,495,13,106,204,188,28,495,17,8,47.1,9,52.9,256,1201,573,19,16,6,15,10,278,79,Matches
Matías Godoy,ar ARG,"MF,FW",21.0,7.9,385,3,29,122,241,36,385,40,19,47.5,14,35.0,254,1743,726,30,17,10,31,6,277,102,Matches
Pablo Piatti,ar ARG,"MF,FW",33.0,4.1,213,2,27,87,103,8,213,14,4,28.6,9,64.3,133,642,235,7,8,3,19,11,148,39,Matches
Franco Zapiola,ar ARG,"MF,FW",21.0,3.7,244,0,22,109,115,2,244,12,5,41.7,6,50.0,136,658,393,13,12,0,15,4,182,34,Matches
Ezequiel Muñoz,ar ARG,DF,32.0,3.3,129,8,62,62,5,2,129,0,0,,0,,76,334,187,0,0,0,1,0,85,0,Matches
Juan Guasone,ar ARG,DF,21.0,2.5,115,13,63,45,7,2,115,1,1,100.0,0,0.0,50,273,139,0,0,0,2,1,51,0,Matches
Daniel Sappa,ar ARG,GK,27.0,2.0,50,40,50,0,0,0,50,1,1,100.0,0,0.0,29,184,152,0,0,0,0,0,14,0,Matches
Mateo Pellegrino,ar ARG,"FW,MF",21.0,2.4,75,1,4,34,37,16,75,3,2,66.7,1,33.3,36,199,65,4,0,2,7,3,59,15,Matches
Nicolás Fernández,ar ARG,"DF,FW",20.0,1.1,48,4,21,27,0,0,48,2,2,100.0,0,0.0,27,135,66,0,1,1,4,0,26,0,Matches
Nicolás Palavecino,ar ARG,"MF,FW",19.0,0.7,31,0,2,17,13,3,31,2,0,0.0,2,100.0,23,154,53,1,2,0,4,1,25,10,Matches
Martiniano Moreno,ar ARG,"FW,MF",19.0,0.7,30,1,1,15,14,8,30,0,0,,0,,18,65,27,0,0,0,4,1,26,3,Matches
Deian Verón,ar ARG,MF,22.0,0.4,29,0,8,16,5,1,29,0,0,,0,,16,62,6,0,0,0,2,0,18,3,Matches
Axel Atum,ar ARG,"FW,MF",17.0,0.4,23,0,4,13,6,0,23,0,0,,0,,18,81,44,0,2,0,1,0,20,3,Matches
Gonzalo Piñeiro,ar ARG,MF,22.0,0.1,8,0,5,3,0,0,8,0,0,,0,,1,14,0,0,0,0,0,1,1,0,Matches
Squad Total,,,28.8,27.0,16038,1347,4599,7865,3732,542,16035,467,254,54.4,182,39.0,8419,42301,21466,397,309,60,464,217,9713,1160,
Opponent Total,,,26.9,27.0,14023,1537,4596,6655,2965,374,14018,575,283,49.2,226,39.3,7536,39552,20219,367,312,69,491,241,7938,853,
