Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Jorge Agustín Rodríguez,ar ARG,"MF,DF",27.0,25.8,53,2.06,49,1,0,3,0,0,3,0.12,3,0,0,0,0,0,Matches
Benjamín Rollheiser,ar ARG,"MF,FW",22.0,22.5,106,4.72,68,13,5,14,5,1,6,0.27,5,0,0,1,0,0,Matches
Mariano Andújar,ar ARG,GK,39.0,25.0,2,0.08,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Santiago Ascacíbar,ar ARG,MF,25.0,24.3,50,2.02,43,0,2,3,1,1,5,0.2,5,0,0,0,0,0,Matches
Luciano Lollo,ar ARG,DF,35.0,22.9,20,0.87,15,3,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Zaid Romero,ar ARG,DF,23.0,21.2,16,0.76,13,0,1,2,0,0,2,0.09,1,0,0,1,0,0,Matches
Leonardo Godoy,ar ARG,"DF,FW",27.0,19.7,51,2.59,32,10,4,0,5,0,8,0.41,6,1,1,0,0,0,Matches
Mauro Boselli,ar ARG,FW,37.0,15.2,28,1.85,18,0,1,7,2,0,4,0.26,2,0,0,2,0,0,Matches
Fernando Zuqui,ar ARG,MF,31.0,16.1,81,5.04,43,30,1,0,6,1,6,0.37,2,4,0,0,0,0,Matches
Gastón Benedetti,ar ARG,"DF,FW",21.0,15.6,27,1.73,23,0,2,2,0,0,4,0.26,3,0,0,1,0,0,Matches
Santiago Núñez,ar ARG,DF,22.0,14.4,11,0.77,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Emmanuel Más,ar ARG,DF,34.0,11.8,39,3.32,28,5,1,3,1,1,1,0.09,1,0,0,0,0,0,Matches
Guido Carrillo,ar ARG,FW,31.0,8.5,24,2.83,23,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Mauro Méndez,uy URU,"FW,MF",24.0,8.2,19,2.32,12,0,1,5,1,0,4,0.49,2,0,1,1,0,0,Matches
José Sosa,ar ARG,"MF,FW",37.0,8.9,45,5.05,29,12,0,2,1,1,4,0.45,3,0,0,1,0,0,Matches
Eros Mancuso,ar ARG,DF,23.0,7.9,19,2.4,12,2,2,1,2,0,3,0.38,0,2,1,0,0,0,Matches
Matías Godoy,ar ARG,"MF,FW",21.0,7.9,40,5.08,24,7,0,0,9,0,2,0.25,1,0,0,0,1,0,Matches
Pablo Piatti,ar ARG,"MF,FW",33.0,4.1,13,3.18,9,2,0,2,0,0,2,0.49,1,1,0,0,0,0,Matches
Franco Zapiola,ar ARG,"MF,FW",21.0,3.7,17,4.59,12,2,1,2,0,0,2,0.54,1,0,0,1,0,0,Matches
Ezequiel Muñoz,ar ARG,DF,32.0,3.3,2,0.71,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Guasone,ar ARG,DF,21.0,2.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Daniel Sappa,ar ARG,GK,27.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mateo Pellegrino,ar ARG,"FW,MF",21.0,2.4,1,0.41,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nicolás Fernández,ar ARG,"DF,FW",20.0,1.1,1,0.93,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nicolás Palavecino,ar ARG,"MF,FW",19.0,0.7,2,2.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Martiniano Moreno,ar ARG,"FW,MF",19.0,0.7,4,5.45,1,0,0,2,1,0,1,1.36,0,0,0,0,1,0,Matches
Deian Verón,ar ARG,MF,22.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Axel Atum,ar ARG,"FW,MF",17.0,0.4,1,2.73,1,0,0,0,0,0,1,2.73,1,0,0,0,0,0,Matches
Gonzalo Piñeiro,ar ARG,MF,22.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.8,27.0,672,24.89,472,88,21,51,34,6,58,2.15,37,8,3,8,2,0,
Opponent Total,,,26.9,27.0,453,16.78,302,54,33,28,24,12,35,1.3,20,3,5,2,5,0,
