Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Jorge Agustín Rodríguez,ar ARG,"MF,DF",27.0,27,27,2321.0,25.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.5,0.5,1.0,1.5,25.0,201.0,24.0,0.08,0.04,0.12,0.08,0.12,0.02,0.04,0.06,0.02,0.06,Matches
Benjamín Rollheiser,ar ARG,"MF,FW",22.0,27,26,2021.0,22.5,6.0,3.0,9.0,6.0,0.0,1.0,2.0,0.0,5.5,4.7,3.1,7.8,86.0,151.0,159.0,0.27,0.13,0.4,0.27,0.4,0.25,0.14,0.38,0.21,0.35,Matches
Mariano Andújar,ar ARG,GK,39.0,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Santiago Ascacíbar,ar ARG,MF,25.0,26,25,2185.0,24.3,4.0,1.0,5.0,4.0,0.0,0.0,7.0,0.0,3.1,3.1,1.7,4.8,23.0,144.0,87.0,0.16,0.04,0.21,0.16,0.21,0.13,0.07,0.19,0.13,0.19,Matches
Luciano Lollo,ar ARG,DF,35.0,23,23,2065.0,22.9,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.1,1.1,0.4,1.4,4.0,68.0,4.0,0.13,0.0,0.13,0.13,0.13,0.05,0.02,0.06,0.05,0.06,Matches
Zaid Romero,ar ARG,DF,23.0,22,22,1905.0,21.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.5,1.1,26.0,79.0,3.0,0.05,0.05,0.09,0.05,0.09,0.03,0.02,0.05,0.03,0.05,Matches
Leonardo Godoy,ar ARG,"DF,FW",27.0,22,21,1774.0,19.7,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,4.2,5.6,41.0,57.0,132.0,0.05,0.25,0.3,0.05,0.3,0.07,0.22,0.29,0.07,0.29,Matches
Mauro Boselli,ar ARG,FW,37.0,22,17,1367.0,15.2,6.0,2.0,8.0,6.0,0.0,1.0,1.0,0.0,6.3,5.4,1.8,7.2,3.0,16.0,74.0,0.4,0.13,0.53,0.4,0.53,0.42,0.12,0.54,0.36,0.48,Matches
Fernando Zuqui,ar ARG,MF,31.0,24,16,1446.0,16.1,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,1.7,1.7,2.6,4.3,23.0,98.0,48.0,0.0,0.25,0.25,0.0,0.25,0.1,0.16,0.27,0.1,0.27,Matches
Gastón Benedetti,ar ARG,"DF,FW",21.0,16,16,1403.0,15.6,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,1.0,2.0,30.0,53.0,96.0,0.13,0.06,0.19,0.13,0.19,0.07,0.06,0.13,0.07,0.13,Matches
Santiago Núñez,ar ARG,DF,22.0,16,15,1293.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.3,0.9,8.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches
Emmanuel Más,ar ARG,DF,34.0,15,12,1058.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,1.3,26.0,37.0,82.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,Matches
