Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Jorge Agustín Rodríguez,ar ARG,"MF,DF",27.0,25.8,69,39,24,43,2,30,60,50.0,30,35,10,25,27,96,71,2,Matches
Benjamín Rollheiser,ar ARG,"MF,FW",22.0,22.5,28,16,11,11,6,13,36,36.1,23,18,1,17,7,35,7,1,Matches
Mariano Andújar,ar ARG,GK,39.0,25.0,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,2,0,Matches
Santiago Ascacíbar,ar ARG,MF,25.0,24.3,71,42,27,36,8,32,92,34.8,60,47,5,42,35,106,24,0,Matches
Luciano Lollo,ar ARG,DF,35.0,22.9,41,29,28,12,1,20,26,76.9,6,23,15,8,21,62,124,0,Matches
Zaid Romero,ar ARG,DF,23.0,21.2,28,20,16,10,2,18,24,75.0,6,23,14,9,31,59,72,1,Matches
Leonardo Godoy,ar ARG,"DF,FW",27.0,19.7,19,15,12,5,2,13,26,50.0,13,16,2,14,16,35,30,1,Matches
Mauro Boselli,ar ARG,FW,37.0,15.2,3,1,0,2,1,1,10,10.0,9,2,0,2,0,3,16,0,Matches
Fernando Zuqui,ar ARG,MF,31.0,16.1,33,23,9,19,5,13,41,31.7,28,27,7,20,12,45,14,1,Matches
Gastón Benedetti,ar ARG,"DF,FW",21.0,15.6,40,27,21,16,3,20,41,48.8,21,18,3,15,22,62,33,0,Matches
Santiago Núñez,ar ARG,DF,22.0,14.4,28,16,20,7,1,15,24,62.5,9,14,11,3,29,57,69,0,Matches
Emmanuel Más,ar ARG,DF,34.0,11.8,21,14,12,7,2,15,25,60.0,10,12,4,8,8,29,20,1,Matches
Guido Carrillo,ar ARG,FW,31.0,8.5,2,0,1,1,0,0,3,0.0,3,6,0,6,2,4,6,0,Matches
Mauro Méndez,uy URU,"FW,MF",24.0,8.2,3,1,1,2,0,1,5,20.0,4,6,0,6,0,3,3,0,Matches
José Sosa,ar ARG,"MF,FW",37.0,8.9,25,19,8,10,7,10,27,37.0,17,16,1,15,4,29,8,0,Matches
Eros Mancuso,ar ARG,DF,23.0,7.9,19,12,6,11,2,9,23,39.1,14,7,0,7,6,25,17,0,Matches
Matías Godoy,ar ARG,"MF,FW",21.0,7.9,15,8,6,5,4,3,14,21.4,11,5,0,5,2,17,3,0,Matches
Pablo Piatti,ar ARG,"MF,FW",33.0,4.1,8,6,3,5,0,3,13,23.1,10,9,1,8,0,8,1,0,Matches
Franco Zapiola,ar ARG,"MF,FW",21.0,3.7,9,5,3,5,1,4,12,33.3,8,2,0,2,1,10,0,0,Matches
Ezequiel Muñoz,ar ARG,DF,32.0,3.3,4,3,2,1,1,2,3,66.7,1,2,2,0,1,5,8,0,Matches
Juan Guasone,ar ARG,DF,21.0,2.5,5,4,4,1,0,3,7,42.9,4,1,1,0,3,8,12,0,Matches
Daniel Sappa,ar ARG,GK,27.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Mateo Pellegrino,ar ARG,"FW,MF",21.0,2.4,3,3,0,3,0,0,0,,0,0,0,0,1,4,1,0,Matches
Nicolás Fernández,ar ARG,"DF,FW",20.0,1.1,5,1,3,2,0,1,2,50.0,1,1,0,1,2,7,2,0,Matches
Nicolás Palavecino,ar ARG,"MF,FW",19.0,0.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches
Martiniano Moreno,ar ARG,"FW,MF",19.0,0.7,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Deian Verón,ar ARG,MF,22.0,0.4,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0,Matches
Axel Atum,ar ARG,"FW,MF",17.0,0.4,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
Gonzalo Piñeiro,ar ARG,MF,22.0,0.1,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
Squad Total,,,28.8,27.0,484,308,221,214,49,230,522,44.1,292,293,77,216,233,717,544,7,
Opponent Total,,,26.9,27.0,390,239,172,172,46,178,419,42.5,241,297,89,208,254,644,595,3,
